id,seq,is_moving,position,shape,orientation,velocity,type,heading,time_meas,ms_no,road_sec_id,fid,turn_type,category,time,road,event_name
205375283,280671107,1,"{""x"":296.41388,""y"":-346.34045,""z"":13.040052}","{""x"":4.952843,""y"":1.9976875,""z"":1.4819429}",1.0925001,17.557795,1,1.0925001,1681345290599699,16813452905,0,2122,1,1,08:21:30,道路14,机动车超速
205443361,280670562,1,"{""x"":196.19246,""y"":-581.5087,""z"":12.807785}","{""x"":5.0910816,""y"":1.9206712,""z"":1.7435997}",-0.5591389,17.992697,1,-0.5591389,1681345236099619,16813452360,0,80983,1,1,08:20:36,道路9,机动车超速
209500994,280684532,1,"{""x"":13.987879,""y"":-464.31473,""z"":12.997664}","{""x"":4.5760384,""y"":1.9713387,""z"":1.461443}",-0.5491933999999999,18.747707,1,-0.5491933999999999,1681346633099669,16813466330,0,2990,1,1,08:43:53,道路8,机动车超速
209202516,280684537,1,"{""x"":99.98462,""y"":-207.29741,""z"":12.753475}","{""x"":4.702931,""y"":2.0280473,""z"":1.5744203}",-0.58439875,21.936722,1,-0.58439875,1681346633599825,16813466335,0,2090,1,1,08:43:53,道路3,机动车超速
207712835,280684392,1,"{""x"":193.4467,""y"":-579.6613,""z"":12.619807}","{""x"":4.6350584,""y"":2.0344365,""z"":1.5409768}",-0.5721594999999999,17.35379,1,-0.5721594999999999,1681346619099690,16813466190,0,80983,1,1,08:43:39,道路9,机动车超速
204730762,280667172,1,"{""x"":-130.40485,""y"":-377.54813,""z"":12.555176}","{""x"":5.1163692,""y"":1.9970248,""z"":1.4316406}",2.7597525,17.67721,1,2.7597525,1681344897099757,16813448970,0,81016,1,1,08:14:57,道路8,机动车超速
204734920,280666892,1,"{""x"":-373.87732,""y"":-292.3268,""z"":12.782227}","{""x"":6.0581174,""y"":2.0330637,""z"":1.4316406}",-0.33664355,21.273407,1,-0.33664355,1681344869099796,16813448690,0,80701,1,1,08:14:29,道路6,机动车超速
204515667,280666187,1,"{""x"":114.63779,""y"":-216.5794,""z"":13.215784}","{""x"":4.652884,""y"":1.9031402,""z"":1.5824381}",-0.5949464999999999,17.129827,1,-0.5949464999999999,1681344798599755,16813447985,0,2090,1,1,08:13:18,道路3,机动车超速
204574977,280666147,1,"{""x"":-240.75708,""y"":8.933244,""z"":12.71696}","{""x"":4.8482685,""y"":2.1182823,""z"":1.4599473}",-0.55751646,18.63475,1,-0.55751646,1681344794599762,16813447945,0,80729,2,1,08:13:14,道路11,机动车超速
204478218,280666277,1,"{""x"":-283.66278,""y"":48.89079,""z"":12.79758}","{""x"":4.802323,""y"":2.0926397,""z"":1.4469954}",2.6829646,16.941431,1,2.6829646,1681344807599628,16813448075,0,80703,2,1,08:13:27,道路11,机动车超速
204478712,280665977,1,"{""x"":-18.70859,""y"":-107.73997,""z"":13.907227}","{""x"":11.273628,""y"":2.9818292,""z"":3.3730469}",2.6317937,16.993572,6,2.6317937,1681344777599560,16813447775,0,2327,1,1,08:12:57,道路3,机动车超速
208440659,280681002,1,"{""x"":-110.748924,""y"":-390.62357,""z"":12.620117}","{""x"":4.459553,""y"":2.1928587,""z"":1.4863281}",2.7307127,16.737001,1,2.7307127,1681346280099680,16813462800,0,81003,1,1,08:38:00,道路8,机动车超速
208492343,280681187,1,"{""x"":176.48213,""y"":-570.75226,""z"":12.656546}","{""x"":5.772429,""y"":2.031841,""z"":1.4784194}",-0.5876553,19.389208,1,-0.5876553,1681346298599593,16813462985,0,80984,1,1,08:38:18,道路9,机动车超速
208514351,280681207,1,"{""x"":-153.12851,""y"":-370.80417,""z"":12.658691}","{""x"":4.5692835,""y"":1.9575998,""z"":1.5449219}",2.7506337,17.4272,1,2.7506337,1681346300599707,16813463005,0,81500,1,1,08:38:20,道路8,机动车超速
208540684,280681086,1,"{""x"":-25.210743,""y"":-103.49727,""z"":12.896484}","{""x"":4.8623705,""y"":1.8727827,""z"":1.4589844}",2.6257885,18.483915,1,2.6257885,1681346288500028,16813462885,0,70456,2,2,08:38:08,道路2,机动车超速
208511395,280681047,1,"{""x"":-119.15475,""y"":-387.4094,""z"":12.453369}","{""x"":4.882575,""y"":2.0757475,""z"":1.5205078}",2.7242832,17.995438,1,2.7242832,1681346284599719,16813462845,0,81003,1,1,08:38:04,道路8,机动车超速
208375840,280680412,1,"{""x"":-241.38101,""y"":27.768196,""z"":12.787784}","{""x"":5.4093223,""y"":1.9946555,""z"":1.4692441}",2.6274598,22.409136,1,2.6274598,1681346221099772,16813462210,0,80721,1,1,08:37:01,道路2,机动车超速
208380283,280681167,1,"{""x"":167.31335,""y"":-563.1003,""z"":12.658178}","{""x"":4.8784494,""y"":1.9358708,""z"":1.5312263}",-0.57288635,18.350452,1,-0.57288635,1681346296599698,16813462965,0,80983,1,1,08:38:16,道路9,机动车超速
212048387,280693827,1,"{""x"":104.2974,""y"":-207.72821,""z"":12.953684}","{""x"":4.590185,""y"":2.0558002,""z"":1.5385122}",-0.64391214,20.485437,1,-0.64391214,1681347562599960,16813475625,0,2089,1,1,08:59:22,道路3,机动车超速
206188147,280673057,1,"{""x"":89.54057,""y"":-200.36964,""z"":12.926777}","{""x"":4.7224236,""y"":1.9846524,""z"":1.5784831}",-0.59329927,17.317062,1,-0.59329927,1681345485599723,16813454855,0,2090,1,1,08:24:45,道路3,机动车超速
206406759,280673012,1,"{""x"":115.852516,""y"":-213.98737,""z"":13.020459}","{""x"":4.9791465,""y"":2.004713,""z"":1.4563875}",-0.59741056,17.658415,1,-0.59741056,1681345481099703,16813454810,0,2089,1,1,08:24:41,道路3,机动车超速
206252513,280672877,1,"{""x"":-13.213277,""y"":-130.1726,""z"":12.666504}","{""x"":4.6653438,""y"":2.048288,""z"":1.5605469}",-0.5709898,17.605661,1,-0.5709898,1681345467599498,16813454675,0,2329,1,1,08:24:27,道路2,机动车超速
206465888,280673877,1,"{""x"":-384.76282,""y"":-285.22464,""z"":12.88916}","{""x"":5.073838,""y"":2.057533,""z"":1.4599609}",-0.39772138,16.736551,1,-0.39772138,1681345567599815,16813455675,0,80700,1,1,08:26:07,道路6,机动车超速
206254351,280673132,1,"{""x"":-144.37843,""y"":-373.56686,""z"":12.651367}","{""x"":4.8172026,""y"":1.9381698,""z"":1.4677734}",2.799453,18.581083,1,2.799453,1681345493099688,16813454930,0,81500,1,1,08:24:53,道路8,机动车超速
206299381,280672942,1,"{""x"":-35.860493,""y"":-100.16217,""z"":12.994629}","{""x"":4.306857,""y"":2.051701,""z"":1.6142578}",2.6003172,19.134773,1,2.6003172,1681345474099520,16813454740,0,70458,2,2,08:24:34,道路15,机动车超速
210348802,280687937,1,"{""x"":284.4384,""y"":-329.15952,""z"":13.003212}","{""x"":5.886618,""y"":2.1524148,""z"":1.7120944}",-0.58476037,17.432749,1,-0.58476037,1681346973599708,16813469735,0,2136,1,1,08:49:33,道路4,机动车超速
