road_sec_id,ms_no,all_car,line_up_car,time,road,turn,time_min
520,16813404000,9,9,7:00:00,路口2,左,7:00
520,16813404010,9,9,7:00:01,路口2,左,7:00
520,16813404020,9,9,7:00:02,路口2,左,7:00
520,16813404030,9,9,7:00:03,路口2,左,7:00
520,16813404040,9,9,7:00:04,路口2,左,7:00
520,16813404050,9,9,7:00:05,路口2,左,7:00
520,16813404060,9,9,7:00:06,路口2,左,7:00
520,16813404070,9,9,7:00:07,路口2,左,7:00
520,16813404080,9,9,7:00:08,路口2,左,7:00
520,16813404090,9,9,7:00:09,路口2,左,7:00
520,16813404100,9,9,7:00:10,路口2,左,7:00
520,16813404110,9,9,7:00:11,路口2,左,7:00
520,16813404120,9,8,7:00:12,路口2,左,7:00
520,16813404130,9,8,7:00:13,路口2,左,7:00
520,16813404140,8,7,7:00:14,路口2,左,7:00
520,16813404150,8,5,7:00:15,路口2,左,7:00
520,16813404160,9,4,7:00:16,路口2,左,7:00
520,16813404170,7,1,7:00:17,路口2,左,7:00
520,16813404180,7,1,7:00:18,路口2,左,7:00
520,16813404190,5,0,7:00:19,路口2,左,7:00
520,16813404200,5,0,7:00:20,路口2,左,7:00
520,16813404210,5,0,7:00:21,路口2,左,7:00
520,16813404220,3,0,7:00:22,路口2,左,7:00
520,16813404230,2,0,7:00:23,路口2,左,7:00
520,16813404240,2,0,7:00:24,路口2,左,7:00
520,16813404250,2,0,7:00:25,路口2,左,7:00
520,16813404260,2,0,7:00:26,路口2,左,7:00
520,16813404270,2,0,7:00:27,路口2,左,7:00
520,16813404280,1,0,7:00:28,路口2,左,7:00
520,16813404290,1,0,7:00:29,路口2,左,7:00
520,16813404300,1,0,7:00:30,路口2,左,7:00
520,16813404310,1,0,7:00:31,路口2,左,7:00
520,16813404320,1,0,7:00:32,路口2,左,7:00
520,16813404330,1,0,7:00:33,路口2,左,7:00
520,16813404340,1,0,7:00:34,路口2,左,7:00
520,16813404350,0,0,7:00:35,路口2,左,7:00
520,16813404360,0,0,7:00:36,路口2,左,7:00
520,16813404370,0,0,7:00:37,路口2,左,7:00
520,16813404380,0,0,7:00:38,路口2,左,7:00
520,16813404390,0,0,7:00:39,路口2,左,7:00
520,16813404400,0,0,7:00:40,路口2,左,7:00
520,16813404410,0,0,7:00:41,路口2,左,7:00
520,16813404420,0,0,7:00:42,路口2,左,7:00
520,16813404430,0,0,7:00:43,路口2,左,7:00
520,16813404440,0,0,7:00:44,路口2,左,7:00
520,16813404450,0,0,7:00:45,路口2,左,7:00
520,16813404460,0,0,7:00:46,路口2,左,7:00
520,16813404470,0,0,7:00:47,路口2,左,7:00
520,16813404480,0,0,7:00:48,路口2,左,7:00
520,16813404490,0,0,7:00:49,路口2,左,7:00
520,16813404500,0,0,7:00:50,路口2,左,7:00
520,16813404510,0,0,7:00:51,路口2,左,7:00
520,16813404520,0,0,7:00:52,路口2,左,7:00
520,16813404530,0,0,7:00:53,路口2,左,7:00
520,16813404540,0,0,7:00:54,路口2,左,7:00
520,16813404550,0,0,7:00:55,路口2,左,7:00
520,16813404560,0,0,7:00:56,路口2,左,7:00
520,16813404570,0,0,7:00:57,路口2,左,7:00
520,16813404580,0,0,7:00:58,路口2,左,7:00
520,16813404590,0,0,7:00:59,路口2,左,7:00
520,16813404600,0,0,7:01:00,路口2,左,7:00
520,16813404610,0,0,7:01:01,路口2,左,7:00
520,16813404620,0,0,7:01:02,路口2,左,7:00
520,16813404630,0,0,7:01:03,路口2,左,7:00
520,16813404640,0,0,7:01:04,路口2,左,7:00
