road_sec_id,ms_no,all_car,line_up_car,time,road
373,16813512340,1,0,10:00:34,路口4
373,16813512350,1,0,10:00:35,路口4
373,16813512360,1,0,10:00:36,路口4
373,16813512370,1,0,10:00:37,路口4
373,16813512380,1,0,10:00:38,路口4
373,16813512390,1,1,10:00:39,路口4
373,16813512400,1,1,10:00:40,路口4
373,16813512410,1,1,10:00:41,路口4
373,16813512420,2,1,10:00:42,路口4
373,16813512430,2,1,10:00:43,路口4
373,16813512440,2,1,10:00:44,路口4
373,16813512450,2,0,10:00:45,路口4
373,16813512460,2,0,10:00:46,路口4
373,16813512470,2,0,10:00:47,路口4
373,16813512480,1,0,10:00:48,路口4
373,16813512490,2,0,10:00:49,路口4
373,16813512500,1,0,10:00:50,路口4
373,16813512510,2,0,10:00:51,路口4
373,16813512520,2,0,10:00:52,路口4
373,16813512530,2,0,10:00:53,路口4
373,16813512540,2,0,10:00:54,路口4
373,16813512550,2,0,10:00:55,路口4
373,16813512560,3,0,10:00:56,路口4
373,16813512570,3,1,10:00:57,路口4
373,16813512580,3,1,10:00:58,路口4
373,16813512590,4,1,10:00:59,路口4
373,16813512600,4,1,10:01:00,路口4
373,16813512610,4,1,10:01:01,路口4
373,16813512620,3,1,10:01:02,路口4
373,16813512630,3,2,10:01:03,路口4
373,16813512640,3,2,10:01:04,路口4
373,16813512650,3,2,10:01:05,路口4
373,16813512660,3,2,10:01:06,路口4
373,16813512670,2,2,10:01:07,路口4
373,16813512680,2,2,10:01:08,路口4
373,16813512690,2,2,10:01:09,路口4
373,16813512700,2,2,10:01:10,路口4
373,16813512710,2,2,10:01:11,路口4
373,16813512720,2,2,10:01:12,路口4
373,16813512730,2,2,10:01:13,路口4
373,16813512740,2,2,10:01:14,路口4
373,16813512750,3,2,10:01:15,路口4
373,16813512760,4,2,10:01:16,路口4
373,16813512770,4,1,10:01:17,路口4
373,16813512780,4,0,10:01:18,路口4
373,16813512790,3,0,10:01:19,路口4
373,16813512800,2,0,10:01:20,路口4
373,16813512810,1,0,10:01:21,路口4
373,16813512820,1,1,10:01:22,路口4
373,16813512830,1,1,10:01:23,路口4
373,16813512840,1,1,10:01:24,路口4
373,16813512850,1,1,10:01:25,路口4
373,16813512860,1,1,10:01:26,路口4
373,16813512870,1,1,10:01:27,路口4
373,16813512880,1,1,10:01:28,路口4
373,16813512890,1,1,10:01:29,路口4
373,16813512900,1,1,10:01:30,路口4
373,16813512910,1,1,10:01:31,路口4
373,16813512920,1,1,10:01:32,路口4
373,16813512930,1,1,10:01:33,路口4
373,16813512940,1,1,10:01:34,路口4
373,16813512950,1,1,10:01:35,路口4
373,16813512960,1,1,10:01:36,路口4
373,16813512970,1,1,10:01:37,路口4
373,16813512980,1,1,10:01:38,路口4
373,16813512990,1,1,10:01:39,路口4
373,16813513000,2,1,10:01:40,路口4
373,16813513010,2,1,10:01:41,路口4
373,16813513020,2,1,10:01:42,路口4
373,16813513030,2,1,10:01:43,路口4
373,16813513040,1,1,10:01:44,路口4
373,16813513050,1,1,10:01:45,路口4
373,16813513060,1,1,10:01:46,路口4
373,16813513070,1,1,10:01:47,路口4
373,16813513080,1,1,10:01:48,路口4
373,16813513090,1,1,10:01:49,路口4
373,16813513100,1,1,10:01:50,路口4
373,16813513110,1,1,10:01:51,路口4
373,16813513120,1,1,10:01:52,路口4
373,16813513130,1,1,10:01:53,路口4
373,16813513140,1,1,10:01:54,路口4
373,16813513150,1,1,10:01:55,路口4
373,16813513160,1,1,10:01:56,路口4
373,16813513170,1,1,10:01:57,路口4
373,16813513180,1,1,10:01:58,路口4
373,16813513190,1,1,10:01:59,路口4
373,16813513200,1,1,10:02:00,路口4
373,16813513210,1,1,10:02:01,路口4
373,16813513220,1,1,10:02:02,路口4
373,16813513230,1,1,10:02:03,路口4
373,16813513240,1,1,10:02:04,路口4
373,16813513250,1,1,10:02:05,路口4
373,16813513260,1,1,10:02:06,路口4
373,16813513270,2,1,10:02:07,路口4
373,16813513280,2,1,10:02:08,路口4
373,16813513290,2,1,10:02:09,路口4
373,16813513300,2,1,10:02:10,路口4
373,16813513310,2,1,10:02:11,路口4
373,16813513320,2,1,10:02:12,路口4
373,16813513330,3,1,10:02:13,路口4
373,16813513340,3,1,10:02:14,路口4
373,16813513350,3,1,10:02:15,路口4
373,16813513360,3,2,10:02:16,路口4
373,16813513370,2,2,10:02:17,路口4
373,16813513380,2,2,10:02:18,路口4
373,16813513390,2,2,10:02:19,路口4
373,16813513400,3,2,10:02:20,路口4
373,16813513410,3,2,10:02:21,路口4
373,16813513420,3,2,10:02:22,路口4
373,16813513430,3,2,10:02:23,路口4
373,16813513440,2,2,10:02:24,路口4
373,16813513450,2,1,10:02:25,路口4
373,16813513460,2,1,10:02:26,路口4
373,16813513470,1,0,10:02:27,路口4
373,16813513480,2,0,10:02:28,路口4
373,16813513490,1,0,10:02:29,路口4
373,16813513500,1,0,10:02:30,路口4
373,16813513510,1,0,10:02:31,路口4
373,16813513520,1,0,10:02:32,路口4
373,16813513530,2,0,10:02:33,路口4
373,16813513540,2,0,10:02:34,路口4
373,16813513550,2,0,10:02:35,路口4
373,16813513560,2,0,10:02:36,路口4
373,16813513570,2,0,10:02:37,路口4
373,16813513580,4,0,10:02:38,路口4
373,16813513590,5,0,10:02:39,路口4
373,16813513600,4,0,10:02:40,路口4
373,16813513610,3,0,10:02:41,路口4
373,16813513620,1,0,10:02:42,路口4
373,16813513630,1,0,10:02:43,路口4
373,16813513640,2,0,10:02:44,路口4
373,16813513650,1,0,10:02:45,路口4
373,16813513660,1,0,10:02:46,路口4
373,16813513670,1,0,10:02:47,路口4
373,16813513680,1,0,10:02:48,路口4
373,16813513690,1,0,10:02:49,路口4
373,16813513700,1,0,10:02:50,路口4
373,16813513710,1,0,10:02:51,路口4
373,16813513720,1,0,10:02:52,路口4
373,16813513730,1,0,10:02:53,路口4
373,16813513740,1,0,10:02:54,路口4
373,16813513750,1,0,10:02:55,路口4
373,16813513760,1,0,10:02:56,路口4
373,16813513770,0,0,10:02:57,路口4
373,16813513780,0,0,10:02:58,路口4
373,16813513790,0,0,10:02:59,路口4
373,16813513800,0,0,10:03:00,路口4
373,16813513810,0,0,10:03:01,路口4
373,16813513820,1,0,10:03:02,路口4
373,16813513830,1,0,10:03:03,路口4
373,16813513840,1,0,10:03:04,路口4
373,16813513850,1,0,10:03:05,路口4
373,16813513860,1,0,10:03:06,路口4
373,16813513870,1,0,10:03:07,路口4
373,16813513880,1,0,10:03:08,路口4
373,16813513890,2,0,10:03:09,路口4
373,16813513900,2,1,10:03:10,路口4
373,16813513910,2,1,10:03:11,路口4
373,16813513920,2,1,10:03:12,路口4
373,16813513930,2,1,10:03:13,路口4
373,16813513940,2,2,10:03:14,路口4
373,16813513950,2,2,10:03:15,路口4
373,16813513960,2,2,10:03:16,路口4
373,16813513970,2,2,10:03:17,路口4
373,16813513980,2,2,10:03:18,路口4
373,16813513990,3,2,10:03:19,路口4
373,16813514000,3,2,10:03:20,路口4
373,16813514010,3,2,10:03:21,路口4
373,16813514020,3,2,10:03:22,路口4
373,16813514030,3,2,10:03:23,路口4
373,16813514040,2,2,10:03:24,路口4
373,16813514050,2,2,10:03:25,路口4
373,16813514060,2,2,10:03:26,路口4
373,16813514070,2,2,10:03:27,路口4
373,16813514080,2,2,10:03:28,路口4
373,16813514090,2,2,10:03:29,路口4
373,16813514100,2,2,10:03:30,路口4
373,16813514110,2,2,10:03:31,路口4
373,16813514120,2,2,10:03:32,路口4
373,16813514130,2,2,10:03:33,路口4
373,16813514140,2,2,10:03:34,路口4
373,16813514150,2,2,10:03:35,路口4
373,16813514160,2,2,10:03:36,路口4
373,16813514170,2,2,10:03:37,路口4
373,16813514180,2,2,10:03:38,路口4
373,16813514190,2,2,10:03:39,路口4
373,16813514200,2,2,10:03:40,路口4
373,16813514210,2,2,10:03:41,路口4
373,16813514220,2,2,10:03:42,路口4
373,16813514230,2,2,10:03:43,路口4
373,16813514240,2,2,10:03:44,路口4
373,16813514250,2,2,10:03:45,路口4
373,16813514260,2,2,10:03:46,路口4
373,16813514270,2,2,10:03:47,路口4
373,16813514280,2,2,10:03:48,路口4
373,16813514290,2,2,10:03:49,路口4
373,16813514300,2,2,10:03:50,路口4
373,16813514310,2,2,10:03:51,路口4
373,16813514320,2,2,10:03:52,路口4
373,16813514330,2,2,10:03:53,路口4
373,16813514340,2,2,10:03:54,路口4
373,16813514350,3,2,10:03:55,路口4
373,16813514360,3,2,10:03:56,路口4
373,16813514370,3,2,10:03:57,路口4
373,16813514380,3,2,10:03:58,路口4
373,16813514390,3,2,10:03:59,路口4
373,16813514400,3,2,10:04:00,路口4
373,16813514410,3,2,10:04:01,路口4
373,16813514420,3,2,10:04:02,路口4
373,16813514430,3,2,10:04:03,路口4
373,16813514440,3,2,10:04:04,路口4
373,16813514450,4,1,10:04:05,路口4
373,16813514460,4,0,10:04:06,路口4
373,16813514470,3,0,10:04:07,路口4
373,16813514480,3,0,10:04:08,路口4
373,16813514490,3,0,10:04:09,路口4
373,16813514500,3,0,10:04:10,路口4
373,16813514510,1,0,10:04:11,路口4
373,16813514520,2,0,10:04:12,路口4
373,16813514530,2,0,10:04:13,路口4
373,16813514540,1,0,10:04:14,路口4
373,16813514550,2,0,10:04:15,路口4
373,16813514560,1,0,10:04:16,路口4
373,16813514570,2,0,10:04:17,路口4
373,16813514580,3,0,10:04:18,路口4
373,16813514590,2,1,10:04:19,路口4
373,16813514600,3,1,10:04:20,路口4
373,16813514610,2,1,10:04:21,路口4
373,16813514620,1,1,10:04:22,路口4
373,16813514630,1,1,10:04:23,路口4
373,16813514640,1,1,10:04:24,路口4
373,16813514650,1,1,10:04:25,路口4
373,16813514660,2,1,10:04:26,路口4
373,16813514670,2,1,10:04:27,路口4
373,16813514680,1,1,10:04:28,路口4
373,16813514690,1,1,10:04:29,路口4
373,16813514700,1,1,10:04:30,路口4
373,16813514710,1,1,10:04:31,路口4
373,16813514720,1,1,10:04:32,路口4
373,16813514730,1,1,10:04:33,路口4
373,16813514740,1,1,10:04:34,路口4
373,16813514750,1,1,10:04:35,路口4
373,16813514760,1,1,10:04:36,路口4
373,16813514770,1,1,10:04:37,路口4
373,16813514780,1,0,10:04:38,路口4
373,16813514790,1,0,10:04:39,路口4
373,16813514800,1,0,10:04:40,路口4
373,16813514810,1,0,10:04:41,路口4
373,16813514820,0,0,10:04:42,路口4
373,16813514830,0,0,10:04:43,路口4
373,16813514840,0,0,10:04:44,路口4
373,16813514850,0,0,10:04:45,路口4
373,16813514860,0,0,10:04:46,路口4
373,16813514870,0,0,10:04:47,路口4
373,16813514880,0,0,10:04:48,路口4
373,16813514890,0,0,10:04:49,路口4
373,16813514900,0,0,10:04:50,路口4
373,16813514910,0,0,10:04:51,路口4
373,16813514920,0,0,10:04:52,路口4
373,16813514930,0,0,10:04:53,路口4
373,16813514940,0,0,10:04:54,路口4
373,16813514950,0,0,10:04:55,路口4
373,16813514960,0,0,10:04:56,路口4
373,16813514970,0,0,10:04:57,路口4
373,16813514980,0,0,10:04:58,路口4
373,16813514990,0,0,10:04:59,路口4
373,16813515000,0,0,10:05:00,路口4
373,16813515010,0,0,10:05:01,路口4
373,16813515020,0,0,10:05:02,路口4
373,16813515030,0,0,10:05:03,路口4
373,16813515040,0,0,10:05:04,路口4
373,16813515050,0,0,10:05:05,路口4
