road_sec_id,ms_no,all_car,line_up_car,time,road
115,16813512000,2,1,10:00:00,路口1
115,16813512010,1,1,10:00:01,路口1
115,16813512020,1,1,10:00:02,路口1
115,16813512030,1,1,10:00:03,路口1
115,16813512040,1,1,10:00:04,路口1
115,16813512050,1,0,10:00:05,路口1
115,16813512060,0,0,10:00:06,路口1
115,16813512070,0,0,10:00:07,路口1
115,16813512080,0,0,10:00:08,路口1
115,16813512090,1,0,10:00:09,路口1
115,16813512100,1,0,10:00:10,路口1
115,16813512110,1,0,10:00:11,路口1
115,16813512120,0,0,10:00:12,路口1
115,16813512130,0,0,10:00:13,路口1
115,16813512140,0,0,10:00:14,路口1
115,16813512150,0,0,10:00:15,路口1
115,16813512160,0,0,10:00:16,路口1
115,16813512170,0,0,10:00:17,路口1
115,16813512180,0,0,10:00:18,路口1
115,16813512190,0,0,10:00:19,路口1
115,16813512200,0,0,10:00:20,路口1
115,16813512210,0,0,10:00:21,路口1
115,16813512220,0,0,10:00:22,路口1
115,16813512230,0,0,10:00:23,路口1
115,16813512240,0,0,10:00:24,路口1
115,16813512250,0,0,10:00:25,路口1
115,16813512260,0,0,10:00:26,路口1
115,16813512270,0,0,10:00:27,路口1
115,16813512280,0,0,10:00:28,路口1
115,16813512290,0,0,10:00:29,路口1
115,16813512300,0,0,10:00:30,路口1
115,16813512310,0,0,10:00:31,路口1
115,16813512320,0,0,10:00:32,路口1
115,16813512330,0,0,10:00:33,路口1
115,16813512340,0,0,10:00:34,路口1
115,16813512350,0,0,10:00:35,路口1
115,16813512360,0,0,10:00:36,路口1
115,16813512370,0,0,10:00:37,路口1
115,16813512380,0,0,10:00:38,路口1
115,16813512390,0,0,10:00:39,路口1
115,16813512400,0,0,10:00:40,路口1
115,16813512410,0,0,10:00:41,路口1
115,16813512420,0,0,10:00:42,路口1
115,16813512430,0,0,10:00:43,路口1
115,16813512440,0,0,10:00:44,路口1
115,16813512450,0,0,10:00:45,路口1
115,16813512460,0,0,10:00:46,路口1
115,16813512470,0,0,10:00:47,路口1
115,16813512480,0,0,10:00:48,路口1
115,16813512490,0,0,10:00:49,路口1
115,16813512500,0,0,10:00:50,路口1
115,16813512510,0,0,10:00:51,路口1
115,16813512520,0,0,10:00:52,路口1
115,16813512530,0,0,10:00:53,路口1
115,16813512540,0,0,10:00:54,路口1
115,16813512550,0,0,10:00:55,路口1
115,16813512560,0,0,10:00:56,路口1
115,16813512570,0,0,10:00:57,路口1
115,16813512580,0,0,10:00:58,路口1
