road_sec_id,ms_no,all_car,line_up_car,time,road
115,16813548170,1,0,11:00:17,路口1
115,16813548180,1,0,11:00:18,路口1
115,16813548190,1,0,11:00:19,路口1
115,16813548200,0,0,11:00:20,路口1
115,16813548210,0,0,11:00:21,路口1
115,16813548220,0,0,11:00:22,路口1
115,16813548230,0,0,11:00:23,路口1
115,16813548240,0,0,11:00:24,路口1
115,16813548250,0,0,11:00:25,路口1
115,16813548260,0,0,11:00:26,路口1
115,16813548270,0,0,11:00:27,路口1
115,16813548280,0,0,11:00:28,路口1
115,16813548290,0,0,11:00:29,路口1
115,16813548300,0,0,11:00:30,路口1
115,16813548310,0,0,11:00:31,路口1
115,16813548320,0,0,11:00:32,路口1
115,16813548330,0,0,11:00:33,路口1
115,16813548340,0,0,11:00:34,路口1
115,16813548350,0,0,11:00:35,路口1
115,16813548360,0,0,11:00:36,路口1
115,16813548370,0,0,11:00:37,路口1
115,16813548380,0,0,11:00:38,路口1
115,16813548390,0,0,11:00:39,路口1
115,16813548400,0,0,11:00:40,路口1
115,16813548410,0,0,11:00:41,路口1
115,16813548420,0,0,11:00:42,路口1
115,16813548430,0,0,11:00:43,路口1
115,16813548440,0,0,11:00:44,路口1
115,16813548450,0,0,11:00:45,路口1
115,16813548460,0,0,11:00:46,路口1
115,16813548470,0,0,11:00:47,路口1
115,16813548480,0,0,11:00:48,路口1
115,16813548490,0,0,11:00:49,路口1
115,16813548500,0,0,11:00:50,路口1
115,16813548510,0,0,11:00:51,路口1
115,16813548520,0,0,11:00:52,路口1
115,16813548530,0,0,11:00:53,路口1
115,16813548540,0,0,11:00:54,路口1
115,16813548550,0,0,11:00:55,路口1
115,16813548560,0,0,11:00:56,路口1
115,16813548570,0,0,11:00:57,路口1
115,16813548580,0,0,11:00:58,路口1
115,16813548590,0,0,11:00:59,路口1
115,16813548600,0,0,11:01:00,路口1
115,16813548610,0,0,11:01:01,路口1
115,16813548620,0,0,11:01:02,路口1
115,16813548630,0,0,11:01:03,路口1
115,16813548640,0,0,11:01:04,路口1
115,16813548650,0,0,11:01:05,路口1
115,16813548660,0,0,11:01:06,路口1
115,16813548670,0,0,11:01:07,路口1
115,16813548680,0,0,11:01:08,路口1
115,16813548690,0,0,11:01:09,路口1
115,16813548700,0,0,11:01:10,路口1
115,16813548710,0,0,11:01:11,路口1
115,16813548720,0,0,11:01:12,路口1
115,16813548730,0,0,11:01:13,路口1
115,16813548740,0,0,11:01:14,路口1
115,16813548750,0,0,11:01:15,路口1
115,16813548760,0,0,11:01:16,路口1
115,16813548770,0,0,11:01:17,路口1
115,16813548780,0,0,11:01:18,路口1
115,16813548790,0,0,11:01:19,路口1
115,16813548800,0,0,11:01:20,路口1
115,16813548810,0,0,11:01:21,路口1
115,16813548820,0,0,11:01:22,路口1
115,16813548830,0,0,11:01:23,路口1
115,16813548840,0,0,11:01:24,路口1
115,16813548850,0,0,11:01:25,路口1
115,16813548860,0,0,11:01:26,路口1
115,16813548870,0,0,11:01:27,路口1
115,16813548880,1,0,11:01:28,路口1
115,16813548890,1,0,11:01:29,路口1
115,16813548900,1,0,11:01:30,路口1
115,16813548910,1,0,11:01:31,路口1
115,16813548920,1,0,11:01:32,路口1
115,16813548930,1,1,11:01:33,路口1
115,16813548940,1,1,11:01:34,路口1
115,16813548950,1,1,11:01:35,路口1
115,16813548960,1,1,11:01:36,路口1
115,16813548970,1,1,11:01:37,路口1
115,16813548980,1,1,11:01:38,路口1
115,16813548990,1,1,11:01:39,路口1
115,16813549000,1,1,11:01:40,路口1
115,16813549010,1,1,11:01:41,路口1
115,16813549020,1,1,11:01:42,路口1
115,16813549030,1,1,11:01:43,路口1
115,16813549040,1,1,11:01:44,路口1
115,16813549050,1,1,11:01:45,路口1
115,16813549060,1,1,11:01:46,路口1
115,16813549070,1,1,11:01:47,路口1
115,16813549080,1,1,11:01:48,路口1
115,16813549090,1,1,11:01:49,路口1
115,16813549100,1,1,11:01:50,路口1
115,16813549110,1,1,11:01:51,路口1
115,16813549120,1,1,11:01:52,路口1
115,16813549130,1,1,11:01:53,路口1
115,16813549140,1,1,11:01:54,路口1
115,16813549150,1,1,11:01:55,路口1
115,16813549160,1,1,11:01:56,路口1
115,16813549170,2,1,11:01:57,路口1
115,16813549180,2,1,11:01:58,路口1
115,16813549190,2,1,11:01:59,路口1
115,16813549200,2,1,11:02:00,路口1
115,16813549210,3,2,11:02:01,路口1
115,16813549220,3,2,11:02:02,路口1
115,16813549230,3,1,11:02:03,路口1
115,16813549240,2,0,11:02:04,路口1
115,16813549250,1,0,11:02:05,路口1
115,16813549260,1,0,11:02:06,路口1
115,16813549270,0,0,11:02:07,路口1
115,16813549280,1,0,11:02:08,路口1
115,16813549290,1,0,11:02:09,路口1
115,16813549300,1,0,11:02:10,路口1
115,16813549310,2,0,11:02:11,路口1
115,16813549320,2,0,11:02:12,路口1
115,16813549330,1,0,11:02:13,路口1
115,16813549340,1,0,11:02:14,路口1
115,16813549350,0,0,11:02:15,路口1
115,16813549360,0,0,11:02:16,路口1
115,16813549370,0,0,11:02:17,路口1
115,16813549380,0,0,11:02:18,路口1
115,16813549390,0,0,11:02:19,路口1
