road_sec_id,ms_no,all_car,line_up_car,time,road
115,16813584005,1,0,12:00:00,路口1
115,16813584015,1,0,12:00:01,路口1
115,16813584025,1,0,12:00:02,路口1
115,16813584035,1,0,12:00:03,路口1
115,16813584045,2,1,12:00:04,路口1
115,16813584055,2,1,12:00:05,路口1
115,16813584065,2,1,12:00:06,路口1
115,16813584075,2,0,12:00:07,路口1
115,16813584085,0,0,12:00:08,路口1
115,16813584095,0,0,12:00:09,路口1
115,16813584105,0,0,12:00:10,路口1
115,16813584115,0,0,12:00:11,路口1
115,16813584125,0,0,12:00:12,路口1
115,16813584135,0,0,12:00:13,路口1
115,16813584145,0,0,12:00:14,路口1
115,16813584155,0,0,12:00:15,路口1
115,16813584165,0,0,12:00:16,路口1
115,16813584175,0,0,12:00:17,路口1
115,16813584185,0,0,12:00:18,路口1
115,16813584195,0,0,12:00:19,路口1
115,16813584205,0,0,12:00:20,路口1
115,16813584215,0,0,12:00:21,路口1
115,16813584225,0,0,12:00:22,路口1
115,16813584235,0,0,12:00:23,路口1
115,16813584245,0,0,12:00:24,路口1
115,16813584255,1,0,12:00:25,路口1
115,16813584265,1,0,12:00:26,路口1
115,16813584275,0,0,12:00:27,路口1
115,16813584285,0,0,12:00:28,路口1
115,16813584295,0,0,12:00:29,路口1
115,16813584305,0,0,12:00:30,路口1
115,16813584315,0,0,12:00:31,路口1
115,16813584325,0,0,12:00:32,路口1
115,16813584335,0,0,12:00:33,路口1
115,16813584345,0,0,12:00:34,路口1
115,16813584355,0,0,12:00:35,路口1
115,16813584365,0,0,12:00:36,路口1
115,16813584375,0,0,12:00:37,路口1
115,16813584385,0,0,12:00:38,路口1
115,16813584395,0,0,12:00:39,路口1
115,16813584405,0,0,12:00:40,路口1
115,16813584415,0,0,12:00:41,路口1
115,16813584425,0,0,12:00:42,路口1
115,16813584435,0,0,12:00:43,路口1
115,16813584445,0,0,12:00:44,路口1
115,16813584455,0,0,12:00:45,路口1
115,16813584465,1,0,12:00:46,路口1
115,16813584475,1,0,12:00:47,路口1
115,16813584485,1,0,12:00:48,路口1
115,16813584495,1,0,12:00:49,路口1
115,16813584505,1,0,12:00:50,路口1
115,16813584515,1,0,12:00:51,路口1
115,16813584525,0,0,12:00:52,路口1
115,16813584535,0,0,12:00:53,路口1
115,16813584545,0,0,12:00:54,路口1
115,16813584555,0,0,12:00:55,路口1
115,16813584565,0,0,12:00:56,路口1
115,16813584575,0,0,12:00:57,路口1
115,16813584585,0,0,12:00:58,路口1
115,16813584595,0,0,12:00:59,路口1
115,16813584605,0,0,12:01:00,路口1
115,16813584615,0,0,12:01:01,路口1
115,16813584625,0,0,12:01:02,路口1
115,16813584635,0,0,12:01:03,路口1
115,16813584645,0,0,12:01:04,路口1
115,16813584655,0,0,12:01:05,路口1
115,16813584665,0,0,12:01:06,路口1
115,16813584675,0,0,12:01:07,路口1
115,16813584685,0,0,12:01:08,路口1
115,16813584695,0,0,12:01:09,路口1
115,16813584705,0,0,12:01:10,路口1
115,16813584715,0,0,12:01:11,路口1
115,16813584725,0,0,12:01:12,路口1
115,16813584735,0,0,12:01:13,路口1
115,16813584745,0,0,12:01:14,路口1
115,16813584755,0,0,12:01:15,路口1
115,16813584765,0,0,12:01:16,路口1
115,16813584775,0,0,12:01:17,路口1
115,16813584785,0,0,12:01:18,路口1
115,16813584795,0,0,12:01:19,路口1
115,16813584805,0,0,12:01:20,路口1
115,16813584815,0,0,12:01:21,路口1
115,16813584825,0,0,12:01:22,路口1
115,16813584835,0,0,12:01:23,路口1
115,16813584845,0,0,12:01:24,路口1
115,16813584855,0,0,12:01:25,路口1
115,16813584865,0,0,12:01:26,路口1
115,16813584875,0,0,12:01:27,路口1
115,16813584885,0,0,12:01:28,路口1
115,16813584895,0,0,12:01:29,路口1
115,16813584905,0,0,12:01:30,路口1
115,16813584915,0,0,12:01:31,路口1
115,16813584925,1,0,12:01:32,路口1
115,16813584935,1,0,12:01:33,路口1
115,16813584945,0,0,12:01:34,路口1
115,16813584955,0,0,12:01:35,路口1
115,16813584965,0,0,12:01:36,路口1
115,16813584975,0,0,12:01:37,路口1
115,16813584985,0,0,12:01:38,路口1
115,16813584995,0,0,12:01:39,路口1
115,16813585005,0,0,12:01:40,路口1
115,16813585015,1,0,12:01:41,路口1
115,16813585025,1,0,12:01:42,路口1
115,16813585035,1,0,12:01:43,路口1
115,16813585045,1,0,12:01:44,路口1
115,16813585055,1,1,12:01:45,路口1
115,16813585065,1,1,12:01:46,路口1
115,16813585075,1,1,12:01:47,路口1
115,16813585085,1,1,12:01:48,路口1
115,16813585095,1,1,12:01:49,路口1
115,16813585105,1,1,12:01:50,路口1
115,16813585115,1,1,12:01:51,路口1
115,16813585125,1,1,12:01:52,路口1
115,16813585135,1,1,12:01:53,路口1
115,16813585145,1,1,12:01:54,路口1
115,16813585155,1,1,12:01:55,路口1
115,16813585165,1,1,12:01:56,路口1
115,16813585175,1,1,12:01:57,路口1
115,16813585185,1,0,12:01:58,路口1
115,16813585195,1,0,12:01:59,路口1
115,16813585205,0,0,12:02:00,路口1
115,16813585215,0,0,12:02:01,路口1
115,16813585225,0,0,12:02:02,路口1
115,16813585235,0,0,12:02:03,路口1
115,16813585245,0,0,12:02:04,路口1
115,16813585255,0,0,12:02:05,路口1
