0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid,max_delay
520,16813476195,57,09:00:19,29.0,路口2,0,左,4,33.183712121212125,9:00,1,54.75
520,16813479195,48,09:05:19,11.833333333333334,路口2,1,左,4,42.97179487179487,9:05,1,69.0
520,16813482195,38,09:10:19,32.526315789473685,路口2,2,左,4,37.069078947368425,9:10,1,57.75
520,16813485195,46,09:15:19,30.725,路口2,3,左,4,41.84270833333333,9:15,1,50.0
520,16813488195,45,09:20:19,14.613636363636363,路口2,4,左,4,26.112337662337666,9:20,1,40.5
520,16813491195,40,09:25:19,25.966666666666665,路口2,5,左,4,36.02291666666667,9:25,1,57.0
520,16813494195,52,09:30:19,64.5,路口2,6,左,4,55.58012820512821,9:30,1,64.5
520,16813497195,35,09:35:19,18.90625,路口2,7,左,4,36.1015625,9:35,1,64.0
520,16813500195,33,09:40:19,30.928571428571427,路口2,8,左,4,26.44047619047619,9:40,1,41.75
520,16813503195,43,09:45:19,24.3,路口2,9,左,4,28.744642857142853,9:45,1,45.32142857142857
520,16813506195,26,09:50:19,37.5,路口2,10,左,4,29.76736111111111,9:50,1,54.77777777777778
520,16813509195,34,09:55:19,28.53125,路口2,11,左,4,32.31138392857143,9:55,1,50.21428571428572
526,16813476645,40,09:01:04,14.318181818181818,路口2,0,右,5,33.183712121212125,9:00,1,54.75
526,16813479645,45,09:06:04,48.15384615384615,路口2,1,右,5,42.97179487179487,9:05,1,69.0
526,16813482645,51,09:11:04,42.0,路口2,2,右,5,37.069078947368425,9:10,1,57.75
526,16813485645,51,09:16:04,44.8125,路口2,3,右,5,41.84270833333333,9:15,1,50.0
526,16813488645,44,09:21:04,37.035714285714285,路口2,4,右,5,26.112337662337666,9:20,1,40.5
526,16813491645,37,09:26:04,39.75,路口2,5,右,5,36.02291666666667,9:25,1,57.0
526,16813494645,42,09:31:04,46.15384615384615,路口2,6,右,5,55.58012820512821,9:30,1,64.5
526,16813497645,34,09:36:04,42.16666666666666,路口2,7,右,5,36.1015625,9:35,1,64.0
526,16813500645,43,09:41:04,41.75,路口2,8,右,5,26.44047619047619,9:40,1,41.75
526,16813503645,42,09:46:04,45.32142857142857,路口2,9,右,5,28.744642857142853,9:45,1,45.32142857142857
526,16813506645,29,09:51:04,54.77777777777778,路口2,10,右,5,29.76736111111111,9:50,1,54.77777777777778
526,16813509645,18,09:56:04,50.21428571428572,路口2,11,右,5,32.31138392857143,9:55,1,50.21428571428572
532,16813476000,20,09:00:00,54.75,路口2,0,下,6,33.183712121212125,9:00,1,54.75
532,16813479000,16,09:05:00,42.9,路口2,1,下,6,42.97179487179487,9:05,1,69.0
532,16813482000,12,09:10:00,16.0,路口2,2,下,6,37.069078947368425,9:10,1,57.75
532,16813485000,13,09:15:00,41.833333333333336,路口2,3,下,6,41.84270833333333,9:15,1,50.0
532,16813488000,5,09:20:00,12.3,路口2,4,下,6,26.112337662337666,9:20,1,40.5
532,16813491000,12,09:25:00,21.375,路口2,5,下,6,36.02291666666667,9:25,1,57.0
532,16813494000,20,09:30:00,49.0,路口2,6,下,6,55.58012820512821,9:30,1,64.5
532,16813497000,11,09:35:00,64.0,路口2,7,下,6,36.1015625,9:35,1,64.0
532,16813500000,12,09:40:00,15.75,路口2,8,下,6,26.44047619047619,9:40,1,41.75
532,16813503000,13,09:45:00,40.85714285714285,路口2,9,下,6,28.744642857142853,9:45,1,45.32142857142857
532,16813506000,8,09:50:00,19.625,路口2,10,下,6,29.76736111111111,9:50,1,54.77777777777778
532,16813509000,14,09:55:00,19.75,路口2,11,下,6,32.31138392857143,9:55,1,50.21428571428572
539,16813476100,12,09:00:10,34.666666666666664,路口2,0,上,7,33.183712121212125,9:00,1,54.75
539,16813479100,3,09:05:10,69.0,路口2,1,上,7,42.97179487179487,9:05,1,69.0
539,16813482100,10,09:10:10,57.75,路口2,2,上,7,37.069078947368425,9:10,1,57.75
539,16813485100,9,09:15:10,50.0,路口2,3,上,7,41.84270833333333,9:15,1,50.0
539,16813488100,14,09:20:10,40.5,路口2,4,上,7,26.112337662337666,9:20,1,40.5
539,16813491100,10,09:25:10,57.0,路口2,5,上,7,36.02291666666667,9:25,1,57.0
539,16813494100,7,09:30:10,62.66666666666666,路口2,6,上,7,55.58012820512821,9:30,1,64.5
539,16813497100,5,09:35:10,19.33333333333333,路口2,7,上,7,36.1015625,9:35,1,64.0
539,16813500100,4,09:40:10,17.333333333333332,路口2,8,上,7,26.44047619047619,9:40,1,41.75
539,16813503100,4,09:45:10,4.5,路口2,9,上,7,28.744642857142853,9:45,1,45.32142857142857
539,16813506100,9,09:50:10,7.166666666666667,路口2,10,上,7,29.76736111111111,9:50,1,54.77777777777778
539,16813509100,7,09:55:10,30.75,路口2,11,上,7,32.31138392857143,9:55,1,50.21428571428572
