0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid
520,16813404000,42,07:00:00,21.525,路口2,0,左,4,41.863392857142856,7:00,1
520,16813407000,27,07:05:00,39.5,路口2,1,左,4,33.55625,7:05,1
520,16813410000,35,07:10:00,27.1,路口2,2,左,4,32.384375,7:10,1
520,16813413000,22,07:15:00,15.166666666666666,路口2,3,左,4,27.51388888888889,7:15,1
520,16813416000,43,07:20:00,34.6764705882353,路口2,4,左,4,40.450367647058826,7:20,1
520,16813419000,37,07:25:00,50.0,路口2,5,左,4,33.401041666666664,7:25,1
520,16813422000,38,07:30:00,17.083333333333332,路口2,6,左,4,19.48958333333333,7:30,1
520,16813425000,28,07:35:00,46.26923076923077,路口2,7,左,4,29.379807692307693,7:35,1
520,16813428000,39,07:40:00,42.375,路口2,8,左,4,31.529017857142858,7:40,1
520,16813431000,44,07:45:00,20.5,路口2,9,左,4,31.416666666666664,7:45,1
520,16813434000,20,07:50:00,11.27777777777778,路口2,10,左,4,13.788194444444445,7:50,1
520,16813437000,40,07:55:00,50.8,路口2,11,左,4,43.7,7:55,1
526,16813404000,24,07:00:00,44.42857142857143,路口2,0,右,5,41.863392857142856,7:00,1
526,16813407000,29,07:05:00,47.625,路口2,1,右,5,33.55625,7:05,1
526,16813410000,36,07:10:00,22.6875,路口2,2,右,5,32.384375,7:10,1
526,16813413000,42,07:15:00,12.88888888888889,路口2,3,右,5,27.51388888888889,7:15,1
526,16813416000,33,07:20:00,27.125,路口2,4,右,5,40.450367647058826,7:20,1
526,16813419000,16,07:25:00,11.6875,路口2,5,右,5,33.401041666666664,7:25,1
526,16813422000,50,07:30:00,19.75,路口2,6,右,5,19.48958333333333,7:30,1
526,16813425000,22,07:35:00,38.25,路口2,7,右,5,29.379807692307693,7:35,1
526,16813428000,49,07:40:00,15.3125,路口2,8,右,5,31.529017857142858,7:40,1
526,16813431000,29,07:45:00,15.25,路口2,9,右,5,31.416666666666664,7:45,1
526,16813434000,28,07:50:00,22.125,路口2,10,右,5,13.788194444444445,7:50,1
526,16813437000,42,07:55:00,15.5,路口2,11,右,5,43.7,7:55,1
532,16813404160,9,07:00:16,54.5,路口2,0,下,6,41.863392857142856,7:00,1
532,16813407160,17,07:05:16,26.6,路口2,1,下,6,33.55625,7:05,1
532,16813410160,18,07:10:16,46.75,路口2,2,下,6,32.384375,7:10,1
532,16813413160,14,07:15:16,21.0,路口2,3,下,6,27.51388888888889,7:15,1
532,16813416160,18,07:20:16,82.0,路口2,4,下,6,40.450367647058826,7:20,1
532,16813419160,16,07:25:16,33.666666666666664,路口2,5,下,6,33.401041666666664,7:25,1
532,16813422160,8,07:30:16,24.625,路口2,6,下,6,19.48958333333333,7:30,1
532,16813425160,10,07:35:16,18.0,路口2,7,下,6,29.379807692307693,7:35,1
532,16813428160,14,07:40:16,25.428571428571427,路口2,8,下,6,31.529017857142858,7:40,1
532,16813431160,15,07:45:16,36.91666666666666,路口2,9,下,6,31.416666666666664,7:45,1
532,16813434160,20,07:50:16,18.0,路口2,10,下,6,13.788194444444445,7:50,1
532,16813437160,12,07:55:16,32.0,路口2,11,下,6,43.7,7:55,1
539,16813404800,3,07:01:20,47.0,路口2,0,上,7,41.863392857142856,7:00,1
539,16813407800,2,07:06:20,20.5,路口2,1,上,7,33.55625,7:05,1
539,16813410800,3,07:11:20,33.0,路口2,2,上,7,32.384375,7:10,1
539,16813413800,3,07:16:20,61.0,路口2,3,上,7,27.51388888888889,7:15,1
539,16813416800,4,07:21:20,18.0,路口2,4,上,7,40.450367647058826,7:20,1
539,16813419800,4,07:26:20,38.25,路口2,5,上,7,33.401041666666664,7:25,1
539,16813422800,4,07:31:20,16.5,路口2,6,上,7,19.48958333333333,7:30,1
539,16813425800,5,07:36:20,15.0,路口2,7,上,7,29.379807692307693,7:35,1
539,16813428800,5,07:41:20,43.0,路口2,8,上,7,31.529017857142858,7:40,1
539,16813431800,4,07:46:20,53.0,路口2,9,上,7,31.416666666666664,7:45,1
539,16813434800,2,07:51:20,3.75,路口2,10,上,7,13.788194444444445,7:50,1
539,16813437800,2,07:56:20,76.5,路口2,11,上,7,43.7,7:55,1
