0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid,max_delay
1,16813404045,17,07:00:04,19.375,路口5,0,左,16,28.96574074074074,7:00,4,52.3
1,16813407045,13,07:05:04,32.5,路口5,1,左,16,30.63888888888889,7:05,4,33.5
1,16813410045,20,07:10:04,44.333333333333336,路口5,2,左,16,32.00694444444445,7:10,4,44.333333333333336
1,16813413045,41,07:15:04,38.73076923076923,路口5,3,左,16,42.11794871794872,7:15,4,55.7
1,16813416045,43,07:20:04,18.933333333333334,路口5,4,左,16,20.125925925925927,7:20,4,27.77777777777778
1,16813419045,44,07:25:04,29.214285714285715,路口5,5,左,16,35.11245421245422,7:25,4,45.2
1,16813422045,60,07:30:04,34.93333333333333,路口5,6,左,16,33.6468253968254,7:30,4,36.4
1,16813425045,70,07:35:04,37.0,路口5,7,左,16,48.25396825396825,7:35,4,70.83333333333333
1,16813428045,57,07:40:04,26.392857142857142,路口5,8,左,16,28.408730158730155,7:40,4,32.5
1,16813431045,75,07:45:04,37.25,路口5,9,左,16,34.69444444444445,7:45,4,42.583333333333336
1,16813434045,40,07:50:04,84.0,路口5,10,左,16,57.01041666666666,7:50,4,84.0
1,16813437045,47,07:55:04,51.13636363636363,路口5,11,左,16,33.25699300699301,7:55,4,51.13636363636363
102,16813404550,19,07:00:55,52.3,路口5,0,上,18,28.96574074074074,7:00,4,52.3
102,16813407550,35,07:05:55,33.5,路口5,1,上,18,30.63888888888889,7:05,4,33.5
102,16813410550,33,07:10:55,28.25,路口5,2,上,18,32.00694444444445,7:10,4,44.333333333333336
102,16813413550,40,07:15:55,55.7,路口5,3,上,18,42.11794871794872,7:15,4,55.7
102,16813416550,41,07:20:55,13.666666666666666,路口5,4,上,18,20.125925925925927,7:20,4,27.77777777777778
102,16813419550,33,07:25:55,45.2,路口5,5,上,18,35.11245421245422,7:25,4,45.2
102,16813422550,40,07:30:55,36.4,路口5,6,上,18,33.6468253968254,7:30,4,36.4
102,16813425550,18,07:35:55,70.83333333333333,路口5,7,上,18,48.25396825396825,7:35,4,70.83333333333333
102,16813428550,22,07:40:55,32.5,路口5,8,上,18,28.408730158730155,7:40,4,32.5
102,16813431550,22,07:45:55,42.583333333333336,路口5,9,上,18,34.69444444444445,7:45,4,42.583333333333336
102,16813434550,24,07:50:55,55.0,路口5,10,上,18,57.01041666666666,7:50,4,84.0
102,16813437550,42,07:55:55,19.884615384615383,路口5,11,上,18,33.25699300699301,7:55,4,51.13636363636363
8,16813404000,18,07:00:00,15.22222222222222,路口5,0,右,17,28.96574074074074,7:00,4,52.3
8,16813407000,38,07:05:00,25.916666666666668,路口5,1,右,17,30.63888888888889,7:05,4,33.5
8,16813410000,43,07:10:00,23.4375,路口5,2,右,17,32.00694444444445,7:10,4,44.333333333333336
8,16813413000,46,07:15:00,31.923076923076923,路口5,3,右,17,42.11794871794872,7:15,4,55.7
8,16813416000,40,07:20:00,27.77777777777778,路口5,4,右,17,20.125925925925927,7:20,4,27.77777777777778
8,16813419000,52,07:25:00,30.923076923076923,路口5,5,右,17,35.11245421245422,7:25,4,45.2
8,16813422000,43,07:30:00,29.607142857142858,路口5,6,右,17,33.6468253968254,7:30,4,36.4
8,16813425000,33,07:35:00,36.92857142857143,路口5,7,右,17,48.25396825396825,7:35,4,70.83333333333333
8,16813428000,23,07:40:00,26.33333333333333,路口5,8,右,17,28.408730158730155,7:40,4,32.5
8,16813431000,26,07:45:00,24.25,路口5,9,右,17,34.69444444444445,7:45,4,42.583333333333336
8,16813434000,28,07:50:00,32.03125,路口5,10,右,17,57.01041666666666,7:50,4,84.0
8,16813437000,27,07:55:00,28.75,路口5,11,右,17,33.25699300699301,7:55,4,51.13636363636363
