0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid
1,16813548240,27,11:00:24,36.25,路口5,0,左,16,21.35,11:00,4
1,16813551240,25,11:05:24,19.666666666666668,路口5,1,左,16,21.17460317460317,11:05,4
1,16813554240,32,11:10:24,38.5,路口5,2,左,16,22.75,11:10,4
1,16813557240,28,11:15:24,34.5,路口5,3,左,16,34.59722222222222,11:15,4
1,16813560240,44,11:20:24,48.5625,路口5,4,左,16,23.979166666666668,11:20,4
1,16813563240,21,11:25:24,27.666666666666668,路口5,5,左,16,34.43434343434344,11:25,4
1,16813566240,36,11:30:24,33.85,路口5,6,左,16,33.58541666666667,11:30,4
1,16813569240,23,11:35:24,26.875,路口5,7,左,16,24.29722222222222,11:35,4
1,16813572240,20,11:40:24,48.333333333333336,路口5,8,左,16,49.57777777777778,11:40,4
1,16813575240,27,11:45:24,16.125,路口5,9,左,16,28.668650793650794,11:45,4
1,16813578240,40,11:50:24,27.45,路口5,10,左,16,37.4,11:50,4
1,16813581240,34,11:55:24,21.0,路口5,11,左,16,16.5,11:55,4
102,16813548060,5,11:00:06,3.0,路口5,0,上,18,21.35,11:00,4
102,16813551060,12,11:05:06,12.0,路口5,1,上,18,21.17460317460317,11:05,4
102,16813554060,10,11:10:06,4.0,路口5,2,上,18,22.75,11:10,4
102,16813557060,9,11:15:06,40.75,路口5,3,上,18,34.59722222222222,11:15,4
102,16813560060,5,11:20:06,3.4,路口5,4,上,18,23.979166666666668,11:20,4
102,16813563060,11,11:25:06,44.5,路口5,5,上,18,34.43434343434344,11:25,4
102,16813566060,10,11:30:06,43.0,路口5,6,上,18,33.58541666666667,11:30,4
102,16813569060,6,11:35:06,13.666666666666666,路口5,7,上,18,24.29722222222222,11:35,4
102,16813572060,5,11:40:06,71.0,路口5,8,上,18,49.57777777777778,11:40,4
102,16813575060,10,11:45:06,43.16666666666666,路口5,9,上,18,28.668650793650794,11:45,4
102,16813578060,11,11:50:06,57.0,路口5,10,上,18,37.4,11:50,4
102,16813581060,4,11:55:06,3.25,路口5,11,上,18,16.5,11:55,4
8,16813548090,46,11:00:09,24.8,路口5,0,右,17,21.35,11:00,4
8,16813551090,30,11:05:09,31.857142857142858,路口5,1,右,17,21.17460317460317,11:05,4
8,16813554090,42,11:10:09,25.75,路口5,2,右,17,22.75,11:10,4
8,16813557090,41,11:15:09,28.541666666666668,路口5,3,右,17,34.59722222222222,11:15,4
8,16813560090,43,11:20:09,19.975,路口5,4,右,17,23.979166666666668,11:20,4
8,16813563090,41,11:25:09,31.13636363636364,路口5,5,右,17,34.43434343434344,11:25,4
8,16813566090,35,11:30:09,23.90625,路口5,6,右,17,33.58541666666667,11:30,4
8,16813569090,35,11:35:09,32.35,路口5,7,右,17,24.29722222222222,11:35,4
8,16813572090,39,11:40:09,29.4,路口5,8,右,17,49.57777777777778,11:40,4
8,16813575090,33,11:45:09,26.714285714285715,路口5,9,右,17,28.668650793650794,11:45,4
8,16813578090,35,11:50:09,27.75,路口5,10,右,17,37.4,11:50,4
8,16813581090,35,11:55:09,25.25,路口5,11,右,17,16.5,11:55,4
