id,seq,is_moving,position,shape,orientation,velocity,type,heading,time_meas,ms_no,road_sec_id,fid,turn_type,category,time,road
221568449,280733077,1,"{""x"":-266.6772,""y"":26.117617,""z"":13.001885}","{""x"":6.12704,""y"":2.1793873,""z"":1.7141333}",-0.49929705,17.96234,1,-0.49929705,1681351487599680,16813514875,0,70446,2,2,10:04:47,道路1
227880430,280762757,1,"{""x"":293.5266,""y"":-328.44672,""z"":12.987088}","{""x"":5.011741,""y"":1.8971379,""z"":1.4881971}",-0.548153,16.744574,1,-0.548153,1681354455599590,16813544555,0,70476,2,2,10:54:15,道路4
228276200,280763552,1,"{""x"":138.34656,""y"":-229.6612,""z"":13.216955}","{""x"":5.0984726,""y"":2.0559177,""z"":1.476145}",-0.5898728400000001,19.62051,1,-0.5898728400000001,1681354535099694,16813545350,0,2089,1,1,10:55:35,道路3
228300255,280763687,1,"{""x"":128.60068,""y"":-226.78252,""z"":13.146186}","{""x"":5.0035424,""y"":1.9246587,""z"":1.4188348}",-0.58574235,17.198835,1,-0.58574235,1681354548599770,16813545485,0,2090,1,1,10:55:48,道路3
228315013,280765562,1,"{""x"":-248.80235,""y"":31.492508,""z"":13.084241}","{""x"":5.8232145,""y"":2.0554302,""z"":1.7779891}",2.6768537,19.91002,1,2.6768537,1681354736099771,16813547360,0,70445,2,2,10:58:56,道路2
225606725,280750962,1,"{""x"":-244.42482,""y"":7.7961764,""z"":12.752678}","{""x"":4.9406056,""y"":2.0069783,""z"":1.4547882}",-0.44146493,17.472809,1,-0.44146493,1681353276099732,16813532760,0,80728,2,1,10:34:36,道路11
225261676,280749932,1,"{""x"":-135.85416,""y"":-376.69574,""z"":12.640625}","{""x"":5.015603,""y"":1.8387778,""z"":1.4208984}",2.7306087,17.578943,1,2.7306087,1681353173099725,16813531730,0,81002,1,1,10:32:53,道路8
225730009,280751702,1,"{""x"":-352.92157,""y"":-297.82443,""z"":12.906738}","{""x"":4.7574897,""y"":2.0377674,""z"":1.4697266}",-0.365264,16.869032,1,-0.365264,1681353350099686,16813533500,0,80700,1,1,10:35:50,道路6
225960994,280753047,1,"{""x"":2.685657,""y"":-457.1966,""z"":12.794292}","{""x"":4.7605557,""y"":1.9673575,""z"":1.4687756}",-0.5441096400000001,16.844656,1,-0.5441096400000001,1681353484599582,16813534845,0,2990,1,1,10:38:04,道路8
227571026,280760362,1,"{""x"":-161.01125,""y"":-379.4923,""z"":12.537109}","{""x"":5.0404844,""y"":2.0011601,""z"":1.4248047}",-0.37419993,17.607887,1,-0.37419993,1681354216099707,16813542160,0,81007,1,1,10:50:16,道路7
220831571,280730522,1,"{""x"":-277.52887,""y"":46.5401,""z"":12.896773}","{""x"":4.79432,""y"":2.0050042,""z"":1.5004187}",2.7038162,16.779202,1,2.7038162,1681351232099670,16813512320,0,80720,1,1,10:00:32,道路2
220894085,280731597,1,"{""x"":-48.088108,""y"":-110.703995,""z"":12.996094}","{""x"":5.0999117,""y"":1.9230857,""z"":1.6035156}",-0.5637383,19.218191,1,-0.5637383,1681351339599617,16813513395,0,2330,1,1,10:02:19,道路2
220976055,280730877,1,"{""x"":-164.46486,""y"":-377.51697,""z"":12.455811}","{""x"":4.892002,""y"":1.965883,""z"":1.4111328}",-0.36972237,16.884188,1,-0.36972237,1681351267599815,16813512675,0,81007,1,1,10:01:07,道路7
222350730,280736792,1,"{""x"":-139.01682,""y"":-379.93076,""z"":12.823242}","{""x"":5.4327297,""y"":2.164875,""z"":1.7548828}",2.7316217,18.998487,1,2.7316217,1681351859099659,16813518590,0,81012,2,1,10:10:59,道路12
222276284,280736567,1,"{""x"":103.937515,""y"":-206.22156,""z"":12.767169}","{""x"":4.6151524,""y"":2.092095,""z"":1.4813099}",-0.59799826,18.027195,1,-0.59799826,1681351836599798,16813518365,0,2089,1,1,10:10:36,道路3
222454215,280737372,1,"{""x"":-143.23412,""y"":-387.7738,""z"":12.682129}","{""x"":4.9219112,""y"":2.0073223,""z"":1.4619141}",-0.36571604,17.147831,1,-0.36571604,1681351917099762,16813519170,0,70554,2,2,10:11:57,道路12
222183041,280736602,1,"{""x"":139.76646,""y"":-230.97052,""z"":13.349471}","{""x"":4.880757,""y"":1.9526517,""z"":1.4983139}",-0.5885523,17.388514,1,-0.5885523,1681351840099805,16813518400,0,2089,1,1,10:10:40,道路3
222298371,280736542,1,"{""x"":-33.217903,""y"":-123.7861,""z"":12.741699}","{""x"":4.486464,""y"":1.8074763,""z"":1.5419922}",-0.6160614,17.262354,1,-0.6160614,1681351834099757,16813518340,0,2334,1,1,10:10:34,道路12
218971635,280738627,1,"{""x"":-265.02652,""y"":38.646587,""z"":13.025357}","{""x"":4.767939,""y"":1.989218,""z"":1.4755348}",2.6359847,17.316133,1,2.6359847,1681352042599747,16813520425,0,70443,2,2,10:14:02,道路11
222623217,280739382,1,"{""x"":-19.578043,""y"":-447.045,""z"":12.635309}","{""x"":4.455871,""y"":1.9742573,""z"":1.5822233}",-0.5715361999999999,18.643745,1,-0.5715361999999999,1681352118099667,16813521180,0,4814,3,1,10:15:18,道路8
223657680,280742532,1,"{""x"":-6.5197825,""y"":-114.69996,""z"":12.796875}","{""x"":5.2025757,""y"":2.0699308,""z"":1.6474609}",2.6054606,18.323566,1,2.6054606,1681352433099905,16813524330,0,2327,1,1,10:20:33,道路3
223878761,280744247,1,"{""x"":-152.47884,""y"":-372.43646,""z"":12.905762}","{""x"":5.2657747,""y"":2.2462335,""z"":2.015625}",2.7223477,16.711882,1,2.7223477,1681352604599703,16813526045,0,81004,2,1,10:23:24,道路7
224412327,280745952,1,"{""x"":-370.02078,""y"":-290.57965,""z"":12.979004}","{""x"":5.542952,""y"":2.061515,""z"":1.4423828}",-0.37916622,17.564426,1,-0.37916622,1681352775099830,16813527750,0,80700,1,1,10:26:15,道路6
224175537,280745142,1,"{""x"":-124.07252,""y"":-391.94098,""z"":12.510254}","{""x"":4.6263347,""y"":2.0148387,""z"":1.4316406}",-0.3842096,17.160263,1,-0.3842096,1681352694099712,16813526940,0,81006,1,1,10:24:54,道路7
228549383,280765727,1,"{""x"":307.88504,""y"":-339.53864,""z"":12.949431}","{""x"":4.909807,""y"":1.9421253,""z"":1.4713979}",-0.56388646,16.96667,1,-0.56388646,1681354752599740,16813547525,0,2105,2,1,10:59:12,道路14
222011041,280735682,1,"{""x"":-131.40787,""y"":-388.35312,""z"":12.705078}","{""x"":4.701681,""y"":2.1026013,""z"":1.6074219}",-0.3972683999999999,18.660358,1,-0.3972683999999999,1681351748099833,16813517480,0,81006,1,1,10:09:08,道路7
220048099,280735606,1,"{""x"":-167.33781,""y"":-362.3936,""z"":12.407715}","{""x"":4.678177,""y"":1.9408695,""z"":1.4101562}",2.7477837,19.568676,1,2.7477837,1681351740500549,16813517405,0,81002,1,1,10:09:00,道路8
224407538,280746342,1,"{""x"":188.57315,""y"":-576.4343,""z"":12.607153}","{""x"":4.109168,""y"":1.9030707,""z"":1.4856561}",-0.57649505,17.36728,1,-0.57649505,1681352814099604,16813528140,0,2981,1,1,10:26:54,道路14
224787954,280747572,1,"{""x"":-24.402075,""y"":-124.050865,""z"":12.745117}","{""x"":4.5007463,""y"":1.9659629,""z"":1.5927734}",-0.60451865,19.77416,1,-0.60451865,1681352937099686,16813529370,0,2311,2,1,10:28:57,道路15
224632857,280747572,1,"{""x"":-39.122498,""y"":-116.45743,""z"":12.970215}","{""x"":4.8053455,""y"":2.0135705,""z"":1.5566406}",-0.5686241,18.525864,1,-0.5686241,1681352937099686,16813529370,0,2330,1,1,10:28:57,道路2
224363099,280747557,1,"{""x"":-278.82523,""y"":46.074154,""z"":12.895141}","{""x"":4.6455274,""y"":2.0319967,""z"":1.4438195}",2.664443,18.064161,1,2.664443,1681352935599801,16813529355,0,80703,2,1,10:28:55,道路11
224784023,280747632,1,"{""x"":94.43048,""y"":-200.43832,""z"":12.7349205}","{""x"":4.7347608,""y"":1.989342,""z"":1.4706795}",-0.5920284,17.056608,1,-0.5920284,1681352943099714,16813529430,0,2089,1,1,10:29:03,道路3
225083933,280748782,1,"{""x"":307.16238,""y"":-338.63617,""z"":13.061775}","{""x"":4.446608,""y"":1.9542212,""z"":1.8330082}",-0.5501884,18.153515,1,-0.5501884,1681353058099706,16813530580,0,2105,2,1,10:30:58,道路14
224436899,280748762,1,"{""x"":-355.81442,""y"":-299.47552,""z"":13.000977}","{""x"":4.503404,""y"":1.9885164,""z"":1.6113281}",-0.35180584,16.822327,1,-0.35180584,1681353056099869,16813530560,0,80701,1,1,10:30:56,道路6
224502521,280748047,1,"{""x"":-373.00146,""y"":-281.36874,""z"":12.932129}","{""x"":4.746795,""y"":2.03739,""z"":1.4492188}",2.7518637,16.66321,1,2.7518637,1681352984599684,16813529845,0,2366,1,1,10:29:44,道路7
224919334,280748727,1,"{""x"":-374.42743,""y"":-289.52753,""z"":12.969727}","{""x"":4.800243,""y"":2.052592,""z"":1.6015625}",-0.38577586,17.850765,1,-0.38577586,1681353052599758,16813530525,0,80700,1,1,10:30:52,道路6
226308835,280754512,1,"{""x"":-44.226757,""y"":-94.556175,""z"":12.888184}","{""x"":4.439493,""y"":1.8875773,""z"":1.4238281}",2.5803108,16.819227,1,2.5803108,1681353631099683,16813536310,0,2327,1,1,10:40:31,道路3
225913185,280753812,1,"{""x"":13.060309,""y"":-463.72452,""z"":13.072054}","{""x"":4.583807,""y"":2.050733,""z"":1.5742282}",-0.5575105,18.263674,1,-0.5575105,1681353561099635,16813535610,0,2990,1,1,10:39:21,道路8
226186894,280753777,1,"{""x"":-383.5256,""y"":-286.31393,""z"":12.869629}","{""x"":4.539124,""y"":1.9258544,""z"":1.5400391}",-0.3901401,16.932817,1,-0.3901401,1681353557599751,16813535575,0,80700,1,1,10:39:17,道路6
227105579,280757847,1,"{""x"":278.72363,""y"":-303.4583,""z"":12.87371}","{""x"":5.379724,""y"":1.9069303,""z"":1.4329333}",2.5755491,16.782097,1,2.5755491,1681353964599678,16813539645,0,2129,1,1,10:46:04,道路5
226791380,280757537,1,"{""x"":140.82735,""y"":-230.964,""z"":13.506554}","{""x"":5.360834,""y"":1.9672127,""z"":1.7571433}",-0.5881301999999999,19.11503,1,-0.5881301999999999,1681353933599632,16813539335,0,2077,2,1,10:45:33,道路13
226884896,280758327,1,"{""x"":247.28429,""y"":-444.79077,""z"":13.738281}","{""x"":4.7422404,""y"":2.0532548,""z"":1.6142578}",1.1141926,18.41074,1,1.1141926,1681354012599749,16813540125,0,2436,1,1,10:46:52,道路14
222927024,280739472,1,"{""x"":-117.73585,""y"":-394.20862,""z"":12.529297}","{""x"":4.817237,""y"":1.9731205,""z"":1.5}",-0.3957056,19.875826,1,-0.3957056,1681352127099869,16813521270,0,81006,1,1,10:15:27,道路7
223028630,280739647,1,"{""x"":-260.5906,""y"":22.319868,""z"":12.902897}","{""x"":4.999642,""y"":1.971241,""z"":1.472476}",-0.4975978,17.147717,1,-0.4975978,1681352144599653,16813521445,0,80547,1,1,10:15:44,道路11
223029463,280739772,1,"{""x"":135.0427,""y"":-211.38957,""z"":13.1917}","{""x"":4.653383,""y"":2.0280771,""z"":1.4728355}",2.5739412,19.197475,1,2.5739412,1681352157099753,16813521570,0,2093,1,1,10:15:57,道路4
227923429,280762397,1,"{""x"":-1.9722317,""y"":-456.38138,""z"":12.68429}","{""x"":4.969908,""y"":2.1430652,""z"":1.5470812}",-0.5437403,18.041351,1,-0.5437403,1681354419599848,16813544195,0,70559,2,2,10:53:39,道路8
221707639,280733867,1,"{""x"":275.785,""y"":-302.01904,""z"":12.898406}","{""x"":5.9327874,""y"":2.2125187,""z"":1.6599506}",2.575931,16.946692,1,2.575931,1681351566599628,16813515665,0,2129,1,1,10:06:06,道路5
228294096,280763342,1,"{""x"":-242.6532,""y"":6.9626007,""z"":12.816358}","{""x"":4.757153,""y"":1.9291555,""z"":1.4193544}",-0.5413456600000001,17.674456,1,-0.5413456600000001,1681354514099790,16813545140,0,80728,2,1,10:55:14,道路11
