id,seq,is_moving,position,shape,orientation,velocity,type,heading,time_meas,ms_no,road_sec_id,fid,turn_type,category,time,road,event_name
221440376,280733107,0,"{""x"":-115.98667,""y"":-256.58902,""z"":12.469795}","{""x"":4.589443,""y"":1.8695402,""z"":1.523096}",-2.0102935,0.0,1,-2.0102935,1681351490599682,16813514905,0,70252,0,2,10:04:50,道路12,机动车占用非机动车道
217819519,280733422,0,"{""x"":246.02977,""y"":-466.303}","{""x"":4.617724,""y"":1.8438809,""z"":1.4921875}",1.0463595,0.0,1,1.0463595,1681351522099627,16813515220,0,70601,1,2,10:05:22,道路14,机动车占用非机动车道
220875361,280733122,0,"{""x"":234.45177,""y"":-433.59775}","{""x"":4.4400406,""y"":1.90345,""z"":1.5419922}",-2.1334705,0.0,1,-2.1201937,1681351492099603,16813514920,0,70602,1,2,10:04:52,道路14,机动车占用非机动车道
221192670,280732877,0,"{""x"":221.99725,""y"":-465.0321,""z"":13.411133}","{""x"":4.606417,""y"":1.910857,""z"":1.4667969}",-2.22796,0.0,1,-2.22796,1681351467599516,16813514675,0,70602,1,2,10:04:27,道路14,机动车占用非机动车道
221222767,280732457,0,"{""x"":246.23424,""y"":-596.7408,""z"":12.714103}","{""x"":4.3847284,""y"":1.8622193,""z"":1.5708904}",2.5763392,0.0,1,2.5763392,1681351425599763,16813514255,0,70087,0,2,10:03:45,道路10,机动车占用非机动车道
218971635,280732172,0,"{""x"":248.21107,""y"":-469.02127}","{""x"":4.6244636,""y"":1.799514,""z"":1.5292969}",0.71345526,0.0,1,0.71345526,1681351397099278,16813513970,0,70601,1,2,10:03:17,道路14,机动车占用非机动车道
220549746,280732687,0,"{""x"":222.38655,""y"":-453.04794}","{""x"":4.667827,""y"":1.8445691,""z"":1.4580078}",-1.9766519,0.0,1,-1.9766519,1681351448599638,16813514485,0,70602,1,2,10:04:08,道路14,机动车占用非机动车道
221754881,280734002,1,"{""x"":225.77293,""y"":-454.74338,""z"":13.350586}","{""x"":4.333235,""y"":1.9827834,""z"":1.4404297}",-2.200828,1.8236817,1,-2.200828,1681351580099630,16813515800,0,70602,1,2,10:06:20,道路14,机动车占用非机动车道
220466757,280732467,0,"{""x"":230.669,""y"":-441.76865}","{""x"":4.603716,""y"":1.9519578,""z"":1.4746094}",-2.0141609,0.0,1,-2.0141609,1681351426599610,16813514265,0,70602,1,2,10:03:46,道路14,机动车占用非机动车道
220583615,280732127,0,"{""x"":206.26761,""y"":-246.07791}","{""x"":4.8569036,""y"":1.8579502,""z"":1.4204617}",-0.5674482,0.0,1,-0.5710638,1681351392599606,16813513925,0,70121,0,2,10:03:12,道路4,机动车占用非机动车道
