road_sec_id,ms_no,all_car,line_up_car,time,road
1009,16813548000,1,1,11:00:00,路口3
1009,16813548010,1,1,11:00:01,路口3
1009,16813548020,1,1,11:00:02,路口3
1009,16813548030,1,1,11:00:03,路口3
1009,16813548040,1,1,11:00:04,路口3
1009,16813548050,1,1,11:00:05,路口3
1009,16813548060,1,1,11:00:06,路口3
1009,16813548070,1,1,11:00:07,路口3
1009,16813548080,1,1,11:00:08,路口3
1009,16813548090,1,1,11:00:09,路口3
1009,16813548100,1,1,11:00:10,路口3
1009,16813548110,1,0,11:00:11,路口3
1009,16813548120,1,0,11:00:12,路口3
1009,16813548130,0,0,11:00:13,路口3
1009,16813548140,0,0,11:00:14,路口3
1009,16813548150,0,0,11:00:15,路口3
1009,16813548160,0,0,11:00:16,路口3
1009,16813548170,0,0,11:00:17,路口3
1009,16813548180,0,0,11:00:18,路口3
1009,16813548190,0,0,11:00:19,路口3
1009,16813548200,0,0,11:00:20,路口3
1009,16813548210,0,0,11:00:21,路口3
1009,16813548220,0,0,11:00:22,路口3
1009,16813548230,0,0,11:00:23,路口3
1009,16813548240,0,0,11:00:24,路口3
1009,16813548250,0,0,11:00:25,路口3
1009,16813548260,0,0,11:00:26,路口3
1009,16813548270,0,0,11:00:27,路口3
1009,16813548280,0,0,11:00:28,路口3
1009,16813548290,0,0,11:00:29,路口3
1009,16813548300,1,0,11:00:30,路口3
1009,16813548310,1,0,11:00:31,路口3
1009,16813548320,1,0,11:00:32,路口3
1009,16813548330,1,0,11:00:33,路口3
1009,16813548340,1,0,11:00:34,路口3
1009,16813548350,1,0,11:00:35,路口3
1009,16813548360,1,0,11:00:36,路口3
1009,16813548370,2,0,11:00:37,路口3
1009,16813548380,1,0,11:00:38,路口3
1009,16813548390,1,0,11:00:39,路口3
1009,16813548400,2,0,11:00:40,路口3
1009,16813548410,2,0,11:00:41,路口3
1009,16813548420,2,0,11:00:42,路口3
1009,16813548430,2,0,11:00:43,路口3
1009,16813548440,2,1,11:00:44,路口3
1009,16813548450,2,1,11:00:45,路口3
1009,16813548460,2,1,11:00:46,路口3
1009,16813548470,2,2,11:00:47,路口3
1009,16813548480,2,2,11:00:48,路口3
1009,16813548490,2,2,11:00:49,路口3
1009,16813548500,2,2,11:00:50,路口3
1009,16813548510,3,2,11:00:51,路口3
1009,16813548520,3,3,11:00:52,路口3
1009,16813548530,3,3,11:00:53,路口3
1009,16813548540,3,3,11:00:54,路口3
1009,16813548550,3,3,11:00:55,路口3
1009,16813548560,3,3,11:00:56,路口3
1009,16813548570,3,2,11:00:57,路口3
1009,16813548580,3,3,11:00:58,路口3
1009,16813548590,3,3,11:00:59,路口3
1009,16813548600,3,3,11:01:00,路口3
1009,16813548610,3,3,11:01:01,路口3
1009,16813548620,3,3,11:01:02,路口3
1009,16813548630,3,3,11:01:03,路口3
1009,16813548640,3,3,11:01:04,路口3
1009,16813548650,3,3,11:01:05,路口3
1009,16813548660,3,3,11:01:06,路口3
1009,16813548670,3,3,11:01:07,路口3
1009,16813548680,3,3,11:01:08,路口3
1009,16813548690,3,3,11:01:09,路口3
1009,16813548700,3,3,11:01:10,路口3
1009,16813548710,3,3,11:01:11,路口3
1009,16813548720,3,3,11:01:12,路口3
1009,16813548730,3,3,11:01:13,路口3
1009,16813548740,3,3,11:01:14,路口3
1009,16813548750,3,3,11:01:15,路口3
1009,16813548760,3,3,11:01:16,路口3
1009,16813548770,3,3,11:01:17,路口3
1009,16813548780,3,3,11:01:18,路口3
1009,16813548790,3,3,11:01:19,路口3
1009,16813548800,3,3,11:01:20,路口3
1009,16813548810,3,3,11:01:21,路口3
