0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid
14,16813404190,14,07:00:19,24.166666666666668,路口6,0,右,20,29.744444444444444,7:00,5
14,16813407190,23,07:05:19,9.0,路口6,1,右,20,27.58333333333333,7:05,5
14,16813410190,30,07:10:19,9.884615384615383,路口6,2,右,20,18.431235431235432,7:10,5
14,16813413190,28,07:15:19,5.875,路口6,3,右,20,40.73611111111112,7:15,5
14,16813416190,39,07:20:19,8.727272727272727,路口6,4,右,20,29.784090909090907,7:20,5
14,16813419190,40,07:25:19,9.727272727272728,路口6,5,右,20,29.74242424242424,7:25,5
14,16813422190,31,07:30:19,13.833333333333334,路口6,6,右,20,26.965277777777786,7:30,5
14,16813425190,26,07:35:19,3.083333333333333,路口6,7,右,20,30.722222222222225,7:35,5
14,16813428190,15,07:40:19,12.3,路口6,8,右,20,31.85,7:40,5
14,16813431190,16,07:45:19,6.857142857142857,路口6,9,右,20,33.43386243386243,7:45,5
14,16813434190,22,07:50:19,10.5,路口6,10,右,20,16.083333333333332,7:50,5
14,16813437190,29,07:55:19,20.58333333333333,路口6,11,右,20,23.67361111111111,7:55,5
5,16813404090,13,07:00:09,29.666666666666668,路口6,0,左,19,29.744444444444444,7:00,5
5,16813407090,20,07:05:09,42.25,路口6,1,左,19,27.58333333333333,7:05,5
5,16813410090,23,07:10:09,12.409090909090908,路口6,2,左,19,18.431235431235432,7:10,5
5,16813413090,28,07:15:09,63.5,路口6,3,左,19,40.73611111111112,7:15,5
5,16813416090,38,07:20:09,45.0,路口6,4,左,19,29.784090909090907,7:20,5
5,16813419090,37,07:25:09,41.66666666666666,路口6,5,左,19,29.74242424242424,7:25,5
5,16813422090,42,07:30:09,53.0625,路口6,6,左,19,26.965277777777786,7:30,5
5,16813425090,60,07:35:09,7.333333333333333,路口6,7,左,19,30.722222222222225,7:35,5
5,16813428090,40,07:40:09,46.0,路口6,8,左,19,31.85,7:40,5
5,16813431090,68,07:45:09,50.94444444444444,路口6,9,左,19,33.43386243386243,7:45,5
5,16813434090,48,07:50:09,25.75,路口6,10,左,19,16.083333333333332,7:50,5
5,16813437090,50,07:55:09,37.0625,路口6,11,左,19,23.67361111111111,7:55,5
81,16813404820,24,07:01:22,35.4,路口6,0,上,21,29.744444444444444,7:00,5
81,16813407820,10,07:06:22,31.5,路口6,1,上,21,27.58333333333333,7:05,5
81,16813410820,15,07:11:22,33.0,路口6,2,上,21,18.431235431235432,7:10,5
81,16813413820,19,07:16:22,52.833333333333336,路口6,3,上,21,40.73611111111112,7:15,5
81,16813416820,17,07:21:22,35.625,路口6,4,上,21,29.784090909090907,7:20,5
81,16813419820,10,07:26:22,37.833333333333336,路口6,5,上,21,29.74242424242424,7:25,5
81,16813422820,12,07:31:22,14.0,路口6,6,上,21,26.965277777777786,7:30,5
81,16813425820,10,07:36:22,81.75,路口6,7,上,21,30.722222222222225,7:35,5
81,16813428820,15,07:41:22,37.25,路口6,8,上,21,31.85,7:40,5
81,16813431820,11,07:46:22,42.5,路口6,9,上,21,33.43386243386243,7:45,5
81,16813434820,10,07:51:22,12.0,路口6,10,上,21,16.083333333333332,7:50,5
81,16813437820,7,07:56:22,13.375,路口6,11,上,21,23.67361111111111,7:55,5
