0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid,max_delay
14,16813440680,21,08:01:08,4.833333333333333,路口6,0,右,20,32.42777777777778,8:00,5,57.25
14,16813443680,25,08:06:08,13.375,路口6,1,右,20,35.958333333333336,8:05,5,53.0
14,16813446680,18,08:11:08,7.6,路口6,2,右,20,30.491666666666664,8:10,5,47.75
14,16813449680,31,08:16:08,8.125,路口6,3,右,20,38.82738095238096,8:15,5,81.0
14,16813452680,26,08:21:08,21.6,路口6,4,右,20,37.6,8:20,5,45.95
14,16813455680,34,08:26:08,14.75,路口6,5,右,20,23.0,8:25,5,28.15
14,16813458680,27,08:31:08,10.6875,路口6,6,右,20,25.5625,8:30,5,46.0
14,16813461680,32,08:36:08,17.5,路口6,7,右,20,22.98611111111111,8:35,5,32.125
14,16813464680,26,08:41:08,11.535714285714286,路口6,8,右,20,33.38690476190476,8:40,5,52.5
14,16813467680,27,08:46:08,12.153846153846152,路口6,9,右,20,32.44711538461539,8:45,5,52.1875
14,16813470680,38,08:51:08,11.083333333333334,路口6,10,右,20,33.00396825396825,8:50,5,45.5
14,16813473680,27,08:56:08,13.88888888888889,路口6,11,右,20,32.533796296296295,8:55,5,43.3125
5,16813440000,39,08:00:00,35.2,路口6,0,左,19,32.42777777777778,8:00,5,57.25
5,16813443000,33,08:05:00,41.5,路口6,1,左,19,35.958333333333336,8:05,5,53.0
5,16813446000,57,08:10:00,36.125,路口6,2,左,19,30.491666666666664,8:10,5,47.75
5,16813449000,41,08:15:00,27.357142857142858,路口6,3,左,19,38.82738095238096,8:15,5,81.0
5,16813452000,69,08:20:00,45.95,路口6,4,左,19,37.6,8:20,5,45.95
5,16813455000,45,08:25:00,28.15,路口6,5,左,19,23.0,8:25,5,28.15
5,16813458000,40,08:30:00,46.0,路口6,6,左,19,25.5625,8:30,5,46.0
5,16813461000,48,08:35:00,19.33333333333333,路口6,7,左,19,22.98611111111111,8:35,5,32.125
5,16813464000,31,08:40:00,36.125,路口6,8,左,19,33.38690476190476,8:40,5,52.5
5,16813467000,59,08:45:00,52.1875,路口6,9,左,19,32.44711538461539,8:45,5,52.1875
5,16813470000,45,08:50:00,42.42857142857143,路口6,10,左,19,33.00396825396825,8:50,5,45.5
5,16813473000,58,08:55:00,43.3125,路口6,11,左,19,32.533796296296295,8:55,5,43.3125
81,16813440000,25,08:00:00,57.25,路口6,0,上,21,32.42777777777778,8:00,5,57.25
81,16813443000,16,08:05:00,53.0,路口6,1,上,21,35.958333333333336,8:05,5,53.0
81,16813446000,25,08:10:00,47.75,路口6,2,上,21,30.491666666666664,8:10,5,47.75
81,16813449000,12,08:15:00,81.0,路口6,3,上,21,38.82738095238096,8:15,5,81.0
81,16813452000,13,08:20:00,45.25,路口6,4,上,21,37.6,8:20,5,45.95
81,16813455000,18,08:25:00,26.1,路口6,5,上,21,23.0,8:25,5,28.15
81,16813458000,14,08:30:00,20.0,路口6,6,上,21,25.5625,8:30,5,46.0
81,16813461000,15,08:35:00,32.125,路口6,7,上,21,22.98611111111111,8:35,5,32.125
81,16813464000,22,08:40:00,52.5,路口6,8,上,21,33.38690476190476,8:40,5,52.5
81,16813467000,17,08:45:00,33.0,路口6,9,上,21,32.44711538461539,8:45,5,52.1875
81,16813470000,18,08:50:00,45.5,路口6,10,上,21,33.00396825396825,8:50,5,45.5
81,16813473000,13,08:55:00,40.4,路口6,11,上,21,32.533796296296295,8:55,5,43.3125
