0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid
14,16813584000,28,12:00:00,10.4,路口6,0,右,20,20.55,12:00,5
14,16813587000,25,12:05:00,9.73076923076923,路口6,1,右,20,28.49358974358974,12:05,5
14,16813590000,26,12:10:00,7.846153846153846,路口6,2,右,20,23.398717948717948,12:10,5
14,16813593000,27,12:15:00,10.692307692307692,路口6,3,右,20,28.68315018315019,12:15,5
14,16813596000,26,12:20:00,8.9,路口6,4,右,20,65.675,12:20,5
14,16813599000,30,12:25:00,11.5,路口6,5,右,20,119.13888888888889,12:25,5
14,16813602000,26,12:30:00,7.944444444444445,路口6,6,右,20,118.9148148148148,12:30,5
14,16813605000,20,12:35:00,14.714285714285714,路口6,7,右,20,46.16666666666666,12:35,5
14,16813608000,19,12:40:00,7.090909090909091,路口6,8,右,20,37.23863636363637,12:40,5
14,16813611000,24,12:45:00,21.071428571428573,路口6,9,右,20,69.04047619047618,12:45,5
14,16813614000,29,12:50:00,14.55,路口6,10,右,20,71.91666666666667,12:50,5
14,16813617000,24,12:55:00,15.071428571428571,路口6,11,右,20,66.50714285714285,12:55,5
5,16813584305,19,12:00:30,18.0,路口6,0,左,19,20.55,12:00,5
5,16813587305,31,12:05:30,48.75,路口6,1,左,19,28.49358974358974,12:05,5
5,16813590305,27,12:10:30,32.25,路口6,2,左,19,23.398717948717948,12:10,5
5,16813593305,25,12:15:30,37.21428571428572,路口6,3,左,19,28.68315018315019,12:15,5
5,16813596305,31,12:20:30,38.625,路口6,4,左,19,65.675,12:20,5
5,16813599305,22,12:25:30,46.41666666666666,路口6,5,左,19,119.13888888888889,12:25,5
5,16813602305,26,12:30:30,49.3,路口6,6,左,19,118.9148148148148,12:30,5
5,16813605305,24,12:35:30,44.785714285714285,路口6,7,左,19,46.16666666666666,12:35,5
5,16813608305,21,12:40:30,25.5,路口6,8,左,19,37.23863636363637,12:40,5
5,16813611305,23,12:45:30,34.8,路口6,9,左,19,69.04047619047618,12:45,5
5,16813614305,21,12:50:30,47.7,路口6,10,左,19,71.91666666666667,12:50,5
5,16813617305,30,12:55:30,30.2,路口6,11,左,19,66.50714285714285,12:55,5
81,16813584180,23,12:00:18,33.25,路口6,0,上,21,20.55,12:00,5
81,16813587180,29,12:05:18,27.0,路口6,1,上,21,28.49358974358974,12:05,5
81,16813590180,25,12:10:18,30.1,路口6,2,上,21,23.398717948717948,12:10,5
81,16813593180,18,12:15:18,38.142857142857146,路口6,3,上,21,28.68315018315019,12:15,5
81,16813596180,19,12:20:18,149.5,路口6,4,上,21,65.675,12:20,5
81,16813599180,19,12:25:18,299.5,路口6,5,上,21,119.13888888888889,12:25,5
81,16813602180,18,12:30:18,299.5,路口6,6,上,21,118.9148148148148,12:30,5
81,16813605180,25,12:35:18,79.0,路口6,7,上,21,46.16666666666666,12:35,5
81,16813608180,21,12:40:18,79.125,路口6,8,上,21,37.23863636363637,12:40,5
81,16813611180,20,12:45:18,151.25,路口6,9,上,21,69.04047619047618,12:45,5
81,16813614180,17,12:50:18,153.5,路口6,10,上,21,71.91666666666667,12:50,5
81,16813617180,17,12:55:18,154.25,路口6,11,上,21,66.50714285714285,12:55,5
