0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid,max_delay
373,16813584000,39,12:00:00,17.875,路口4,0,左,12,30.015625,12:00,3,35.0
373,16813587000,44,12:05:00,19.0,路口4,1,左,12,34.68055555555556,12:05,3,54.5
373,16813590000,28,12:10:00,33.0,路口4,2,左,12,37.22916666666667,12:10,3,52.5
373,16813593000,44,12:15:00,18.08333333333333,路口4,3,左,12,29.22395833333333,12:15,3,42.5
373,16813596000,47,12:20:00,30.75,路口4,4,左,12,30.19419642857143,12:20,3,39.0
373,16813599000,33,12:25:00,24.5,路口4,5,左,12,30.131944444444446,12:25,3,43.25
373,16813602000,48,12:30:00,66.0625,路口4,6,左,12,44.640625,12:30,3,66.0625
373,16813605000,41,12:35:00,25.071428571428573,路口4,7,左,12,30.583482142857143,12:35,3,41.2
373,16813608000,37,12:40:00,26.666666666666668,路口4,8,左,12,31.90327380952381,12:40,3,44.0
373,16813611000,36,12:45:00,24.571428571428573,路口4,9,左,12,33.91941964285714,12:45,3,56.2
373,16813614000,37,12:50:00,56.25,路口4,10,左,12,40.49702380952381,12:50,3,61.0
373,16813617000,46,12:55:00,27.166666666666668,路口4,11,左,12,28.640530303030303,12:55,3,34.54545454545455
377,16813584000,14,12:00:00,35.0,路口4,0,下,14,30.015625,12:00,3,35.0
377,16813587000,10,12:05:00,35.5,路口4,1,下,14,34.68055555555556,12:05,3,54.5
377,16813590000,13,12:10:00,31.916666666666668,路口4,2,下,14,37.22916666666667,12:10,3,52.5
377,16813593000,12,12:15:00,14.25,路口4,3,下,14,29.22395833333333,12:15,3,42.5
377,16813596000,19,12:20:00,31.214285714285715,路口4,4,下,14,30.19419642857143,12:20,3,39.0
377,16813599000,13,12:25:00,22.61111111111111,路口4,5,下,14,30.131944444444446,12:25,3,43.25
377,16813602000,16,12:30:00,51.25,路口4,6,下,14,44.640625,12:30,3,66.0625
377,16813605000,16,12:35:00,35.8125,路口4,7,下,14,30.583482142857143,12:35,3,41.2
377,16813608000,5,12:40:00,44.0,路口4,8,下,14,31.90327380952381,12:40,3,44.0
377,16813611000,12,12:45:00,56.2,路口4,9,下,14,33.91941964285714,12:45,3,56.2
377,16813614000,8,12:50:00,19.166666666666668,路口4,10,下,14,40.49702380952381,12:50,3,61.0
377,16813617000,16,12:55:00,28.1,路口4,11,下,14,28.640530303030303,12:55,3,34.54545454545455
380,16813584095,25,12:00:09,34.1875,路口4,0,上,15,30.015625,12:00,3,35.0
380,16813587095,18,12:05:09,54.5,路口4,1,上,15,34.68055555555556,12:05,3,54.5
380,16813590095,16,12:10:09,52.5,路口4,2,上,15,37.22916666666667,12:10,3,52.5
380,16813593095,24,12:15:09,42.5,路口4,3,上,15,29.22395833333333,12:15,3,42.5
380,16813596095,25,12:20:09,19.8125,路口4,4,上,15,30.19419642857143,12:20,3,39.0
380,16813599095,33,12:25:09,43.25,路口4,5,上,15,30.131944444444446,12:25,3,43.25
380,16813602095,15,12:30:09,37.5,路口4,6,上,15,44.640625,12:30,3,66.0625
380,16813605095,11,12:35:09,20.25,路口4,7,上,15,30.583482142857143,12:35,3,41.2
380,16813608095,22,12:40:09,29.875,路口4,8,上,15,31.90327380952381,12:40,3,44.0
380,16813611095,21,12:45:09,28.0,路口4,9,上,15,33.91941964285714,12:45,3,56.2
380,16813614095,28,12:50:09,61.0,路口4,10,上,15,40.49702380952381,12:50,3,61.0
380,16813617095,25,12:55:09,34.54545454545455,路口4,11,上,15,28.640530303030303,12:55,3,34.54545454545455
396,16813584000,52,12:00:00,33.0,路口4,0,右,13,30.015625,12:00,3,35.0
396,16813587000,52,12:05:00,29.72222222222222,路口4,1,右,13,34.68055555555556,12:05,3,54.5
396,16813590000,61,12:10:00,31.5,路口4,2,右,13,37.22916666666667,12:10,3,52.5
396,16813593000,39,12:15:00,42.0625,路口4,3,右,13,29.22395833333333,12:15,3,42.5
396,16813596000,58,12:20:00,39.0,路口4,4,右,13,30.19419642857143,12:20,3,39.0
396,16813599000,48,12:25:00,30.166666666666668,路口4,5,右,13,30.131944444444446,12:25,3,43.25
396,16813602000,49,12:30:00,23.75,路口4,6,右,13,44.640625,12:30,3,66.0625
396,16813605000,67,12:35:00,41.2,路口4,7,右,13,30.583482142857143,12:35,3,41.2
396,16813608000,57,12:40:00,27.071428571428573,路口4,8,右,13,31.90327380952381,12:40,3,44.0
396,16813611000,54,12:45:00,26.90625,路口4,9,右,13,33.91941964285714,12:45,3,56.2
396,16813614000,64,12:50:00,25.571428571428573,路口4,10,右,13,40.49702380952381,12:50,3,61.0
396,16813617000,59,12:55:00,24.75,路口4,11,右,13,28.640530303030303,12:55,3,34.54545454545455
