0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid
373,16813440000,64,08:00:00,54.6,路口4,0,左,12,32.63697916666667,8:00,3
373,16813443000,41,08:05:00,50.35,路口4,1,左,12,38.70448717948718,8:05,3
373,16813446000,36,08:10:00,42.583333333333336,路口4,2,左,12,32.90208333333334,8:10,3
373,16813449000,46,08:15:00,48.53846153846154,路口4,3,左,12,32.78902714932127,8:15,3
373,16813452000,70,08:20:00,53.31818181818182,路口4,4,左,12,34.8942775974026,8:20,3
373,16813455000,60,08:25:00,80.5,路口4,5,左,12,52.39608253588517,8:25,3
373,16813458000,58,08:30:00,49.6,路口4,6,左,12,42.93787878787879,8:30,3
373,16813461000,62,08:35:00,42.0,路口4,7,左,12,35.61875,8:35,3
373,16813464000,54,08:40:00,42.8,路口4,8,左,12,33.602777777777774,8:40,3
373,16813467000,80,08:45:00,37.0,路口4,9,左,12,38.12708333333333,8:45,3
373,16813470000,38,08:50:00,58.0,路口4,10,左,12,34.923611111111114,8:50,3
373,16813473000,57,08:55:00,47.75,路口4,11,左,12,38.50099206349206,8:55,3
377,16813440060,18,08:00:06,15.833333333333334,路口4,0,下,14,32.63697916666667,8:00,3
377,16813443060,18,08:05:06,29.08333333333333,路口4,1,下,14,38.70448717948718,8:05,3
377,16813446060,23,08:10:06,40.9,路口4,2,下,14,32.90208333333334,8:10,3
377,16813449060,18,08:15:06,16.75,路口4,3,下,14,32.78902714932127,8:15,3
377,16813452060,26,08:20:06,37.8125,路口4,4,下,14,34.8942775974026,8:20,3
377,16813455060,31,08:25:06,31.09090909090909,路口4,5,下,14,52.39608253588517,8:25,3
377,16813458060,16,08:30:06,51.333333333333336,路口4,6,下,14,42.93787878787879,8:30,3
377,16813461060,21,08:35:06,33.5,路口4,7,下,14,35.61875,8:35,3
377,16813464060,18,08:40:06,39.0,路口4,8,下,14,33.602777777777774,8:40,3
377,16813467060,17,08:45:06,45.375,路口4,9,下,14,38.12708333333333,8:45,3
377,16813470060,22,08:50:06,18.5,路口4,10,下,14,34.923611111111114,8:50,3
377,16813473060,18,08:55:06,40.642857142857146,路口4,11,下,14,38.50099206349206,8:55,3
380,16813440255,23,08:00:25,40.333333333333336,路口4,0,上,15,32.63697916666667,8:00,3
380,16813443255,25,08:05:25,36.5,路口4,1,上,15,38.70448717948718,8:05,3
380,16813446255,39,08:10:25,22.875,路口4,2,上,15,32.90208333333334,8:10,3
380,16813449255,35,08:15:25,35.25,路口4,3,上,15,32.78902714932127,8:15,3
380,16813452255,30,08:20:25,22.071428571428573,路口4,4,上,15,34.8942775974026,8:20,3
380,16813455255,38,08:25:25,45.125,路口4,5,上,15,52.39608253588517,8:25,3
380,16813458255,30,08:30:25,26.25,路口4,6,上,15,42.93787878787879,8:30,3
380,16813461255,29,08:35:25,34.6,路口4,7,上,15,35.61875,8:35,3
380,16813464255,26,08:40:25,24.0,路口4,8,上,15,33.602777777777774,8:40,3
380,16813467255,29,08:45:25,36.5,路口4,9,上,15,38.12708333333333,8:45,3
380,16813470255,29,08:50:25,21.0,路口4,10,上,15,34.923611111111114,8:50,3
380,16813473255,33,08:55:25,33.0,路口4,11,上,15,38.50099206349206,8:55,3
396,16813440060,73,08:00:06,19.78125,路口4,0,右,13,32.63697916666667,8:00,3
396,16813443060,56,08:05:06,38.88461538461539,路口4,1,右,13,38.70448717948718,8:05,3
396,16813446060,85,08:10:06,25.25,路口4,2,右,13,32.90208333333334,8:10,3
396,16813449060,73,08:15:06,30.61764705882353,路口4,3,右,13,32.78902714932127,8:15,3
396,16813452060,94,08:20:06,26.375,路口4,4,右,13,34.8942775974026,8:20,3
396,16813455060,83,08:25:06,52.86842105263158,路口4,5,右,13,52.39608253588517,8:25,3
396,16813458060,91,08:30:06,44.56818181818182,路口4,6,右,13,42.93787878787879,8:30,3
396,16813461060,116,08:35:06,32.375,路口4,7,右,13,35.61875,8:35,3
396,16813464060,68,08:40:06,28.61111111111111,路口4,8,右,13,33.602777777777774,8:40,3
396,16813467060,104,08:45:06,33.63333333333333,路口4,9,右,13,38.12708333333333,8:45,3
396,16813470060,95,08:50:06,42.19444444444444,路口4,10,右,13,34.923611111111114,8:50,3
396,16813473060,82,08:55:06,32.611111111111114,路口4,11,右,13,38.50099206349206,8:55,3
