0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid,max_delay
373,16813404360,34,07:00:36,18.0,路口4,0,左,12,44.98611111111112,7:00,3,97.5
373,16813407360,58,07:05:36,41.18181818181818,路口4,1,左,12,44.34009740259741,7:05,3,82.5
373,16813410360,43,07:10:36,38.26923076923077,路口4,2,左,12,27.555944055944053,7:10,3,41.0
373,16813413360,25,07:15:36,89.0,路口4,3,左,12,39.942708333333336,7:15,3,89.0
373,16813416360,46,07:20:36,58.5,路口4,4,左,12,32.9375,7:20,3,58.5
373,16813419360,50,07:25:36,89.75,路口4,5,左,12,41.85863095238095,7:25,3,89.75
373,16813422360,36,07:30:36,100.5,路口4,6,左,12,53.25,7:30,3,100.5
373,16813425360,44,07:35:36,45.642857142857146,路口4,7,左,12,29.094047619047625,7:35,3,45.642857142857146
373,16813428360,35,07:40:36,54.5,路口4,8,左,12,35.471875,7:40,3,54.5
373,16813431360,48,07:45:36,90.5,路口4,9,左,12,48.21875,7:45,3,90.5
373,16813434360,35,07:50:36,43.7,路口4,10,左,12,33.465178571428574,7:50,3,43.7
373,16813437360,28,07:55:36,43.7,路口4,11,左,12,35.70833333333333,7:55,3,47.8
377,16813404000,9,07:00:00,97.5,路口4,0,下,14,44.98611111111112,7:00,3,97.5
377,16813407000,6,07:05:00,19.25,路口4,1,下,14,44.34009740259741,7:05,3,82.5
377,16813410000,8,07:10:00,9.0,路口4,2,下,14,27.555944055944053,7:10,3,41.0
377,16813413000,8,07:15:00,8.75,路口4,3,下,14,39.942708333333336,7:15,3,89.0
377,16813416000,5,07:20:00,2.833333333333333,路口4,4,下,14,32.9375,7:20,3,58.5
377,16813419000,11,07:25:00,13.166666666666666,路口4,5,下,14,41.85863095238095,7:25,3,89.75
377,16813422000,3,07:30:00,28.25,路口4,6,下,14,53.25,7:30,3,100.5
377,16813425000,14,07:35:00,28.4,路口4,7,下,14,29.094047619047625,7:35,3,45.642857142857146
377,16813428000,18,07:40:00,29.9375,路口4,8,下,14,35.471875,7:40,3,54.5
377,16813431000,18,07:45:00,17.0,路口4,9,下,14,48.21875,7:45,3,90.5
377,16813434000,21,07:50:00,22.285714285714285,路口4,10,下,14,33.465178571428574,7:50,3,43.7
377,16813437000,16,07:55:00,24.08333333333333,路口4,11,下,14,35.70833333333333,7:55,3,47.8
380,16813404000,22,07:00:00,35.44444444444444,路口4,0,上,15,44.98611111111112,7:00,3,97.5
380,16813407000,15,07:05:00,82.5,路口4,1,上,15,44.34009740259741,7:05,3,82.5
380,16813410000,32,07:10:00,41.0,路口4,2,上,15,27.555944055944053,7:10,3,41.0
380,16813413000,20,07:15:00,34.833333333333336,路口4,3,上,15,39.942708333333336,7:15,3,89.0
380,16813416000,14,07:20:00,56.75,路口4,4,上,15,32.9375,7:20,3,58.5
380,16813419000,21,07:25:00,33.375,路口4,5,上,15,41.85863095238095,7:25,3,89.75
380,16813422000,20,07:30:00,34.25,路口4,6,上,15,53.25,7:30,3,100.5
380,16813425000,13,07:35:00,8.333333333333334,路口4,7,上,15,29.094047619047625,7:35,3,45.642857142857146
380,16813428000,23,07:40:00,29.7,路口4,8,上,15,35.471875,7:40,3,54.5
380,16813431000,12,07:45:00,53.5,路口4,9,上,15,48.21875,7:45,3,90.5
380,16813434000,32,07:50:00,37.375,路口4,10,上,15,33.465178571428574,7:50,3,43.7
380,16813437000,30,07:55:00,47.8,路口4,11,上,15,35.70833333333333,7:55,3,47.8
396,16813404000,45,07:00:00,29.0,路口4,0,右,13,44.98611111111112,7:00,3,97.5
396,16813407000,40,07:05:00,34.42857142857143,路口4,1,右,13,44.34009740259741,7:05,3,82.5
396,16813410000,56,07:10:00,21.954545454545453,路口4,2,右,13,27.555944055944053,7:10,3,41.0
396,16813413000,61,07:15:00,27.1875,路口4,3,右,13,39.942708333333336,7:15,3,89.0
396,16813416000,47,07:20:00,13.666666666666666,路口4,4,右,13,32.9375,7:20,3,58.5
396,16813419000,39,07:25:00,31.142857142857142,路口4,5,右,13,41.85863095238095,7:25,3,89.75
396,16813422000,57,07:30:00,50.0,路口4,6,右,13,53.25,7:30,3,100.5
396,16813425000,61,07:35:00,34.0,路口4,7,右,13,29.094047619047625,7:35,3,45.642857142857146
396,16813428000,55,07:40:00,27.75,路口4,8,右,13,35.471875,7:40,3,54.5
396,16813431000,63,07:45:00,31.875,路口4,9,右,13,48.21875,7:45,3,90.5
396,16813434000,62,07:50:00,30.5,路口4,10,右,13,33.465178571428574,7:50,3,43.7
396,16813437000,78,07:55:00,27.25,路口4,11,右,13,35.70833333333333,7:55,3,47.8
