id,seq,is_moving,position,shape,orientation,velocity,type,heading,time_meas,ms_no,road_sec_id,fid,turn_type,category,time,road,event_name
212371983,280694647,1,"{""x"":318.7393,""y"":-325.8739,""z"":12.984945}","{""x"":5.0465345,""y"":1.9761876,""z"":1.5793505}",2.567437,8.796039,1,2.567437,1681347644599767,16813476445,0,2133,1,3,09:00:44,道路5,机动车占用公交车道
212387285,280694652,1,"{""x"":330.1281,""y"":-332.72906,""z"":12.996681}","{""x"":4.695922,""y"":1.9070202,""z"":1.6771297}",2.5828702,7.3489532,1,2.5828702,1681347645099704,16813476450,0,2133,1,3,09:00:45,道路5,机动车占用公交车道
212422765,280694662,1,"{""x"":333.12695,""y"":-335.18915,""z"":12.788804}","{""x"":4.811422,""y"":1.8945931,""z"":1.4672725}",2.5808647,7.77201,1,2.5808647,1681347646099693,16813476460,0,2133,1,3,09:00:46,道路5,机动车占用公交车道
210202656,280696467,1,"{""x"":307.19196,""y"":-349.7874,""z"":12.974944}","{""x"":4.4110265,""y"":1.8899889,""z"":1.5425766}",0.8048875,2.7600024,1,0.8048875,1681347826599858,16813478265,0,2137,1,3,09:03:46,道路4,机动车占用公交车道
212758725,280696697,1,"{""x"":315.82474,""y"":-324.6283,""z"":12.851463}","{""x"":4.719373,""y"":1.8291602,""z"":1.4122684}",2.5932302,7.696496,1,2.5932302,1681347849599868,16813478495,0,2133,1,3,09:04:09,道路5,机动车占用公交车道
213437674,280698777,1,"{""x"":310.45117,""y"":-318.34146,""z"":12.843299}","{""x"":4.7025766,""y"":1.9436641,""z"":1.4604821}",2.5014067,6.5833154,1,2.5014067,1681348057599669,16813480575,0,2133,1,3,09:07:37,道路5,机动车占用公交车道
213113549,280697757,1,"{""x"":331.99503,""y"":-332.5236,""z"":12.8931}","{""x"":4.719771,""y"":1.7799301,""z"":1.4933836}",2.4597185,4.6494575000000005,1,2.4597185,1681347955599758,16813479555,0,2133,1,3,09:05:55,道路5,机动车占用公交车道
212515975,280697872,1,"{""x"":314.6423,""y"":-353.40677,""z"":12.954535}","{""x"":4.7110224,""y"":1.9022541,""z"":1.4610171}",-0.6302871999999999,3.5497892,1,-0.6302871999999999,1681347967099777,16813479670,0,2137,1,3,09:06:07,道路4,机动车占用公交车道
213198930,280697767,1,"{""x"":335.90555,""y"":-336.59973,""z"":12.863709}","{""x"":4.831701,""y"":1.9244745,""z"":1.5515469}",2.5857878,6.2734065,1,2.5857878,1681347956599808,16813479565,0,2133,1,3,09:05:56,道路5,机动车占用公交车道
213027668,280697697,1,"{""x"":311.32858,""y"":-320.23618,""z"":12.985353}","{""x"":5.06249,""y"":2.0131133,""z"":1.5542009}",2.5855405,10.936433,1,2.5855405,1681347949599752,16813479495,0,2133,1,3,09:05:49,道路5,机动车占用公交车道
213465704,280698747,1,"{""x"":336.9987,""y"":-337.32007,""z"":12.881874}","{""x"":5.0398808,""y"":1.876936,""z"":1.4758952}",2.570561,6.1298475,1,2.570561,1681348054599776,16813480545,0,2133,1,3,09:07:34,道路5,机动车占用公交车道
214268945,280702642,1,"{""x"":337.08395,""y"":-337.31656,""z"":12.927593}","{""x"":4.6482515,""y"":1.9173163,""z"":1.5269332}",2.5678236,1.1393452,1,2.5678236,1681348444099730,16813484440,0,2133,1,3,09:14:04,道路5,机动车占用公交车道
213953699,280702957,1,"{""x"":286.24866,""y"":-301.796,""z"":13.261281}","{""x"":8.38265,""y"":2.858908,""z"":2.814519}",2.578715,2.9717226,4,2.578715,1681348475599624,16813484755,0,2133,1,3,09:14:35,道路5,机动车占用公交车道
214700813,280703737,1,"{""x"":328.14728,""y"":-333.26,""z"":12.846972}","{""x"":4.371235,""y"":1.8199356,""z"":1.4740946}",2.5131247,11.844805,1,2.5131247,1681348553599692,16813485535,0,2133,1,3,09:15:53,道路5,机动车占用公交车道
214699386,280703712,1,"{""x"":328.74966,""y"":-331.26346,""z"":12.829012}","{""x"":5.3424125,""y"":1.9912544,""z"":1.4176229}",2.555414,10.002789,1,2.555414,1681348551099664,16813485510,0,2133,1,3,09:15:51,道路5,机动车占用公交车道
214641683,280703417,1,"{""x"":-40.974514,""y"":-91.0384,""z"":12.878906}","{""x"":4.651364,""y"":1.9308407,""z"":1.4599609}",2.5630615,8.138071,1,2.5630615,1681348521599631,16813485215,0,2539,1,3,09:15:21,道路3,机动车占用公交车道
217156942,280714732,1,"{""x"":321.07248,""y"":-325.57248,""z"":12.9067745}","{""x"":4.823788,""y"":1.9672602,""z"":1.5136641}",2.5153093,7.945531,1,2.5153093,1681349653099839,16813496530,0,2133,1,3,09:34:13,道路5,机动车占用公交车道
217474756,280716742,1,"{""x"":306.73187,""y"":-348.50302,""z"":13.776882}","{""x"":9.445591,""y"":3.0580149,""z"":3.235737}",-0.58106154,5.8318777,4,-0.58106154,1681349854099823,16813498540,0,2137,1,3,09:37:34,道路4,机动车占用公交车道
218018909,280717697,1,"{""x"":336.4993,""y"":-337.15918,""z"":12.897386}","{""x"":4.8689585,""y"":1.8595508,""z"":1.456743}",2.5690436,7.403048,1,2.5690436,1681349949599839,16813499495,0,2133,1,3,09:39:09,道路5,机动车占用公交车道
219720987,280725672,1,"{""x"":322.82025,""y"":-328.25992,""z"":13.033997}","{""x"":4.9833093,""y"":1.7528063,""z"":1.874645}",2.6002011,6.222179,1,2.6002011,1681350747099692,16813507470,0,2133,1,3,09:52:27,道路5,机动车占用公交车道
219816286,280725687,1,"{""x"":322.58896,""y"":-328.30478,""z"":12.870648}","{""x"":4.6762977,""y"":1.9565365,""z"":1.4939307}",2.5772278,7.0721397,1,2.5772278,1681350748599698,16813507485,0,2133,1,3,09:52:28,道路5,机动车占用公交车道
216762987,280725842,1,"{""x"":-38.05669,""y"":-122.636375,""z"":12.749023}","{""x"":4.7134037,""y"":1.8775347,""z"":1.4355469}",-2.5909705,8.132864,1,-2.5909705,1681350764099625,16813507640,0,2540,1,3,09:52:44,道路2,机动车占用公交车道
215213732,280705862,1,"{""x"":325.89127,""y"":-330.10864,""z"":12.885956}","{""x"":5.1287208,""y"":1.895807,""z"":1.4496474}",2.5727022,12.846324,1,2.5727022,1681348766099693,16813487660,0,2133,1,3,09:19:26,道路5,机动车占用公交车道
219337195,280723772,1,"{""x"":333.6184,""y"":-335.21375,""z"":12.889018}","{""x"":4.991856,""y"":1.9498032,""z"":1.4432908}",2.5646682,8.481081,1,2.5646682,1681350557099703,16813505570,0,2133,1,3,09:49:17,道路5,机动车占用公交车道
219350253,280723752,1,"{""x"":329.0867,""y"":-331.8514,""z"":12.823297}","{""x"":5.1287384,""y"":1.9969908,""z"":1.406076}",2.5684075,10.254163,1,2.5684075,1681350555099694,16813505550,0,2133,1,3,09:49:15,道路5,机动车占用公交车道
219538205,280724652,1,"{""x"":336.6423,""y"":-336.79453,""z"":12.932491}","{""x"":4.7543306,""y"":1.9099226,""z"":1.4574546}",2.557767,3.9606266,1,2.557767,1681350645099647,16813506450,0,2133,1,3,09:50:45,道路5,机动车占用公交车道
215514305,280707452,1,"{""x"":-43.696247,""y"":-119.61147,""z"":13.264648}","{""x"":6.174403,""y"":2.1829147,""z"":2.5917969}",-0.61025906,5.8556824,4,-0.61025906,1681348925099675,16813489250,0,2540,1,3,09:22:05,道路2,机动车占用公交车道
215571109,280707727,1,"{""x"":334.46292,""y"":-335.65347,""z"":13.010254}","{""x"":4.9073157,""y"":1.9036831,""z"":1.4683477}",2.5652912,7.3937464,1,2.5652912,1681348952599672,16813489525,0,2133,1,3,09:22:32,道路5,机动车占用公交车道
215473165,280707667,1,"{""x"":332.5338,""y"":-334.3405,""z"":13.12649}","{""x"":5.4984756,""y"":2.0534995,""z"":1.7723551}",2.581978,5.408256,1,2.581978,1681348946599649,16813489465,0,2133,1,3,09:22:26,道路5,机动车占用公交车道
218065704,280718687,1,"{""x"":324.31445,""y"":-329.2201,""z"":12.950656}","{""x"":4.7583113,""y"":2.0057104,""z"":1.5948495}",2.5735521,6.624037,1,2.5735521,1681350048599802,16813500485,0,2133,1,3,09:40:48,道路5,机动车占用公交车道
