id,seq,is_moving,position,shape,orientation,velocity,type,heading,time_meas,ms_no,road_sec_id,fid,turn_type,category,time,road,event_name
207085160,280675887,1,"{""x"":33.907726,""y"":-394.90198,""z"":12.850443}","{""x"":4.3201795,""y"":1.788412,""z"":1.4984052}",-1.5577356,10.297362,1,-1.5577356,1681345768599752,16813457685,1001,1004,1,1,08:29:28,道路13,逆行
203134135,280661872,1,"{""x"":31.873024,""y"":-391.509,""z"":13.249075}","{""x"":4.882142,""y"":2.0306818,""z"":1.8801453}",1.4865646,4.573512,1,1.4865646,1681344367099744,16813443670,1002,1005,0,1,08:06:07,道路13,逆行
203062248,280660277,1,"{""x"":46.281334,""y"":-351.72012,""z"":12.962188}","{""x"":5.172126,""y"":1.9613627,""z"":1.5184757}",1.4967866,3.1409767,1,1.4967866,1681344207599639,16813442075,1004,1009,1,1,08:03:27,道路13,逆行
191253486,280666653,1,"{""x"":46.416874,""y"":-339.5435,""z"":12.759821}","{""x"":4.592142,""y"":1.8558332,""z"":1.5094203}",1.2312214,0.5030228,1,1.2312214,1681344845099685,16813448450,1006,70366,0,2,08:14:05,道路13,逆行
203299287,280661992,1,"{""x"":64.76077,""y"":-314.7071,""z"":12.980762}","{""x"":4.750539,""y"":2.0699813,""z"":1.7068516}",1.3567749,6.513303,1,1.3567749,1681344379099773,16813443790,1006,1011,0,1,08:06:19,道路13,逆行
206566712,280674082,1,"{""x"":61.64103,""y"":-316.2019,""z"":12.974434}","{""x"":4.951346,""y"":2.1108806,""z"":1.7023777}",1.4081061,5.4871264,1,1.4081061,1681345588099908,16813455880,1006,70366,0,2,08:26:28,道路13,逆行
208076971,280680802,1,"{""x"":-333.90057,""y"":-210.46556,""z"":12.990723}","{""x"":5.870091,""y"":2.3935032,""z"":2.4316406}",-1.8054446,1.5182219,1,-1.8054446,1681346260099891,16813462600,103,107,0,1,08:37:40,道路11,逆行
210668646,280689532,1,"{""x"":91.686905,""y"":-508.9659,""z"":13.305664}","{""x"":4.7604885,""y"":1.9300612,""z"":1.4912109}",-0.15916513,0.28489634,1,-0.15916513,1681347133099646,16813471330,19,245,1,1,08:52:13,道路9,逆行
209803488,280685992,1,"{""x"":250.4668,""y"":-303.0031,""z"":12.84085}","{""x"":4.5758324,""y"":1.9520266,""z"":1.4658405}",2.4441676,0.51775277,1,2.4441676,1681346779099637,16813467790,373,1461,0,1,08:46:19,道路4,逆行
212017610,280693632,1,"{""x"":-253.31728,""y"":-325.1184,""z"":12.561523}","{""x"":4,""y"":2.0818653,""z"":1.6025391}",-0.54410136,1.3397182,1,-0.54410136,1681347543099683,16813475430,7,215,0,1,08:59:03,道路7,逆行
211757884,280692367,1,"{""x"":-241.05652,""y"":-335.91226,""z"":12.419189}","{""x"":4.849068,""y"":1.9692708,""z"":1.5664062}",-0.88823885,1.8305241,1,-0.88823885,1681347416599754,16813474165,7,214,1,1,08:56:56,道路7,逆行
213126338,280698902,1,"{""x"":37.864082,""y"":-393.62344,""z"":12.984129}","{""x"":4.4471765,""y"":1.9699024,""z"":1.5478581}",-1.5112484,3.6511238,1,-1.5112484,1681348070099894,16813480700,1001,70359,1,2,09:07:50,道路13,逆行
218453678,280720812,1,"{""x"":38.108486,""y"":-391.92346,""z"":12.7922735}","{""x"":4.36094,""y"":1.9612421,""z"":1.5435183}",-1.7644240999999998,2.7821248,1,-1.7644240999999998,1681350261099743,16813502610,1001,70359,1,2,09:44:21,道路13,逆行
214120070,280712612,1,"{""x"":44.341984,""y"":-350.44632,""z"":13.020153}","{""x"":4.704767,""y"":2.185804,""z"":1.6002122}",0.5653933999999999,1.3853862,1,0.5653933999999999,1681349441099847,16813494410,1004,70367,0,2,09:30:41,道路13,逆行
219167800,280723507,1,"{""x"":107.26335,""y"":-509.86972,""z"":13.020508}","{""x"":4.7436905,""y"":2.0995471,""z"":1.5791016}",-0.6456293,0.44118226,1,-0.6456293,1681350530599760,16813505305,19,247,0,1,09:48:50,道路9,逆行
217395048,280717287,1,"{""x"":-76.833374,""y"":-183.00159,""z"":12.530409}","{""x"":4.451152,""y"":1.8985026,""z"":1.6505827}",1.3026589,0.60561436,1,1.3026589,1681349908599682,16813499085,533,1957,0,1,09:38:28,道路12,逆行
218230497,280718597,1,"{""x"":-70.62214,""y"":-166.30318,""z"":12.447754}","{""x"":4.3007374,""y"":1.7757323,""z"":1.4837326}",1.2337419,0.5989297,1,1.2337419,1681350039599215,16813500395,533,1957,0,1,09:40:39,道路12,逆行
219504056,280724322,1,"{""x"":-301.82877,""y"":43.631695,""z"":12.918204}","{""x"":4.824211,""y"":1.8133296,""z"":1.4961207}",2.6924677,2.322231,1,2.6924677,1681350612099778,16813506120,642,80558,0,1,09:50:12,道路1,逆行
217125081,280713917,1,"{""x"":-240.5609,""y"":-333.74445,""z"":12.370117}","{""x"":4.812794,""y"":1.9123164,""z"":1.4501953}",-0.5824151,3.1256447,1,-0.5824151,1681349571599766,16813495715,7,215,0,1,09:32:51,道路7,逆行
