road_sec_id,ms_no,all_car,line_up_car,time,road,turn,time_min
11,16813656535,1,0,14:00:53,路口7,左,14:00
11,16813656545,1,0,14:00:54,路口7,左,14:00
11,16813656555,1,0,14:00:55,路口7,左,14:00
11,16813656565,0,0,14:00:56,路口7,左,14:00
11,16813656575,1,0,14:00:57,路口7,左,14:00
11,16813656585,3,0,14:00:58,路口7,左,14:00
11,16813656595,3,0,14:00:59,路口7,左,14:00
11,16813656605,1,0,14:01:00,路口7,左,14:00
11,16813656615,1,0,14:01:01,路口7,左,14:00
11,16813656625,3,0,14:01:02,路口7,左,14:00
11,16813656635,4,1,14:01:03,路口7,左,14:00
11,16813656645,4,1,14:01:04,路口7,左,14:00
11,16813656655,3,1,14:01:05,路口7,左,14:00
11,16813656665,3,2,14:01:06,路口7,左,14:00
11,16813656675,2,2,14:01:07,路口7,左,14:00
11,16813656685,3,1,14:01:08,路口7,左,14:00
11,16813656695,4,3,14:01:09,路口7,左,14:00
11,16813656705,5,3,14:01:10,路口7,左,14:00
11,16813656715,5,3,14:01:11,路口7,左,14:00
11,16813656725,4,3,14:01:12,路口7,左,14:00
11,16813656735,4,3,14:01:13,路口7,左,14:00
11,16813656745,4,3,14:01:14,路口7,左,14:00
11,16813656755,4,3,14:01:15,路口7,左,14:00
11,16813656765,3,3,14:01:16,路口7,左,14:00
11,16813656775,3,3,14:01:17,路口7,左,14:00
11,16813656785,3,3,14:01:18,路口7,左,14:00
11,16813656795,3,3,14:01:19,路口7,左,14:00
11,16813656805,3,3,14:01:20,路口7,左,14:00
11,16813656815,3,3,14:01:21,路口7,左,14:00
11,16813656825,3,3,14:01:22,路口7,左,14:00
11,16813656835,3,2,14:01:23,路口7,左,14:00
11,16813656845,3,1,14:01:24,路口7,左,14:00
11,16813656855,3,1,14:01:25,路口7,左,14:00
11,16813656865,3,0,14:01:26,路口7,左,14:00
11,16813656875,3,2,14:01:27,路口7,左,14:00
11,16813656885,3,1,14:01:28,路口7,左,14:00
11,16813656895,3,1,14:01:29,路口7,左,14:00
11,16813656905,3,2,14:01:30,路口7,左,14:00
11,16813656915,3,3,14:01:31,路口7,左,14:00
11,16813656925,3,1,14:01:32,路口7,左,14:00
11,16813656935,3,1,14:01:33,路口7,左,14:00
