road_sec_id,ms_no,all_car,line_up_car,time,road,turn,time_min
11,16813620000,1,1,13:00:00,路口7,左,13:00
11,16813620010,1,1,13:00:01,路口7,左,13:00
11,16813620020,2,1,13:00:02,路口7,左,13:00
11,16813620030,2,1,13:00:03,路口7,左,13:00
11,16813620040,2,1,13:00:04,路口7,左,13:00
11,16813620050,2,2,13:00:05,路口7,左,13:00
11,16813620060,2,2,13:00:06,路口7,左,13:00
11,16813620070,3,2,13:00:07,路口7,左,13:00
11,16813620080,4,2,13:00:08,路口7,左,13:00
11,16813620090,4,2,13:00:09,路口7,左,13:00
11,16813620100,4,3,13:00:10,路口7,左,13:00
11,16813620110,5,3,13:00:11,路口7,左,13:00
11,16813620120,5,3,13:00:12,路口7,左,13:00
11,16813620130,4,3,13:00:13,路口7,左,13:00
11,16813620140,3,3,13:00:14,路口7,左,13:00
11,16813620150,3,3,13:00:15,路口7,左,13:00
11,16813620160,3,3,13:00:16,路口7,左,13:00
11,16813620170,3,3,13:00:17,路口7,左,13:00
11,16813620180,3,3,13:00:18,路口7,左,13:00
11,16813620190,4,3,13:00:19,路口7,左,13:00
11,16813620200,4,4,13:00:20,路口7,左,13:00
11,16813620210,4,3,13:00:21,路口7,左,13:00
11,16813620220,4,4,13:00:22,路口7,左,13:00
11,16813620230,4,4,13:00:23,路口7,左,13:00
11,16813620240,4,4,13:00:24,路口7,左,13:00
11,16813620250,4,4,13:00:25,路口7,左,13:00
11,16813620260,4,4,13:00:26,路口7,左,13:00
11,16813620270,4,4,13:00:27,路口7,左,13:00
11,16813620280,4,4,13:00:28,路口7,左,13:00
11,16813620290,4,4,13:00:29,路口7,左,13:00
11,16813620300,4,4,13:00:30,路口7,左,13:00
11,16813620310,4,4,13:00:31,路口7,左,13:00
11,16813620320,4,4,13:00:32,路口7,左,13:00
11,16813620330,4,4,13:00:33,路口7,左,13:00
11,16813620340,4,4,13:00:34,路口7,左,13:00
11,16813620350,4,4,13:00:35,路口7,左,13:00
11,16813620360,4,4,13:00:36,路口7,左,13:00
11,16813620370,4,3,13:00:37,路口7,左,13:00
11,16813620380,4,2,13:00:38,路口7,左,13:00
11,16813620390,4,0,13:00:39,路口7,左,13:00
11,16813620400,3,0,13:00:40,路口7,左,13:00
11,16813620410,3,0,13:00:41,路口7,左,13:00
11,16813620420,3,0,13:00:42,路口7,左,13:00
11,16813620430,2,0,13:00:43,路口7,左,13:00
11,16813620440,2,0,13:00:44,路口7,左,13:00
11,16813620450,1,0,13:00:45,路口7,左,13:00
11,16813620460,1,0,13:00:46,路口7,左,13:00
11,16813620470,0,0,13:00:47,路口7,左,13:00
11,16813620480,0,0,13:00:48,路口7,左,13:00
11,16813620490,0,0,13:00:49,路口7,左,13:00
11,16813620500,0,0,13:00:50,路口7,左,13:00
11,16813620510,0,0,13:00:51,路口7,左,13:00
11,16813620520,0,0,13:00:52,路口7,左,13:00
11,16813620530,0,0,13:00:53,路口7,左,13:00
11,16813620540,0,0,13:00:54,路口7,左,13:00
11,16813620550,0,0,13:00:55,路口7,左,13:00
11,16813620560,0,0,13:00:56,路口7,左,13:00
11,16813620570,0,0,13:00:57,路口7,左,13:00
11,16813620580,0,0,13:00:58,路口7,左,13:00
11,16813620590,0,0,13:00:59,路口7,左,13:00
11,16813620600,0,0,13:01:00,路口7,左,13:00
11,16813620610,0,0,13:01:01,路口7,左,13:00
11,16813620620,0,0,13:01:02,路口7,左,13:00
11,16813620630,0,0,13:01:03,路口7,左,13:00
11,16813620640,0,0,13:01:04,路口7,左,13:00
11,16813620650,0,0,13:01:05,路口7,左,13:00
11,16813620660,0,0,13:01:06,路口7,左,13:00
11,16813620670,0,0,13:01:07,路口7,左,13:00
11,16813620680,0,0,13:01:08,路口7,左,13:00
11,16813620690,0,0,13:01:09,路口7,左,13:00
11,16813620700,0,0,13:01:10,路口7,左,13:00
11,16813620710,0,0,13:01:11,路口7,左,13:00
11,16813620720,0,0,13:01:12,路口7,左,13:00
11,16813620730,0,0,13:01:13,路口7,左,13:00
11,16813620740,0,0,13:01:14,路口7,左,13:00
11,16813620750,0,0,13:01:15,路口7,左,13:00
11,16813620760,0,0,13:01:16,路口7,左,13:00
11,16813620770,0,0,13:01:17,路口7,左,13:00
11,16813620780,0,0,13:01:18,路口7,左,13:00
11,16813620790,0,0,13:01:19,路口7,左,13:00
11,16813620800,0,0,13:01:20,路口7,左,13:00
11,16813620810,0,0,13:01:21,路口7,左,13:00
11,16813620820,0,0,13:01:22,路口7,左,13:00
11,16813620830,0,0,13:01:23,路口7,左,13:00
11,16813620840,0,0,13:01:24,路口7,左,13:00
11,16813620850,0,0,13:01:25,路口7,左,13:00
11,16813620860,0,0,13:01:26,路口7,左,13:00
11,16813620870,0,0,13:01:27,路口7,左,13:00
11,16813620880,0,0,13:01:28,路口7,左,13:00
11,16813620890,0,0,13:01:29,路口7,左,13:00
