road_sec_id,ms_no,all_car,line_up_car,time,road
14,16813440680,1,0,8:01:08,路口6
14,16813440690,2,0,8:01:09,路口6
14,16813440700,2,0,8:01:10,路口6
14,16813440710,0,0,8:01:11,路口6
14,16813440720,0,0,8:01:12,路口6
14,16813440730,0,0,8:01:13,路口6
14,16813440740,1,0,8:01:14,路口6
14,16813440750,1,0,8:01:15,路口6
14,16813440760,1,0,8:01:16,路口6
14,16813440770,0,0,8:01:17,路口6
14,16813440780,0,0,8:01:18,路口6
14,16813440790,1,0,8:01:19,路口6
14,16813440800,1,0,8:01:20,路口6
14,16813440810,0,0,8:01:21,路口6
14,16813440820,0,0,8:01:22,路口6
14,16813440830,0,0,8:01:23,路口6
14,16813440840,0,0,8:01:24,路口6
14,16813440850,0,0,8:01:25,路口6
14,16813440860,0,0,8:01:26,路口6
14,16813440870,0,0,8:01:27,路口6
14,16813440880,0,0,8:01:28,路口6
14,16813440890,0,0,8:01:29,路口6
14,16813440900,0,0,8:01:30,路口6
14,16813440910,0,0,8:01:31,路口6
14,16813440920,0,0,8:01:32,路口6
14,16813440930,0,0,8:01:33,路口6
14,16813440940,0,0,8:01:34,路口6
14,16813440950,0,0,8:01:35,路口6
14,16813440960,0,0,8:01:36,路口6
14,16813440970,0,0,8:01:37,路口6
14,16813440980,0,0,8:01:38,路口6
14,16813440990,0,0,8:01:39,路口6
14,16813441000,0,0,8:01:40,路口6
14,16813441010,1,0,8:01:41,路口6
14,16813441020,1,0,8:01:42,路口6
14,16813441030,1,0,8:01:43,路口6
14,16813441040,1,0,8:01:44,路口6
14,16813441050,0,0,8:01:45,路口6
14,16813441060,0,0,8:01:46,路口6
14,16813441070,0,0,8:01:47,路口6
14,16813441080,0,0,8:01:48,路口6
14,16813441090,0,0,8:01:49,路口6
14,16813441100,0,0,8:01:50,路口6
14,16813441110,0,0,8:01:51,路口6
14,16813441120,0,0,8:01:52,路口6
14,16813441130,0,0,8:01:53,路口6
14,16813441140,0,0,8:01:54,路口6
14,16813441150,0,0,8:01:55,路口6
14,16813441160,0,0,8:01:56,路口6
14,16813441170,0,0,8:01:57,路口6
