sec_id,v_mean,t,occupancy,delay_point,health_point,H_M_S,road_name,time_id,road_id,avg_delay,time_min
10,10.738279749707605,16813692080,0.034870925997873,1.0049888968755778,95.23802947692909,15:00:08,道路8_向右,0,14,1.0162398374337975,15:00
10,9.737588737566137,16813695080,0.0385415497871228,1.108267376128412,94.74692009819256,15:05:08,道路8_向右,1,14,1.0743267476867953,15:05
10,9.797583025,16813698080,0.0318120728401648,1.101481037972628,94.90895613373546,15:10:08,道路8_向右,2,14,1.0661706694498432,15:10
10,11.873554403846152,16813701080,0.0212080485601099,0.9088981742909468,95.89991394502267,15:15:08,道路8_向右,3,14,0.9445238118612134,15:15
10,10.39752807875,16813704080,0.0326277670155536,1.037924768104825,95.14968764128096,15:20:08,道路8_向右,4,14,1.0474318049614857,15:20
10,10.870178277319589,16813707080,0.0197805837531794,0.9927943815343844,95.5891555152102,15:25:08,道路8_向右,5,14,1.020979398823212,15:25
10,10.191474880582524,16813710080,0.0210041250162626,1.0589097305789716,95.29728942296482,15:30:08,道路8_向右,6,14,1.079148966926413,15:30
10,10.84248710969697,16813713080,0.0336473847347897,0.995329928531648,95.30156479260688,15:35:08,道路8_向右,7,14,0.9978417253169788,15:35
10,10.769526877165356,16813716080,0.0517965801371914,1.0020729826936017,94.9113094446591,15:40:08,道路8_向右,8,14,1.031934525594135,15:40
10,10.136208922268906,16813719080,0.0485338034356361,1.0646832561127135,94.72334555205543,15:45:08,道路8_向右,9,14,1.0860039866244802,15:45
10,11.532871012587414,16813722080,0.0291610667701511,0.935747214047687,95.63226599476572,15:50:08,道路8_向右,10,14,0.9854765041006306,15:50
10,10.562255567999998,16813725080,0.0356866201732618,1.021737435770405,95.15397822087338,15:55:08,道路8_向右,11,14,1.0616135317947184,15:55
1001,5.469782550909092,16813692295,0.0254951727710587,1.294364533892358,93.20714147245172,15:00:29,道路13_向上,0,24,3.009911907478525,15:00
1001,6.63928108095238,16813695295,0.0389380820503442,1.0663643330769204,94.04501557182095,15:05:29,道路13_向上,1,24,2.0438391569126164,15:05
1001,4.076750115350877,16813698295,0.0528445399254672,1.7366510925800631,90.51325771457684,15:10:29,道路13_向上,2,24,3.0637919101135265,15:10
1001,3.043039492857144,16813701295,0.0259587213668961,2.32658582270078,88.18738094194528,15:15:29,道路13_向上,3,24,3.8976673676174594,15:15
1001,6.767659310526315,16813704295,0.0176148466418224,1.0461360741058645,94.56966996224445,15:20:29,道路13_向上,4,24,3.061724410135385,15:20
1001,6.029886570833333,16813707295,0.0111251663000983,1.174133619070973,94.07815264522353,15:25:29,道路13_向上,5,24,2.88992400039016,15:25
1001,5.313984135416667,16813710295,0.0222503326001967,1.3323134509969456,93.08783101820636,15:30:29,道路13_向上,6,24,4.89973721190334,15:30
1001,3.5954752434246573,16813713295,0.0338390474961325,1.969111748147226,89.76498385307096,15:35:29,道路13_向上,7,24,4.838269120601618,15:35
1001,5.094653675,16813716295,0.0185419438334972,1.3896710146838391,92.8835803215758,15:40:29,道路13_向上,8,24,4.931996706810977,15:40
1001,4.418631998214286,16813719295,0.0259587213668961,1.602281553399608,91.7032152091932,15:45:29,道路13_向上,9,24,3.999901549921408,15:45
1001,5.994449666666667,16813722295,0.0208596868126844,1.1810746499998417,93.84976988298098,15:50:29,道路13_向上,10,24,4.671953017808846,15:50
1001,3.939906762921348,16813725295,0.0412558250295314,1.79696956502352,90.45224103865613,15:55:29,道路13_向上,11,24,3.961757865196181,15:55
1002,1.4715347409829058,16813692000,0.112044650089548,4.598288603421157,74.93734186833177,15:00:00,道路13_向下,0,25,3.23702729783085,15:00
1002,7.776836798113208,16813695000,0.0253776344219916,0.8700891640984002,95.174107977589,15:05:00,道路13_向下,1,25,2.161118836034304,15:05
1002,3.2135107582162163,16813698000,0.0885823088314803,2.1056538901260846,87.77778347649897,15:10:00,道路13_向下,2,25,2.216494969652796,15:10
1002,5.113449407692308,16813701000,0.037348216696516,1.32328314793159,92.68544937321484,15:15:00,道路13_向下,3,25,3.2707824890036563,15:15
1002,7.725544583018868,16813704000,0.0253776344219916,0.8758659478677006,95.14543722336732,15:20:00,道路13_向下,4,25,2.1254707329842963,15:20
1002,7.618983016981133,16813707000,0.0253776344219916,0.8881160929114532,95.08463853126534,15:25:00,道路13_向下,5,25,2.890263867261292,15:25
1002,7.140497896103895,16813710000,0.036869393405535,0.94762879668266,94.55943586493868,15:30:00,道路13_向下,6,25,3.0244379617715835,15:30
1002,1.7930659713513517,16813713000,0.0885823088314803,3.773726977764442,79.49897031169921,15:35:00,道路13_向下,7,25,3.30394120467587,15:35
1002,2.2520887217391303,16813716000,0.132155228310749,3.004562548394929,82.44495172792921,15:40:00,道路13_向下,8,25,2.720965964498063,15:40
1002,1.170583411691395,16813719000,0.1613634490605884,5.78048634673792,68.08360053585918,15:45:00,道路13_向下,9,25,3.063226523027012,15:45
1002,1.5182665244554456,16813722000,0.0967223047781568,4.456754673838933,75.9462357885271,15:50:00,道路13_向下,10,25,3.953188929316792,15:50
1002,5.213092314583334,16813725000,0.0229835179670867,1.2979899492803877,93.09827601632092,15:55:00,道路13_向下,11,25,3.201555590720486,15:55
1003,0.5315257210691824,16813692000,0.1234996363847974,10.0,52.53000727230405,15:00:00,道路13_向上,0,24,3.009911907478525,15:00
1003,1.4026938519796175,16813695000,0.1524327272988459,5.732606145419139,70.7379310979438,15:05:00,道路13_向上,1,24,2.0438391569126164,15:05
1003,1.0067332442942687,16813698000,0.2269985454934406,7.0,61.40483260573359,15:10:00,道路13_向上,2,24,3.0637919101135265,15:10
1003,0.8852423231781914,16813701000,0.1460247272977479,9.0,55.75226885420636,15:15:00,道路13_向上,3,24,3.8976673676174594,15:15
1003,0.432287487963844,16813704000,0.2040850909440599,10.0,50.9182981811188,15:20:00,道路13_向上,4,24,3.061724410135385,15:20
1003,0.7537923614619882,16813707000,0.1328203636591217,10.0,52.34359272681756,15:25:00,道路13_向上,5,24,2.88992400039016,15:25
1003,0.7672701182352941,16813710000,0.1320436363862614,10.0,52.359127272274776,15:30:00,道路13_向上,6,24,4.89973721190334,15:30
1003,0.4313835009508716,16813713000,0.122528727293722,10.0,52.54942545412556,15:35:00,道路13_向上,7,24,4.838269120601618,15:35
1003,0.7903254060115606,16813716000,0.1343738182048425,10.0,52.31252363590315,15:40:00,道路13_向上,8,24,4.931996706810977,15:40
1003,0.9282310541525424,16813719000,0.1374807272962839,8.0,59.295085863410414,15:45:00,道路13_向上,9,24,3.999901549921408,15:45
1003,0.7046379529530201,16813722000,0.1446654545702423,10.0,52.10669090859516,15:50:00,道路13_向上,10,24,4.671953017808846,15:50
1003,1.202780571488764,16813725000,0.1382574545691443,6.0,68.37807016095573,15:55:00,道路13_向上,11,24,3.961757865196181,15:55
