sec_id,v_mean,t,occupancy,delay_point,health_point,H_M_S,road_name,time_id,road_id,avg_delay,time_min
10,11.801059885975612,16813512285,0.0334434611909425,0.9144815825250616,95.6326242955441,10:00:28,道路8_向右,0,14,0.9372091506245268,10:00
10,11.172859822608697,16813515285,0.0234512075424292,0.9658988022173416,95.62451884891708,10:05:28,道路8_向右,1,14,0.9711652003507248,10:05
10,12.198943802777778,16813518285,0.0367062378924979,0.8846546139135935,95.68800020867968,10:10:28,道路8_向右,2,14,0.8890596855445484,10:10
10,11.456953139583334,16813521285,0.0293649903139983,0.9419478100782804,95.60310998811202,10:15:28,道路8_向右,3,14,0.970139355616982,10:15
10,11.559090462857144,16813524285,0.0214119721039571,0.9336246614452482,95.79583228684145,10:20:28,道路8_向右,4,14,0.9652938528790428,10:20
10,11.494015866169155,16813527285,0.0409886323132893,0.9389104770391116,95.38292126203716,10:25:28,道路8_向右,5,14,0.971786664183692,10:25
10,11.932573434265734,16813530285,0.0291610667701511,0.904402724144146,95.75903486715832,10:30:28,道路8_向右,6,14,0.92507164641585,10:30
10,11.474312175824174,16813533285,0.0371140849801923,0.9405227742311136,95.45389147418976,10:35:28,道路8_向右,7,14,0.936419847412465,10:35
10,11.060083636805556,16813536285,0.0293649903139983,0.9757477677733885,95.4664102830885,10:40:28,道路8_向右,8,14,0.9909658853828728,10:40
10,10.25432645079365,16813539285,0.0385415497871228,1.0524193833486497,94.97279032584238,10:45:28,道路8_向右,9,14,1.0784430899762778,10:45
10,11.537346942567568,16813542285,0.0301806844893871,0.935384189599341,95.61334184739631,10:50:28,道路8_向右,10,14,0.9751506399972656,10:50
10,12.377285488505748,16813545285,0.0177413483147073,0.8719078129063054,96.11885084398185,10:55:28,道路8_向右,11,14,0.913550432595152,10:55
1001,6.358934771875,16813512070,0.0148335550667978,1.1133771293446395,94.29890201671736,10:00:07,道路13_向上,0,24,1.6247340032423547,10:00
1001,4.484596831999999,16813515070,0.0347661446878074,1.578713272836741,91.64146917271368,10:05:07,道路13_向上,1,24,2.065052014488278,10:05
1001,4.316048107407407,16813518070,0.0250316241752213,1.6403646034086488,91.53689880288567,10:10:07,道路13_向上,2,24,2.5403648596773354,10:10
1001,5.4518178782608695,16813521070,0.0213232354085218,1.2986296864814726,93.26987680780304,10:15:07,道路13_向上,3,24,1.9177582205318104,10:15
1001,4.00771418627451,16813524070,0.023640978387709,1.766566230258382,90.9521183334156,10:20:07,道路13_向上,4,24,1.9130302804844708,10:20
1001,5.809897617567568,16813527070,0.0343025960919699,1.218591618653022,93.39880115409916,10:25:07,道路13_向上,5,24,1.3111186356712796,10:25
1001,4.3605124225,16813530070,0.0185419438334972,1.6236377416259955,91.74788601347416,10:30:07,道路13_向上,6,24,1.3765183630118498,10:30
1001,5.346257044444445,16813533070,0.037547436262832,1.3242708839368391,92.82092824661876,10:35:07,道路13_向上,7,24,1.79764532217976,10:35
1001,5.550746433333334,16813536070,0.0194690410251721,1.2754847707479195,93.41930807667087,10:40:07,道路13_向上,8,24,2.6504999015328856,10:40
1001,4.885969016363636,16813539070,0.0254951727710587,1.4490252636250205,92.45640519152892,10:45:07,道路13_向上,9,24,1.1674220481109467,10:45
1001,2.22849768968254,16813542070,0.0292035615377582,3.176979978385602,83.99459888374591,10:50:07,道路13_向上,10,24,3.275176348025795,10:50
1001,4.919881775471698,16813545070,0.0245680755793839,1.4390371283507537,92.52343038991656,10:55:07,道路13_向上,11,24,1.6994173396862355,10:55
1002,8.739179209756099,16813512125,0.0196317549302199,0.7742765386303192,95.76455318726164,10:00:12,道路13_向下,0,25,2.9294793267909123,10:00
1002,7.22379397735849,16813515125,0.0253776344219916,0.9367018841080388,94.84350240194262,10:05:12,道路13_向下,1,25,2.614374369947604,10:05
1002,5.627936679166667,16813518125,0.0229835179670867,1.2023129993711883,93.57313026482248,10:10:12,道路13_向下,2,25,2.2110119637128305,10:10
1002,5.951391857352941,16813521125,0.0325599837867062,1.1369678877118372,93.70591525735924,10:15:12,道路13_向下,3,25,3.1283794393688,10:15
1002,1.1755603218421051,16813524125,0.1455622804582163,5.756013794678624,68.52108362550905,10:20:12,道路13_向下,4,25,3.0573338172431663,10:20
1002,1.678427088947977,16813527125,0.0828364293397086,4.031477729092901,78.33464520578673,10:25:12,道路13_向下,5,25,2.883415377009347,10:25
1002,5.781033059722223,16813530125,0.0344752769506301,1.1704727094788714,93.50132162073032,10:30:12,道路13_向下,6,25,2.6262844585029472,10:30
1002,0.9146357410802468,16813533125,0.1551387462778358,7.0,61.17503462408739,10:35:12,道路13_向下,7,25,3.4941245832435306,10:35
1002,6.15082607631579,16813536125,0.018195285057277,1.100102871556565,94.17617398530818,10:40:12,道路13_向下,8,25,4.839738415648628,10:40
1002,6.652896720754717,16813539125,0.0253776344219916,1.0170819889463714,94.44456792176004,10:45:12,道路13_向下,9,25,3.4550313405222868,10:45
1002,6.00358496451613,16813542125,0.0445305660612306,1.1270834791201063,93.5155609179196,10:50:12,道路13_向下,10,25,2.5774044708664383,10:50
1002,4.763093048076923,16813545125,0.0497976222620213,1.4206191986385737,91.95337273060814,10:55:12,道路13_向下,11,25,3.2160787011682643,10:55
1003,9.099359380487805,16813512065,0.0079614545468187,0.8836986275366704,95.79989356603735,10:00:06,道路13_向上,0,24,1.6247340032423547,10:00
1003,4.658631629638554,16813515065,0.0161170909118524,1.726062937632156,91.78491239719884,10:05:06,道路13_向上,1,24,2.065052014488278,10:05
1003,3.105417190851064,16813518065,0.0365061818244369,2.589375565927191,87.42947203233355,10:10:06,道路13_向上,2,24,2.5403648596773354,10:10
1003,3.545311636300578,16813521065,0.0335934545512106,2.2680915589103554,88.95685782251888,10:15:06,道路13_向上,3,24,1.9177582205318104,10:15
1003,3.255940155491804,16813524065,0.023690181822241,2.4696680565326328,88.23317702023351,10:20:06,道路13_向上,4,24,1.9130302804844708,10:20
1003,6.488445909374999,16813527065,0.0248552727315315,1.2392938938400675,93.83599130378737,10:25:06,道路13_向上,5,24,1.3111186356712796,10:25
1003,7.355333265384616,16813530065,0.0100974545471846,1.093232774895826,94.7990394666096,10:30:06,道路13_向上,6,24,1.3765183630118498,10:30
1003,7.317388653364485,16813533065,0.0207774545490146,1.098901777248467,94.5595168924617,10:35:06,道路13_向上,7,24,1.79764532217976,10:35
1003,9.824391297297296,16813536065,0.0071847272739583,0.8184824028957515,96.11364150273158,10:40:06,道路13_向上,8,24,2.6504999015328856,10:40
1003,9.213011271875,16813539065,0.0124276363657657,0.8727973035860083,95.76041827341336,10:45:06,道路13_向上,9,24,1.1674220481109467,10:45
1003,0.8678212731541219,16813542065,0.0541767272820102,9.0,57.21128210354013,10:50:06,道路13_向上,10,24,3.275176348025795,10:50
1003,2.770746317841726,16813545065,0.0269912727318975,2.9021391616478307,86.1896001445601,10:55:06,道路13_向上,11,24,1.6994173396862355,10:55
1004,7.733957756756756,16813512020,0.0216237816974667,0.8919589329245109,95.18262862401755,10:00:02,道路13_向下,0,25,2.9294793267909123,10:00
1004,7.622421860220994,16813515020,0.0352604007859592,0.9050106166388432,94.84573379010688,10:05:02,道路13_向下,1,25,2.614374369947604,10:05
1004,5.222958591414141,16813518020,0.0385721511360217,1.320778747765686,92.73557070463046,10:10:02,道路13_向下,2,25,2.2110119637128305,10:10
1004,6.629872533898304,16813521020,0.0344811654094739,1.0404985424273037,94.1952559616196,10:15:02,道路13_向下,3,25,3.1283794393688,10:15
1004,4.531358787046414,16813524020,0.0461696960567533,1.5223629450221554,91.59262610058312,10:20:02,道路13_向下,4,25,3.0573338172431663,10:20
1004,7.709155423952096,16813527020,0.0325330769682607,0.8948285938777392,94.95033538290446,10:25:02,道路13_向下,5,25,2.883415377009347,10:25
1004,6.332577336741072,16813530020,0.0436371810831761,1.0893467763869589,93.77199632649176,10:30:02,道路13_向下,6,25,2.6262844585029472,10:30
1004,2.5303619218605773,16813533020,0.1215607187317049,2.7262395345119725,84.16651374335358,10:35:02,道路13_向下,7,25,3.4941245832435306,10:35
1004,3.4782030944521742,16813536020,0.044806034147904,1.9833150970980065,89.35384531507172,10:40:02,道路13_向下,8,25,4.839738415648628,10:40
1004,6.5388187704761895,16813539020,0.0409098572654776,1.054987597935464,93.99545351132166,10:45:02,道路13_向下,9,25,3.4550313405222868,10:45
1004,7.239542005581394,16813542020,0.0418839014860842,0.9528741877154154,94.4779650854752,10:50:02,道路13_向下,10,25,2.5774044708664383,10:50
1004,2.80468886339724,16813545020,0.1270153663671019,2.4595857308907334,85.36829855074836,10:55:02,道路13_向下,11,25,3.2160787011682643,10:55
1005,9.74572036888889,16813512975,0.0067474715672119,0.9057029710371564,95.8906407833294,10:01:37,道路13_向上,0,24,1.6247340032423547,10:00
1005,7.135624542,16813515975,0.0149943812604709,1.2369944412078062,94.27192789406531,10:06:37,道路13_向上,1,24,2.065052014488278,10:05
1005,6.974015014035088,16813518975,0.0085467973184684,1.2656594336600018,94.27509172618134,10:11:37,道路13_向上,2,24,2.5403648596773354,10:10
1005,8.533699222680413,16813521975,0.0145445498226568,1.0343378249775654,95.1702231829378,10:16:37,道路13_向上,3,24,1.9177582205318104,10:15
1005,5.578989145045044,16813524975,0.0166437631991227,1.5821374918500104,92.7243819931736,10:21:37,道路13_向上,4,24,1.9130302804844708,10:20
1005,7.998028622115385,16813527975,0.0155941565108897,1.1036129413932296,94.84523767676902,10:26:37,道路13_向上,5,24,1.3111186356712796,10:25
1005,5.45705637548077,16813530975,0.0155941565108897,1.6174888594993413,92.59024509898632,10:31:37,道路13_向上,6,24,1.3765183630118498,10:30
1005,8.426768126605506,16813533975,0.0163438755739133,1.0474630084019656,95.07664067992954,10:36:37,道路13_向上,7,24,1.79764532217976,10:35
1005,10.103868709090907,16813536975,0.0131950555092144,0.873598831015905,95.90256863379442,10:41:37,道路13_向上,8,24,2.6504999015328856,10:40
1005,7.100613203333334,16813539975,0.0089966287562825,1.243093749826614,94.36511793107805,10:46:37,道路13_向上,9,24,1.1674220481109467,10:45
1005,6.828590432857143,16813542975,0.0104960668823296,1.2926134580466877,94.11782656581636,10:51:37,道路13_向上,10,24,3.275176348025795,10:50
1005,8.2975971325,16813545975,0.0059977525041883,1.0637691553410689,95.21200843516964,10:56:37,道路13_向上,11,24,1.6994173396862355,10:55
1006,0.8059022380557649,16813512000,0.1981491451175786,8.0,56.03701709764843,10:00:00,道路13_向下,0,25,2.9294793267909123,10:00
1006,1.2999873493342486,16813515000,0.2175608925669269,5.056996441824378,70.18565346235633,10:05:00,道路13_向下,1,25,2.614374369947604,10:05
1006,1.0458011890370371,16813518000,0.2217418843252481,6.0,64.62841750828673,10:10:00,道路13_向下,2,25,2.2110119637128305,10:10
1006,0.954267596745223,16813521000,0.2344341807344374,6.0,62.84591493658486,10:15:00,道路13_向下,3,25,3.1283794393688,10:15
1006,1.0599486872376438,16813524000,0.220547315251442,6.0,64.86502208160877,10:20:00,道路13_向下,4,25,3.0573338172431663,10:20
1006,1.0557932818397626,16813527000,0.2516061111703994,6.0,64.18195930813545,10:25:00,道路13_向下,5,25,2.883415377009347,10:25
1006,1.053337542865422,16813530000,0.2318957214525995,6.0,64.53936399460707,10:30:00,道路13_向下,6,25,2.6262844585029472,10:30
1006,1.278788526516998,16813533000,0.2327916482579541,5.140827637784265,69.458929186465,10:35:00,道路13_向下,7,25,3.4941245832435306,10:35
1006,0.6213947831850747,16813536000,0.2000903198625134,10.0,50.99819360274973,10:40:00,道路13_向下,8,25,4.839738415648628,10:40
1006,0.8262939321788895,16813539000,0.3522485556385591,7.0,55.45502888722882,10:45:00,道路13_向下,9,25,3.4550313405222868,10:45
1006,1.265917499798338,16813542000,0.2695246472774901,5.193096233401663,68.46108492430363,10:50:00,道路13_向下,10,25,2.5774044708664383,10:50
1006,1.0856659958948798,16813545000,0.3295517432362441,6.0,63.05740514381672,10:55:00,道路13_向下,11,25,3.2160787011682643,10:55
1007,9.810362005263158,16813512000,0.0049325836809685,0.7293227928960684,96.37915738269996,10:00:00,道路13_向上,0,24,1.6247340032423547,10:00
1007,2.702087976009804,16813515000,0.0264801860767784,2.6479228953772744,86.68251945285759,10:05:00,道路13_向上,1,24,2.065052014488278,10:05
1007,5.930681495774649,16813518000,0.0184322863867771,1.2064246953908364,93.80504776199496,10:10:00,道路13_向上,2,24,2.5403648596773354,10:10
