0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid,max_delay
17,16813404000,15,07:00:00,26.642857142857142,路口8,0,左,25,25.103174603174605,7:00,7,45.5
17,16813407000,16,07:05:00,46.1,路口8,1,左,25,21.35873015873016,7:05,7,46.1
17,16813410000,15,07:10:00,15.0,路口8,2,左,25,34.625,7:10,7,61.5
17,16813413000,24,07:15:00,9.583333333333334,路口8,3,左,25,12.32222222222222,7:15,7,23.08333333333333
17,16813416000,41,07:20:00,12.357142857142858,路口8,4,左,25,7.710714285714286,7:20,7,12.357142857142858
17,16813419000,27,07:25:00,21.0,路口8,5,左,25,39.833333333333336,7:25,7,72.0
17,16813422000,39,07:30:00,12.181818181818182,路口8,6,左,25,28.527272727272727,7:30,7,48.0
17,16813425000,33,07:35:00,17.642857142857142,路口8,7,左,25,17.36243386243386,7:35,7,31.33333333333333
17,16813428000,47,07:40:00,15.869565217391305,路口8,8,左,25,16.91485507246377,7:40,7,30.5
17,16813431000,50,07:45:00,16.825,路口8,9,左,25,34.21944444444444,7:45,7,53.0
17,16813434000,35,07:50:00,20.647058823529413,路口8,10,左,25,12.971638655462186,7:50,7,20.647058823529413
17,16813437000,46,07:55:00,19.13888888888889,路口8,11,左,25,20.83796296296296,7:55,7,36.9375
26,16813404690,10,07:01:09,3.1666666666666665,路口8,0,右,26,25.103174603174605,7:00,7,45.5
26,16813407690,19,07:06:09,13.642857142857142,路口8,1,右,26,21.35873015873016,7:05,7,46.1
26,16813410690,16,07:11:09,61.5,路口8,2,右,26,34.625,7:10,7,61.5
26,16813413690,28,07:16:09,4.3,路口8,3,右,26,12.32222222222222,7:15,7,23.08333333333333
26,16813416690,32,07:21:09,2.9,路口8,4,右,26,7.710714285714286,7:20,7,12.357142857142858
26,16813419690,38,07:26:09,26.5,路口8,5,右,26,39.833333333333336,7:25,7,72.0
26,16813422690,14,07:31:09,48.0,路口8,6,右,26,28.527272727272727,7:30,7,48.0
26,16813425690,20,07:36:09,3.111111111111111,路口8,7,右,26,17.36243386243386,7:35,7,31.33333333333333
26,16813428690,12,07:41:09,4.375,路口8,8,右,26,16.91485507246377,7:40,7,30.5
26,16813431690,21,07:46:09,53.0,路口8,9,右,26,34.21944444444444,7:45,7,53.0
26,16813434690,19,07:51:09,3.142857142857143,路口8,10,右,26,12.971638655462186,7:50,7,20.647058823529413
26,16813437690,19,07:56:09,6.4375,路口8,11,右,26,20.83796296296296,7:55,7,36.9375
78,16813404315,10,07:00:31,45.5,路口8,0,上,27,25.103174603174605,7:00,7,45.5
78,16813407315,13,07:05:31,4.333333333333333,路口8,1,上,27,21.35873015873016,7:05,7,46.1
78,16813410315,11,07:10:31,27.375,路口8,2,上,27,34.625,7:10,7,61.5
78,16813413315,16,07:15:31,23.08333333333333,路口8,3,上,27,12.32222222222222,7:15,7,23.08333333333333
78,16813416315,16,07:20:31,7.875,路口8,4,上,27,7.710714285714286,7:20,7,12.357142857142858
78,16813419315,11,07:25:31,72.0,路口8,5,上,27,39.833333333333336,7:25,7,72.0
78,16813422315,12,07:30:31,25.4,路口8,6,上,27,28.527272727272727,7:30,7,48.0
78,16813425315,11,07:35:31,31.33333333333333,路口8,7,上,27,17.36243386243386,7:35,7,31.33333333333333
78,16813428315,13,07:40:31,30.5,路口8,8,上,27,16.91485507246377,7:40,7,30.5
78,16813431315,12,07:45:31,32.833333333333336,路口8,9,上,27,34.21944444444444,7:45,7,53.0
78,16813434315,20,07:50:31,15.125,路口8,10,上,27,12.971638655462186,7:50,7,20.647058823529413
78,16813437315,20,07:55:31,36.9375,路口8,11,上,27,20.83796296296296,7:55,7,36.9375
