0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid
17,16813476000,34,09:00:00,22.33333333333333,路口8,0,左,25,34.11111111111111,9:00,7
17,16813479000,38,09:05:00,26.83333333333333,路口8,1,左,25,24.405982905982903,9:05,7
17,16813482000,21,09:10:00,29.7,路口8,2,左,25,26.771527777777777,9:10,7
17,16813485000,32,09:15:00,31.444444444444443,路口8,3,左,25,25.239057239057235,9:15,7
17,16813488000,32,09:20:00,24.96153846153846,路口8,4,左,25,23.459401709401707,9:20,7
17,16813491000,38,09:25:00,23.31578947368421,路口8,5,左,25,22.89447884416925,9:25,7
17,16813494000,27,09:30:00,28.642857142857142,路口8,6,左,25,19.25132275132275,9:30,7
17,16813497000,25,09:35:00,30.571428571428573,路口8,7,左,25,23.496031746031747,9:35,7
17,16813500000,27,09:40:00,41.34615384615385,路口8,8,左,25,45.11538461538461,9:40,7
17,16813503000,22,09:45:00,20.2,路口8,9,左,25,25.383333333333336,9:45,7
17,16813506000,31,09:50:00,31.464285714285715,路口8,10,左,25,24.291335978835978,9:50,7
17,16813509000,25,09:55:00,27.11111111111111,路口8,11,左,25,21.211873638344223,9:55,7
26,16813476000,41,09:00:00,59.5,路口8,0,右,26,34.11111111111111,9:00,7
26,16813479000,29,09:05:00,9.884615384615383,路口8,1,右,26,24.405982905982903,9:05,7
26,16813482000,31,09:10:00,8.28125,路口8,2,右,26,26.771527777777777,9:10,7
26,16813485000,23,09:15:00,12.772727272727272,路口8,3,右,26,25.239057239057235,9:15,7
26,16813488000,19,09:20:00,6.166666666666667,路口8,4,右,26,23.459401709401707,9:20,7
26,16813491000,30,09:25:00,7.617647058823529,路口8,5,右,26,22.89447884416925,9:25,7
26,16813494000,24,09:30:00,5.388888888888889,路口8,6,右,26,19.25132275132275,9:30,7
26,16813497000,26,09:35:00,22.291666666666668,路口8,7,右,26,23.496031746031747,9:35,7
26,16813500000,29,09:40:00,8.0,路口8,8,右,26,45.11538461538461,9:40,7
26,16813503000,28,09:45:00,16.25,路口8,9,右,26,25.383333333333336,9:45,7
26,16813506000,38,09:50:00,12.22222222222222,路口8,10,右,26,24.291335978835978,9:50,7
26,16813509000,28,09:55:00,16.941176470588236,路口8,11,右,26,21.211873638344223,9:55,7
78,16813476000,25,09:00:00,20.5,路口8,0,上,27,34.11111111111111,9:00,7
78,16813479000,16,09:05:00,36.5,路口8,1,上,27,24.405982905982903,9:05,7
78,16813482000,32,09:10:00,42.333333333333336,路口8,2,上,27,26.771527777777777,9:10,7
78,16813485000,28,09:15:00,31.5,路口8,3,上,27,25.239057239057235,9:15,7
78,16813488000,35,09:20:00,39.25,路口8,4,上,27,23.459401709401707,9:20,7
78,16813491000,30,09:25:00,37.75,路口8,5,上,27,22.89447884416925,9:25,7
78,16813494000,34,09:30:00,23.72222222222222,路口8,6,上,27,19.25132275132275,9:30,7
78,16813497000,20,09:35:00,17.625,路口8,7,上,27,23.496031746031747,9:35,7
78,16813500000,22,09:40:00,86.0,路口8,8,上,27,45.11538461538461,9:40,7
78,16813503000,25,09:45:00,39.7,路口8,9,上,27,25.383333333333336,9:45,7
78,16813506000,17,09:50:00,29.1875,路口8,10,上,27,24.291335978835978,9:50,7
78,16813509000,20,09:55:00,19.58333333333333,路口8,11,上,27,21.211873638344223,9:55,7
