0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid,max_delay
17,16813584000,14,12:00:00,30.285714285714285,路口8,0,左,25.0,46.4563492063492,12:00,7,81.0
17,16813587000,23,12:05:00,22.125,路口8,1,左,25.0,16.70486111111111,12:05,7,32.75
17,16813590000,25,12:10:00,42.44444444444444,路口8,2,左,25.0,26.12037037037037,12:10,7,42.44444444444444
17,16813593000,26,12:15:00,38.55555555555556,路口8,3,左,25.0,40.78518518518519,12:15,7,71.0
17,16813596000,26,12:20:00,27.571428571428573,路口8,4,左,25.0,23.5978835978836,12:20,7,34.22222222222222
17,16813599000,19,12:25:00,29.75,路口8,5,左,25.0,23.63888888888889,12:25,7,30.666666666666668
17,16813602000,25,12:30:00,25.11111111111111,路口8,6,左,25.0,23.22074915824916,12:30,7,40.6875
17,16813605000,17,12:35:00,14.0,路口8,7,左,25.0,25.35353535353536,12:35,7,55.333333333333336
17,16813608000,18,12:40:00,35.4,路口8,8,左,25.0,26.566666666666663,12:40,7,35.4
17,16813611000,22,12:45:00,32.888888888888886,路口8,9,左,25.0,18.90879629629629,12:45,7,32.888888888888886
17,16813614000,21,12:50:00,37.5,路口8,10,左,25.0,36.80555555555555,12:50,7,63.75
17,16813617000,24,12:55:00,40.333333333333336,路口8,11,左,25.0,28.535353535353536,12:55,7,40.333333333333336
26,16813584675,23,12:01:07,81.0,路口8,0,右,26.0,46.4563492063492,12:00,7,81.0
26,16813587675,22,12:06:07,11.944444444444445,路口8,1,右,26.0,16.70486111111111,12:05,7,32.75
26,16813590675,17,12:11:07,7.75,路口8,2,右,26.0,26.12037037037037,12:10,7,42.44444444444444
26,16813593675,25,12:16:07,12.8,路口8,3,右,26.0,40.78518518518519,12:15,7,71.0
26,16813596675,12,12:21:07,9.0,路口8,4,右,26.0,23.5978835978836,12:20,7,34.22222222222222
26,16813599675,19,12:26:07,10.5,路口8,5,右,26.0,23.63888888888889,12:25,7,30.666666666666668
26,16813602675,17,12:31:07,3.863636363636364,路口8,6,右,26.0,23.22074915824916,12:30,7,40.6875
26,16813605675,26,12:36:07,6.727272727272728,路口8,7,右,26.0,25.35353535353536,12:35,7,55.333333333333336
26,16813608675,19,12:41:07,15.5,路口8,8,右,26.0,26.566666666666663,12:40,7,35.4
26,16813611675,19,12:46:07,5.9375,路口8,9,右,26.0,18.90879629629629,12:45,7,32.888888888888886
26,16813614675,25,12:51:07,9.166666666666666,路口8,10,右,26.0,36.80555555555555,12:50,7,63.75
26,16813617675,13,12:56:07,8.772727272727273,路口8,11,右,26.0,28.535353535353536,12:55,7,40.333333333333336
78,16813584000,23,12:00:00,28.08333333333333,路口8,0,上,27.0,46.4563492063492,12:00,7,81.0
78,16813587000,27,12:05:00,32.75,路口8,1,上,27.0,16.70486111111111,12:05,7,32.75
78,16813590000,16,12:10:00,28.166666666666668,路口8,2,上,27.0,26.12037037037037,12:10,7,42.44444444444444
78,16813593000,15,12:15:00,71.0,路口8,3,上,27.0,40.78518518518519,12:15,7,71.0
78,16813596000,24,12:20:00,34.22222222222222,路口8,4,上,27.0,23.5978835978836,12:20,7,34.22222222222222
78,16813599000,42,12:25:00,30.666666666666668,路口8,5,上,27.0,23.63888888888889,12:25,7,30.666666666666668
78,16813602000,32,12:30:00,40.6875,路口8,6,上,27.0,23.22074915824916,12:30,7,40.6875
78,16813605000,26,12:35:00,55.333333333333336,路口8,7,上,27.0,25.35353535353536,12:35,7,55.333333333333336
78,16813608000,28,12:40:00,28.8,路口8,8,上,27.0,26.566666666666663,12:40,7,35.4
78,16813611000,38,12:45:00,17.9,路口8,9,上,27.0,18.90879629629629,12:45,7,32.888888888888886
78,16813614000,37,12:50:00,63.75,路口8,10,上,27.0,36.80555555555555,12:50,7,63.75
78,16813617000,28,12:55:00,36.5,路口8,11,上,27.0,28.535353535353536,12:55,7,40.333333333333336
98,16813587555,1,12:05:55,0.0,路口8,1,,27.0,16.70486111111111,12:05,7,32.75
