0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid
1009,16813548000,13,11:00:00,30.666666666666668,路口3,0,下,10,31.88988095238096,11:00,2
1009,16813551000,10,11:05:00,23.166666666666668,路口3,1,下,10,36.75,11:05,2
1009,16813554000,11,11:10:00,38.21428571428572,路口3,2,下,10,39.345238095238095,11:10,2
1009,16813557000,8,11:15:00,15.083333333333334,路口3,3,下,10,29.3875,11:15,2
1009,16813560000,13,11:20:00,22.4,路口3,4,下,10,35.925,11:20,2
1009,16813563000,12,11:25:00,29.214285714285715,路口3,5,下,10,35.76190476190476,11:25,2
1009,16813566000,5,11:30:00,4.5,路口3,6,下,10,26.432142857142857,11:30,2
1009,16813569000,11,11:35:00,21.25,路口3,7,下,10,36.348214285714285,11:35,2
1009,16813572000,18,11:40:00,32.6,路口3,8,下,10,28.682142857142857,11:40,2
1009,16813575000,9,11:45:00,10.25,路口3,9,下,10,29.0625,11:45,2
1009,16813578000,11,11:50:00,42.75,路口3,10,下,10,42.20625,11:50,2
1009,16813581000,4,11:55:00,16.25,路口3,11,下,10,39.09791666666666,11:55,2
1021,16813548000,24,11:00:00,36.92857142857143,路口3,0,上,11,31.88988095238096,11:00,2
1021,16813551000,26,11:05:00,41.083333333333336,路口3,1,上,11,36.75,11:05,2
1021,16813554000,18,11:10:00,36.16666666666666,路口3,2,上,11,39.345238095238095,11:10,2
1021,16813557000,17,11:15:00,33.666666666666664,路口3,3,上,11,29.3875,11:15,2
1021,16813560000,25,11:20:00,59.0,路口3,4,上,11,35.925,11:20,2
1021,16813563000,18,11:25:00,35.5,路口3,5,上,11,35.76190476190476,11:25,2
1021,16813566000,23,11:30:00,29.8,路口3,6,上,11,26.432142857142857,11:30,2
1021,16813569000,25,11:35:00,39.75,路口3,7,上,11,36.348214285714285,11:35,2
1021,16813572000,14,11:40:00,24.571428571428573,路口3,8,上,11,28.682142857142857,11:40,2
1021,16813575000,21,11:45:00,25.5,路口3,9,上,11,29.0625,11:45,2
1021,16813578000,25,11:50:00,40.375,路口3,10,上,11,42.20625,11:50,2
1021,16813581000,23,11:55:00,52.29166666666666,路口3,11,上,11,39.09791666666666,11:55,2
370,16813548000,33,11:00:00,10.714285714285714,路口3,0,左,8,31.88988095238096,11:00,2
370,16813551000,26,11:05:00,38.5,路口3,1,左,8,36.75,11:05,2
370,16813554000,25,11:10:00,27.5,路口3,2,左,8,39.345238095238095,11:10,2
370,16813557000,41,11:15:00,28.0,路口3,3,左,8,29.3875,11:15,2
370,16813560000,45,11:20:00,20.5,路口3,4,左,8,35.925,11:20,2
370,16813563000,37,11:25:00,28.5,路口3,5,左,8,35.76190476190476,11:25,2
370,16813566000,47,11:30:00,26.428571428571427,路口3,6,左,8,26.432142857142857,11:30,2
370,16813569000,43,11:35:00,31.25,路口3,7,左,8,36.348214285714285,11:35,2
370,16813572000,34,11:40:00,13.857142857142858,路口3,8,左,8,28.682142857142857,11:40,2
370,16813575000,32,11:45:00,28.5,路口3,9,左,8,29.0625,11:45,2
370,16813578000,49,11:50:00,22.2,路口3,10,左,8,42.20625,11:50,2
370,16813581000,28,11:55:00,49.0,路口3,11,左,8,39.09791666666666,11:55,2
376,16813548000,32,11:00:00,49.25,路口3,0,右,9,31.88988095238096,11:00,2
376,16813551000,34,11:05:00,44.25,路口3,1,右,9,36.75,11:05,2
376,16813554000,26,11:10:00,55.5,路口3,2,右,9,39.345238095238095,11:10,2
376,16813557000,41,11:15:00,40.8,路口3,3,右,9,29.3875,11:15,2
376,16813560000,39,11:20:00,41.8,路口3,4,右,9,35.925,11:20,2
376,16813563000,49,11:25:00,49.833333333333336,路口3,5,右,9,35.76190476190476,11:25,2
376,16813566000,41,11:30:00,45.0,路口3,6,右,9,26.432142857142857,11:30,2
376,16813569000,38,11:35:00,53.142857142857146,路口3,7,右,9,36.348214285714285,11:35,2
376,16813572000,26,11:40:00,43.7,路口3,8,右,9,28.682142857142857,11:40,2
376,16813575000,25,11:45:00,52.0,路口3,9,右,9,29.0625,11:45,2
376,16813578000,48,11:50:00,63.5,路口3,10,右,9,42.20625,11:50,2
376,16813581000,45,11:55:00,38.85,路口3,11,右,9,39.09791666666666,11:55,2
