road_sec_id,ms_no,all_car,line_up_car,time,road,turn,time_min
17,16813656000,1,1,14:00:00,路口8,左,14:00
17,16813656010,1,1,14:00:01,路口8,左,14:00
17,16813656020,1,1,14:00:02,路口8,左,14:00
17,16813656030,1,1,14:00:03,路口8,左,14:00
17,16813656040,1,1,14:00:04,路口8,左,14:00
17,16813656050,1,1,14:00:05,路口8,左,14:00
17,16813656060,2,1,14:00:06,路口8,左,14:00
17,16813656070,2,0,14:00:07,路口8,左,14:00
17,16813656080,2,0,14:00:08,路口8,左,14:00
17,16813656090,2,0,14:00:09,路口8,左,14:00
17,16813656100,2,0,14:00:10,路口8,左,14:00
17,16813656110,1,0,14:00:11,路口8,左,14:00
17,16813656120,1,0,14:00:12,路口8,左,14:00
17,16813656130,0,0,14:00:13,路口8,左,14:00
17,16813656140,0,0,14:00:14,路口8,左,14:00
17,16813656150,0,0,14:00:15,路口8,左,14:00
17,16813656160,0,0,14:00:16,路口8,左,14:00
17,16813656170,0,0,14:00:17,路口8,左,14:00
17,16813656180,0,0,14:00:18,路口8,左,14:00
17,16813656190,0,0,14:00:19,路口8,左,14:00
17,16813656200,0,0,14:00:20,路口8,左,14:00
17,16813656210,0,0,14:00:21,路口8,左,14:00
17,16813656220,0,0,14:00:22,路口8,左,14:00
17,16813656230,0,0,14:00:23,路口8,左,14:00
17,16813656240,0,0,14:00:24,路口8,左,14:00
17,16813656250,0,0,14:00:25,路口8,左,14:00
17,16813656260,0,0,14:00:26,路口8,左,14:00
17,16813656270,0,0,14:00:27,路口8,左,14:00
17,16813656280,0,0,14:00:28,路口8,左,14:00
17,16813656290,0,0,14:00:29,路口8,左,14:00
17,16813656300,0,0,14:00:30,路口8,左,14:00
17,16813656310,0,0,14:00:31,路口8,左,14:00
17,16813656320,0,0,14:00:32,路口8,左,14:00
17,16813656330,0,0,14:00:33,路口8,左,14:00
17,16813656340,0,0,14:00:34,路口8,左,14:00
17,16813656350,0,0,14:00:35,路口8,左,14:00
17,16813656360,0,0,14:00:36,路口8,左,14:00
17,16813656370,0,0,14:00:37,路口8,左,14:00
17,16813656380,0,0,14:00:38,路口8,左,14:00
17,16813656390,0,0,14:00:39,路口8,左,14:00
