road_sec_id,ms_no,all_car,line_up_car,time,road,turn,time_min
17,16813692000,1,1,15:00:00,路口8,左,15:00
17,16813692010,1,1,15:00:01,路口8,左,15:00
17,16813692020,1,1,15:00:02,路口8,左,15:00
17,16813692030,1,1,15:00:03,路口8,左,15:00
17,16813692040,1,1,15:00:04,路口8,左,15:00
17,16813692050,1,1,15:00:05,路口8,左,15:00
17,16813692060,1,1,15:00:06,路口8,左,15:00
17,16813692070,1,1,15:00:07,路口8,左,15:00
17,16813692080,1,1,15:00:08,路口8,左,15:00
17,16813692090,1,1,15:00:09,路口8,左,15:00
17,16813692100,1,1,15:00:10,路口8,左,15:00
17,16813692110,1,1,15:00:11,路口8,左,15:00
17,16813692120,1,1,15:00:12,路口8,左,15:00
17,16813692130,2,1,15:00:13,路口8,左,15:00
17,16813692140,2,0,15:00:14,路口8,左,15:00
17,16813692150,2,0,15:00:15,路口8,左,15:00
17,16813692160,1,0,15:00:16,路口8,左,15:00
17,16813692170,1,0,15:00:17,路口8,左,15:00
17,16813692180,1,0,15:00:18,路口8,左,15:00
17,16813692190,0,0,15:00:19,路口8,左,15:00
17,16813692200,0,0,15:00:20,路口8,左,15:00
17,16813692210,0,0,15:00:21,路口8,左,15:00
17,16813692220,0,0,15:00:22,路口8,左,15:00
17,16813692230,0,0,15:00:23,路口8,左,15:00
17,16813692240,0,0,15:00:24,路口8,左,15:00
17,16813692250,0,0,15:00:25,路口8,左,15:00
17,16813692260,0,0,15:00:26,路口8,左,15:00
17,16813692270,0,0,15:00:27,路口8,左,15:00
17,16813692280,1,0,15:00:28,路口8,左,15:00
17,16813692290,1,0,15:00:29,路口8,左,15:00
17,16813692300,1,0,15:00:30,路口8,左,15:00
17,16813692310,0,0,15:00:31,路口8,左,15:00
17,16813692320,0,0,15:00:32,路口8,左,15:00
17,16813692330,0,0,15:00:33,路口8,左,15:00
17,16813692340,1,0,15:00:34,路口8,左,15:00
17,16813692350,1,0,15:00:35,路口8,左,15:00
17,16813692360,1,0,15:00:36,路口8,左,15:00
17,16813692370,2,0,15:00:37,路口8,左,15:00
17,16813692380,3,0,15:00:38,路口8,左,15:00
17,16813692390,3,0,15:00:39,路口8,左,15:00
17,16813692400,3,1,15:00:40,路口8,左,15:00
17,16813692410,3,1,15:00:41,路口8,左,15:00
17,16813692420,2,1,15:00:42,路口8,左,15:00
17,16813692430,2,1,15:00:43,路口8,左,15:00
17,16813692440,2,1,15:00:44,路口8,左,15:00
17,16813692450,2,1,15:00:45,路口8,左,15:00
17,16813692460,2,2,15:00:46,路口8,左,15:00
17,16813692470,3,2,15:00:47,路口8,左,15:00
17,16813692480,3,2,15:00:48,路口8,左,15:00
17,16813692490,3,2,15:00:49,路口8,左,15:00
17,16813692500,4,2,15:00:50,路口8,左,15:00
17,16813692510,4,2,15:00:51,路口8,左,15:00
17,16813692520,4,2,15:00:52,路口8,左,15:00
17,16813692530,4,3,15:00:53,路口8,左,15:00
17,16813692540,4,3,15:00:54,路口8,左,15:00
17,16813692550,3,3,15:00:55,路口8,左,15:00
17,16813692560,3,3,15:00:56,路口8,左,15:00
17,16813692570,3,3,15:00:57,路口8,左,15:00
17,16813692580,3,3,15:00:58,路口8,左,15:00
17,16813692590,3,3,15:00:59,路口8,左,15:00
17,16813692600,3,3,15:01:00,路口8,左,15:00
17,16813692610,3,3,15:01:01,路口8,左,15:00
17,16813692620,3,2,15:01:02,路口8,左,15:00
17,16813692630,3,2,15:01:03,路口8,左,15:00
17,16813692640,2,1,15:01:04,路口8,左,15:00
17,16813692650,2,1,15:01:05,路口8,左,15:00
17,16813692660,2,1,15:01:06,路口8,左,15:00
17,16813692670,2,1,15:01:07,路口8,左,15:00
17,16813692680,1,0,15:01:08,路口8,左,15:00
17,16813692690,1,0,15:01:09,路口8,左,15:00
17,16813692700,1,0,15:01:10,路口8,左,15:00
17,16813692710,1,0,15:01:11,路口8,左,15:00
17,16813692720,1,0,15:01:12,路口8,左,15:00
17,16813692730,0,0,15:01:13,路口8,左,15:00
17,16813692740,0,0,15:01:14,路口8,左,15:00
17,16813692750,0,0,15:01:15,路口8,左,15:00
17,16813692760,0,0,15:01:16,路口8,左,15:00
17,16813692770,0,0,15:01:17,路口8,左,15:00
17,16813692780,0,0,15:01:18,路口8,左,15:00
17,16813692790,0,0,15:01:19,路口8,左,15:00
17,16813692800,0,0,15:01:20,路口8,左,15:00
17,16813692810,0,0,15:01:21,路口8,左,15:00
17,16813692820,0,0,15:01:22,路口8,左,15:00
17,16813692830,0,0,15:01:23,路口8,左,15:00
17,16813692840,0,0,15:01:24,路口8,左,15:00
17,16813692850,0,0,15:01:25,路口8,左,15:00
17,16813692860,0,0,15:01:26,路口8,左,15:00
17,16813692870,0,0,15:01:27,路口8,左,15:00
17,16813692880,0,0,15:01:28,路口8,左,15:00
17,16813692890,0,0,15:01:29,路口8,左,15:00
17,16813692900,0,0,15:01:30,路口8,左,15:00
17,16813692910,0,0,15:01:31,路口8,左,15:00
17,16813692920,0,0,15:01:32,路口8,左,15:00
17,16813692930,0,0,15:01:33,路口8,左,15:00
17,16813692940,1,0,15:01:34,路口8,左,15:00
17,16813692950,1,0,15:01:35,路口8,左,15:00
17,16813692960,1,0,15:01:36,路口8,左,15:00
17,16813692970,1,0,15:01:37,路口8,左,15:00
17,16813692980,1,0,15:01:38,路口8,左,15:00
17,16813692990,1,0,15:01:39,路口8,左,15:00
17,16813693000,1,0,15:01:40,路口8,左,15:00
17,16813693010,1,0,15:01:41,路口8,左,15:00
17,16813693020,1,1,15:01:42,路口8,左,15:00
17,16813693030,1,1,15:01:43,路口8,左,15:00
17,16813693040,1,1,15:01:44,路口8,左,15:00
17,16813693050,1,1,15:01:45,路口8,左,15:00
17,16813693060,1,1,15:01:46,路口8,左,15:00
17,16813693070,1,1,15:01:47,路口8,左,15:00
17,16813693080,1,1,15:01:48,路口8,左,15:00
17,16813693090,1,1,15:01:49,路口8,左,15:00
17,16813693100,1,0,15:01:50,路口8,左,15:00
17,16813693110,1,0,15:01:51,路口8,左,15:00
17,16813693120,1,0,15:01:52,路口8,左,15:00
17,16813693130,0,0,15:01:53,路口8,左,15:00
17,16813693140,1,0,15:01:54,路口8,左,15:00
17,16813693150,1,0,15:01:55,路口8,左,15:00
17,16813693160,1,0,15:01:56,路口8,左,15:00
17,16813693170,1,0,15:01:57,路口8,左,15:00
17,16813693180,1,0,15:01:58,路口8,左,15:00
17,16813693190,1,0,15:01:59,路口8,左,15:00
17,16813693200,1,0,15:02:00,路口8,左,15:00
17,16813693210,1,0,15:02:01,路口8,左,15:00
17,16813693220,0,0,15:02:02,路口8,左,15:00
17,16813693230,0,0,15:02:03,路口8,左,15:00
17,16813693240,0,0,15:02:04,路口8,左,15:00
17,16813693250,0,0,15:02:05,路口8,左,15:00
17,16813693260,0,0,15:02:06,路口8,左,15:00
17,16813693270,0,0,15:02:07,路口8,左,15:00
17,16813693280,0,0,15:02:08,路口8,左,15:00
17,16813693290,0,0,15:02:09,路口8,左,15:00
