id,seq,is_moving,position,shape,orientation,velocity,type,heading,time_meas,ms_no,road_sec_id,fid,turn_type,category,time,road
245281650,280833657,1,"{""x"":-393.13763,""y"":-286.61108,""z"":12.648926}","{""x"":0.93118656,""y"":0.67817503,""z"":1.5722656}",-0.26763308,0.25060415,2,-0.26763308,1681361545599641,16813615455,1,202,0,1,12:52:25,道路6
246274154,280837542,1,"{""x"":30.401255,""y"":-399.51923,""z"":12.954071}","{""x"":0.4184069,""y"":0.24271025,""z"":1.6481358}",2.6207945,1.145699,2,2.6207945,1681361934099679,16813619340,1001,1004,1,1,12:58:54,道路13
244630360,280830957,1,"{""x"":35.31219,""y"":-388.86703,""z"":13.031084}","{""x"":0.65305555,""y"":0.64879304,""z"":1.5730221}",-2.9757419,0.9539993,2,-2.9757419,1681361275599710,16813612755,1001,1004,1,1,12:47:55,道路13
237982064,280803762,1,"{""x"":36.769825,""y"":-388.51895,""z"":12.984202}","{""x"":0.6455753,""y"":0.64158255,""z"":1.6773887}",-3.0435574,1.2409285,2,-3.0435574,1681358556099727,16813585560,1001,1004,1,1,12:02:36,道路13
244014905,280828452,1,"{""x"":55.900116,""y"":-351.00845,""z"":13.048618}","{""x"":0.70304483,""y"":0.68420017,""z"":1.673707}",0.4425919,1.2170461,2,0.4425919,1681361025099705,16813610250,1003,1007,0,1,12:43:45,道路13
237681916,280802592,1,"{""x"":53.801414,""y"":-349.4768,""z"":13.013081}","{""x"":0.68339014,""y"":0.6790066,""z"":1.6828235}",-2.8762078,1.3194618,2,-2.8762078,1681358439099759,16813584390,1003,1007,0,1,12:00:39,道路13
238146940,280804412,1,"{""x"":39.520473,""y"":-378.8854,""z"":13.121777}","{""x"":0.7301767,""y"":0.7073478,""z"":1.6903381}",2.0508955,2.005605,2,2.0508955,1681358621099680,16813586210,1003,1007,0,1,12:03:41,道路13
239735416,280810962,1,"{""x"":52.59424,""y"":-352.17502,""z"":13.03228}","{""x"":0.63591164,""y"":0.61345005,""z"":1.6584536}",-2.8710566,1.2675308,2,-2.8710566,1681359276099853,16813592760,1003,1007,0,1,12:14:36,道路13
242600145,280822662,1,"{""x"":49.65956,""y"":-361.9666,""z"":12.987637}","{""x"":0.6349208,""y"":0.60938716,""z"":1.6146557}",0.86126006,1.0970259,2,0.86126006,1681360446099718,16813604460,1003,1007,0,1,12:34:06,道路13
243867967,280827772,1,"{""x"":49.40608,""y"":-358.0673,""z"":13.015474}","{""x"":0.63515675,""y"":0.60745,""z"":1.6653512}",-3.0800838,1.2212961,2,-3.0800838,1681360957099715,16813609570,1003,1007,0,1,12:42:37,道路13
239430271,280809622,1,"{""x"":53.126564,""y"":-350.48785,""z"":13.046225}","{""x"":0.6556213,""y"":0.62723696,""z"":1.6476077}",0.07832524,1.2823105,2,0.07832524,1681359142099772,16813591420,1003,1007,0,1,12:12:22,道路13
244068748,280828652,1,"{""x"":45.173386,""y"":-367.1571,""z"":13.082544}","{""x"":0.65068823,""y"":0.64320356,""z"":1.6502243}",-1.2400926,1.5171443999999998,2,-1.2400926,1681361045099697,16813610450,1003,1007,0,1,12:44:05,道路13
237827668,280803222,1,"{""x"":44.636467,""y"":-368.89282,""z"":13.10471}","{""x"":0.6432346,""y"":0.63706964,""z"":1.6505771}",-1.26698,1.3602059,2,-1.26698,1681358502099833,16813585020,1003,1007,0,1,12:01:42,道路13
237597967,280802242,1,"{""x"":50.400444,""y"":-356.99823,""z"":13.031916}","{""x"":0.68628895,""y"":0.635214,""z"":1.6394824}",2.9902542,1.4027905,2,2.9902542,1681358404099772,16813584040,1003,1007,0,1,12:00:04,道路13
238549965,280806107,1,"{""x"":41.483448,""y"":-376.54468,""z"":13.083168}","{""x"":0.7580446,""y"":0.7168015,""z"":1.6716142}",-1.5079855,1.6025865,2,-1.5079855,1681358790599741,16813587905,1003,1007,0,1,12:06:30,道路13
242656485,280822837,1,"{""x"":46.379448,""y"":-363.61685,""z"":12.996014}","{""x"":0.7019509,""y"":0.68456125,""z"":1.6166772}",1.8604547,1.1865133,2,1.8604547,1681360463599701,16813604635,1003,1007,0,1,12:34:23,道路13
242998441,280824137,1,"{""x"":49.036488,""y"":-346.04443,""z"":12.924365}","{""x"":0.659831,""y"":0.64198685,""z"":1.6525931}",0.038853623,1.2020409,2,0.038853623,1681360593599883,16813605935,1004,1009,1,1,12:36:33,道路13
245954457,280836337,1,"{""x"":77.12131,""y"":-297.78195,""z"":13.039201}","{""x"":0.67888576,""y"":0.6646912,""z"":1.6602767}",0.22893743,1.1604981,2,0.22893743,1681361813599795,16813618135,1005,1010,0,1,12:56:53,道路13
243092207,280824477,1,"{""x"":70.56752,""y"":-300.6594,""z"":13.009074}","{""x"":0.60760534,""y"":0.6025914,""z"":1.6317953}",0.3903696,1.7073562999999998,2,0.3903696,1681360627599894,16813606275,1006,1011,0,1,12:37:07,道路13
240595102,280814632,1,"{""x"":87.31768,""y"":-278.38803,""z"":12.825295}","{""x"":0.614782,""y"":0.57919025,""z"":1.6164799}",0.7941497,0.9380192,2,0.7941497,1681359643099805,16813596430,1007,1012,1,1,12:20:43,道路13
240599501,280814622,1,"{""x"":85.46164,""y"":-277.79892,""z"":12.949237}","{""x"":0.5993885,""y"":0.5707519,""z"":1.6334395}",0.4205316,0.9628662,2,0.4205316,1681359642099743,16813596420,1007,1012,1,1,12:20:42,道路13
240643242,280814837,1,"{""x"":84.28006,""y"":-283.39633,""z"":12.900118}","{""x"":0.6900634,""y"":0.6597708,""z"":1.612932}",-0.29151314,0.7724173,2,-0.29151314,1681359663599676,16813596635,1007,1012,1,1,12:21:03,道路13
240594326,280814642,1,"{""x"":87.384254,""y"":-276.0473,""z"":12.938934}","{""x"":0.588683,""y"":0.5769126,""z"":1.6362333}",0.4828723,0.98950166,2,0.4828723,1681359644099672,16813596440,1007,1012,1,1,12:20:44,道路13
243469996,280826122,1,"{""x"":87.177345,""y"":-285.35184,""z"":12.859013}","{""x"":0.57350683,""y"":0.5681091,""z"":1.5896229}",-1.6150662,1.2349552,2,-1.6150662,1681360792099677,16813607920,1007,1013,1,1,12:39:52,道路13
238064627,280804162,1,"{""x"":91.85339,""y"":-276.34708,""z"":13.130622}","{""x"":0.64642656,""y"":0.60243654,""z"":1.6917832}",0.1482949999999999,1.2681916,2,0.1482949999999999,1681358596099705,16813585960,1007,1013,1,1,12:03:16,道路13
239817510,280811387,1,"{""x"":87.94129,""y"":-277.93405,""z"":12.885445}","{""x"":0.5882076,""y"":0.5843463,""z"":1.6025305}",0.7483882,1.3534003,2,0.7483882,1681359318599867,16813593185,1007,1012,1,1,12:15:18,道路13
