id,seq,is_moving,position,shape,orientation,velocity,type,heading,time_meas,ms_no,road_sec_id,fid,turn_type,category,time,road
239202775,280808732,1,"{""x"":314.76758,""y"":-322.40036,""z"":12.950452}","{""x"":4.871813,""y"":1.9908941,""z"":1.5248842}",2.5757928,10.630847,1,2.5757928,1681359053099803,16813590530,0,2133,1,3,12:10:53,道路5
243708543,280827677,1,"{""x"":318.8982,""y"":-325.10114,""z"":12.773497}","{""x"":5.050676,""y"":1.906916,""z"":1.3787116}",2.5731583,9.102928,1,2.5731583,1681360947599825,16813609475,0,2133,1,3,12:42:27,道路5
243608821,280827702,1,"{""x"":-2.0659041,""y"":-113.61576,""z"":12.600098}","{""x"":4.6157546,""y"":1.835249,""z"":1.4648438}",2.3552544,6.1782336,1,2.3552544,1681360950099694,16813609500,0,2539,1,3,12:42:30,道路3
239635786,280810647,1,"{""x"":332.61453,""y"":-334.00842,""z"":12.857382}","{""x"":4.7957444,""y"":1.8297106,""z"":1.4184885}",2.5449898,7.5187807,1,2.5449898,1681359244599689,16813592445,0,2133,1,3,12:14:04,道路5
240194509,280814087,1,"{""x"":145.54944,""y"":-210.54366,""z"":13.361717}","{""x"":4.6398916,""y"":1.9492909,""z"":1.4764358}",2.4250903,4.9456415,1,2.4250903,1681359588599742,16813595885,0,2541,1,3,12:19:48,道路4
240586880,280814757,1,"{""x"":328.3975,""y"":-330.81763,""z"":12.902285}","{""x"":4.90051,""y"":1.8914406,""z"":1.4730154}",2.5313363,4.8364487,1,2.5313363,1681359655599761,16813596555,0,2133,1,3,12:20:55,道路5
240533000,280814762,1,"{""x"":316.80573,""y"":-324.01495,""z"":12.86575}","{""x"":5.177766,""y"":1.9075091,""z"":1.4136484}",2.5569391,5.8169503,1,2.5569391,1681359656099772,16813596560,0,2133,1,3,12:20:56,道路5
240419728,280814692,1,"{""x"":323.61426,""y"":-328.49423,""z"":12.853912}","{""x"":4.7974854,""y"":1.802098,""z"":1.3937719}",2.586951,7.7309256,1,2.586951,1681359649099740,16813596490,0,2133,1,3,12:20:49,道路5
243173832,280825702,1,"{""x"":314.68417,""y"":-323.1229,""z"":13.136696}","{""x"":4.600222,""y"":1.7976049,""z"":1.9153565}",2.5714407,7.8442554,1,2.5714407,1681360750099558,16813607500,0,2133,1,3,12:39:10,道路5
243575312,280826697,1,"{""x"":312.562,""y"":-320.91998,""z"":12.920857}","{""x"":5.1770716,""y"":1.9251573,""z"":1.4263018}",2.5503743,12.028661,1,2.5503743,1681360849599738,16813608495,0,2133,1,3,12:40:49,道路5
