id,seq,is_moving,position,shape,orientation,velocity,type,heading,time_meas,ms_no,road_sec_id,fid,turn_type,category,time,road
238086133,280808392,0,"{""x"":-305.7097,""y"":-70.27089}","{""x"":4.3281,""y"":1.6963856,""z"":1.3994141}",1.4309378,0.0,1,1.4380188,1681359019099634,16813590190,0,70235,0,2,12:10:19,道路11
239262010,280808847,0,"{""x"":258.4738,""y"":-593.9346}","{""x"":5.0492344,""y"":1.839947,""z"":1.927553}",1.0771984,0.0,1,1.0763752,1681359064599704,16813590645,0,70087,0,2,12:11:04,道路10
237533177,280808192,0,"{""x"":230.43968,""y"":-440.85065}","{""x"":4.5497394,""y"":1.9409152,""z"":1.4902344}",-2.0716631,0.0,1,-2.0141609,1681358999099622,16813589990,0,70602,1,2,12:09:59,道路14
238479106,280808852,0,"{""x"":233.55408,""y"":-435.32614}","{""x"":4.528893,""y"":1.8429925,""z"":1.4990234}",-2.241761,0.0,1,-2.241761,1681359065099777,16813590650,0,70602,1,2,12:11:05,道路14
238604235,280808567,0,"{""x"":250.16429,""y"":-455.16183}","{""x"":4.8528132,""y"":1.9404317,""z"":1.5136719}",1.1240011,0.0,1,1.1240011,1681359036599707,16813590365,0,70601,1,2,12:10:36,道路14
237119045,280808487,0,"{""x"":201.95895,""y"":-596.59174}","{""x"":4.294645,""y"":1.7870458,""z"":1.480406}",-0.5693735,0.0,1,-0.5693735,1681359028599717,16813590285,0,70089,0,2,12:10:28,道路10
238092564,280807782,0,"{""x"":226.84476,""y"":-439.4628,""z"":13.516602}","{""x"":4.7236104,""y"":1.8941135,""z"":1.4990234}",1.5766554,0.0,1,1.5766554,1681358958099656,16813589580,0,70602,1,2,12:09:18,道路14
238650474,280808177,0,"{""x"":-274.46927,""y"":-340.66116}","{""x"":5.2240434,""y"":1.9823414,""z"":2.4160156}",-0.3905424999999999,0.0,1,-0.38739514,1681358997599796,16813589975,0,70077,0,2,12:09:57,道路7
239187514,280809242,0,"{""x"":227.10283,""y"":-439.0465}","{""x"":4.7061105,""y"":1.899489,""z"":1.4960938}",1.0526997,0.0,1,1.0493379,1681359104099626,16813591040,0,70602,1,2,12:11:44,道路14
238834712,280809262,0,"{""x"":328.1891,""y"":-312.10495}","{""x"":4.4466276,""y"":1.9906397,""z"":1.480858}",1.7364834999999998,0.0,1,1.7364834999999998,1681359106099672,16813591060,0,70472,3,2,12:11:46,道路5
238140148,280808192,0,"{""x"":195.20352,""y"":-591.9326}","{""x"":4.286243,""y"":1.8871907,""z"":1.4923815}",-0.5574171,0.0,1,-0.5694019,1681358999099538,16813589990,0,70566,1,2,12:09:59,道路9
233504172,280807952,0,"{""x"":-113.17977,""y"":-251.63512}","{""x"":5.1435175,""y"":1.9654047,""z"":2.1203477}",1.1023917,0.0,1,-1.9640425,1681358975099753,16813589750,0,70252,0,2,12:09:35,道路12
239270678,280808862,0,"{""x"":244.5323,""y"":-591.16266}","{""x"":5.7584085,""y"":1.9042814,""z"":1.8392841}",2.4973226,0.0,1,2.4973226,1681359066099649,16813590660,0,70087,0,2,12:11:06,道路10
238146698,280809097,0,"{""x"":-69.22211,""y"":-66.11893}","{""x"":4.91673,""y"":2.107211,""z"":2.1953125}",2.6291611,0.0,1,2.5889168,1681359089599680,16813590895,0,70116,0,2,12:11:29,道路2
