road_sec_id,ms_no,all_car,line_up_car,time,road,turn,time_min
1,16813476000,5,4,9:00:00,路口5,左,9:00
1,16813476010,5,4,9:00:01,路口5,左,9:00
1,16813476020,5,4,9:00:02,路口5,左,9:00
1,16813476030,5,4,9:00:03,路口5,左,9:00
1,16813476040,0,0,9:00:04,路口5,左,9:00
1,16813476050,5,5,9:00:05,路口5,左,9:00
1,16813476060,5,5,9:00:06,路口5,左,9:00
1,16813476070,5,5,9:00:07,路口5,左,9:00
1,16813476080,5,5,9:00:08,路口5,左,9:00
1,16813476090,5,5,9:00:09,路口5,左,9:00
1,16813476100,5,5,9:00:10,路口5,左,9:00
1,16813476110,5,5,9:00:11,路口5,左,9:00
1,16813476120,5,5,9:00:12,路口5,左,9:00
1,16813476130,5,3,9:00:13,路口5,左,9:00
1,16813476140,5,3,9:00:14,路口5,左,9:00
1,16813476150,4,2,9:00:15,路口5,左,9:00
1,16813476160,4,2,9:00:16,路口5,左,9:00
1,16813476170,4,1,9:00:17,路口5,左,9:00
1,16813476180,5,1,9:00:18,路口5,左,9:00
1,16813476190,6,1,9:00:19,路口5,左,9:00
1,16813476200,5,2,9:00:20,路口5,左,9:00
1,16813476210,6,2,9:00:21,路口5,左,9:00
1,16813476220,5,3,9:00:22,路口5,左,9:00
1,16813476230,4,3,9:00:23,路口5,左,9:00
1,16813476240,6,3,9:00:24,路口5,左,9:00
1,16813476250,6,4,9:00:25,路口5,左,9:00
1,16813476260,6,4,9:00:26,路口5,左,9:00
1,16813476270,5,4,9:00:27,路口5,左,9:00
1,16813476280,5,4,9:00:28,路口5,左,9:00
1,16813476290,5,4,9:00:29,路口5,左,9:00
1,16813476300,5,4,9:00:30,路口5,左,9:00
1,16813476310,5,4,9:00:31,路口5,左,9:00
1,16813476320,5,4,9:00:32,路口5,左,9:00
1,16813476330,5,4,9:00:33,路口5,左,9:00
1,16813476340,10,8,9:00:34,路口5,左,9:00
1,16813476350,10,8,9:00:35,路口5,左,9:00
1,16813476360,6,4,9:00:36,路口5,左,9:00
1,16813476370,6,4,9:00:37,路口5,左,9:00
1,16813476380,5,5,9:00:38,路口5,左,9:00
1,16813476390,5,5,9:00:39,路口5,左,9:00
1,16813476400,5,5,9:00:40,路口5,左,9:00
1,16813476410,5,5,9:00:41,路口5,左,9:00
1,16813476420,5,5,9:00:42,路口5,左,9:00
1,16813476430,5,5,9:00:43,路口5,左,9:00
1,16813476440,5,5,9:00:44,路口5,左,9:00
1,16813476450,6,5,9:00:45,路口5,左,9:00
1,16813476460,6,5,9:00:46,路口5,左,9:00
1,16813476470,6,5,9:00:47,路口5,左,9:00
1,16813476480,6,5,9:00:48,路口5,左,9:00
1,16813476490,5,5,9:00:49,路口5,左,9:00
1,16813476500,5,5,9:00:50,路口5,左,9:00
1,16813476510,5,5,9:00:51,路口5,左,9:00
1,16813476520,5,5,9:00:52,路口5,左,9:00
1,16813476530,5,5,9:00:53,路口5,左,9:00
1,16813476540,5,5,9:00:54,路口5,左,9:00
1,16813476550,5,5,9:00:55,路口5,左,9:00
1,16813476560,5,5,9:00:56,路口5,左,9:00
1,16813476570,5,5,9:00:57,路口5,左,9:00
1,16813476580,5,5,9:00:58,路口5,左,9:00
1,16813476590,5,5,9:00:59,路口5,左,9:00
1,16813476600,5,5,9:01:00,路口5,左,9:00
1,16813476610,5,5,9:01:01,路口5,左,9:00
1,16813476620,5,4,9:01:02,路口5,左,9:00
1,16813476630,5,5,9:01:03,路口5,左,9:00
1,16813476640,6,5,9:01:04,路口5,左,9:00
1,16813476650,7,5,9:01:05,路口5,左,9:00
1,16813476660,7,5,9:01:06,路口5,左,9:00
1,16813476670,7,5,9:01:07,路口5,左,9:00
1,16813476680,6,5,9:01:08,路口5,左,9:00
1,16813476690,6,5,9:01:09,路口5,左,9:00
1,16813476700,5,5,9:01:10,路口5,左,9:00
1,16813476710,5,5,9:01:11,路口5,左,9:00
1,16813476720,5,5,9:01:12,路口5,左,9:00
1,16813476730,5,5,9:01:13,路口5,左,9:00
1,16813476740,5,5,9:01:14,路口5,左,9:00
1,16813476750,6,4,9:01:15,路口5,左,9:00
1,16813476760,5,5,9:01:16,路口5,左,9:00
1,16813476770,5,4,9:01:17,路口5,左,9:00
1,16813476780,6,4,9:01:18,路口5,左,9:00
1,16813476790,6,2,9:01:19,路口5,左,9:00
1,16813476800,5,2,9:01:20,路口5,左,9:00
1,16813476810,5,1,9:01:21,路口5,左,9:00
1,16813476820,4,1,9:01:22,路口5,左,9:00
1,16813476830,4,0,9:01:23,路口5,左,9:00
1,16813476840,4,0,9:01:24,路口5,左,9:00
1,16813476850,3,0,9:01:25,路口5,左,9:00
1,16813476860,3,0,9:01:26,路口5,左,9:00
1,16813476870,4,0,9:01:27,路口5,左,9:00
1,16813476880,4,0,9:01:28,路口5,左,9:00
1,16813476890,3,0,9:01:29,路口5,左,9:00
1,16813476900,3,0,9:01:30,路口5,左,9:00
1,16813476910,4,0,9:01:31,路口5,左,9:00
1,16813476920,3,0,9:01:32,路口5,左,9:00
1,16813476930,4,0,9:01:33,路口5,左,9:00
1,16813476940,3,0,9:01:34,路口5,左,9:00
1,16813476950,3,0,9:01:35,路口5,左,9:00
1,16813476960,2,0,9:01:36,路口5,左,9:00
1,16813476970,2,0,9:01:37,路口5,左,9:00
1,16813476980,1,0,9:01:38,路口5,左,9:00
1,16813476990,1,0,9:01:39,路口5,左,9:00
1,16813477000,1,0,9:01:40,路口5,左,9:00
1,16813477010,1,1,9:01:41,路口5,左,9:00
1,16813477020,1,1,9:01:42,路口5,左,9:00
1,16813477030,1,1,9:01:43,路口5,左,9:00
1,16813477040,1,1,9:01:44,路口5,左,9:00
1,16813477050,1,1,9:01:45,路口5,左,9:00
1,16813477060,1,1,9:01:46,路口5,左,9:00
1,16813477070,1,1,9:01:47,路口5,左,9:00
1,16813477080,1,1,9:01:48,路口5,左,9:00
1,16813477090,1,1,9:01:49,路口5,左,9:00
