road_sec_id,ms_no,all_car,line_up_car,time,road
1,16813584000,2,2,12:00:00,路口5
1,16813584010,2,2,12:00:01,路口5
1,16813584020,2,2,12:00:02,路口5
1,16813584030,2,2,12:00:03,路口5
1,16813584040,2,2,12:00:04,路口5
1,16813584050,2,2,12:00:05,路口5
1,16813584060,2,2,12:00:06,路口5
1,16813584070,2,2,12:00:07,路口5
1,16813584080,2,2,12:00:08,路口5
1,16813584090,2,2,12:00:09,路口5
1,16813584100,3,2,12:00:10,路口5
1,16813584110,4,2,12:00:11,路口5
1,16813584120,4,2,12:00:12,路口5
1,16813584130,4,2,12:00:13,路口5
1,16813584140,3,2,12:00:14,路口5
1,16813584150,4,3,12:00:15,路口5
1,16813584160,4,3,12:00:16,路口5
1,16813584170,4,3,12:00:17,路口5
1,16813584180,3,3,12:00:18,路口5
1,16813584190,3,3,12:00:19,路口5
1,16813584200,4,3,12:00:20,路口5
1,16813584210,4,3,12:00:21,路口5
1,16813584220,4,3,12:00:22,路口5
1,16813584230,4,3,12:00:23,路口5
1,16813584240,4,4,12:00:24,路口5
1,16813584250,4,4,12:00:25,路口5
1,16813584260,4,4,12:00:26,路口5
1,16813584270,4,4,12:00:27,路口5
1,16813584280,4,4,12:00:28,路口5
1,16813584290,4,4,12:00:29,路口5
1,16813584300,4,4,12:00:30,路口5
1,16813584310,4,4,12:00:31,路口5
1,16813584320,4,4,12:00:32,路口5
1,16813584330,4,4,12:00:33,路口5
1,16813584340,4,4,12:00:34,路口5
1,16813584350,4,4,12:00:35,路口5
1,16813584360,4,4,12:00:36,路口5
1,16813584370,4,4,12:00:37,路口5
1,16813584380,4,4,12:00:38,路口5
1,16813584390,4,4,12:00:39,路口5
1,16813584400,5,4,12:00:40,路口5
1,16813584410,5,4,12:00:41,路口5
1,16813584420,5,4,12:00:42,路口5
1,16813584430,4,4,12:00:43,路口5
1,16813584440,4,4,12:00:44,路口5
1,16813584450,4,4,12:00:45,路口5
1,16813584460,4,4,12:00:46,路口5
1,16813584470,4,4,12:00:47,路口5
1,16813584480,4,4,12:00:48,路口5
1,16813584490,4,4,12:00:49,路口5
1,16813584500,4,4,12:00:50,路口5
1,16813584510,4,4,12:00:51,路口5
1,16813584520,4,4,12:00:52,路口5
1,16813584530,4,4,12:00:53,路口5
1,16813584540,4,4,12:00:54,路口5
1,16813584550,4,4,12:00:55,路口5
1,16813584560,4,4,12:00:56,路口5
1,16813584570,4,4,12:00:57,路口5
1,16813584580,4,3,12:00:58,路口5
1,16813584590,4,2,12:00:59,路口5
1,16813584600,3,2,12:01:00,路口5
1,16813584610,3,2,12:01:01,路口5
1,16813584620,3,2,12:01:02,路口5
1,16813584630,3,0,12:01:03,路口5
1,16813584640,2,0,12:01:04,路口5
1,16813584650,2,0,12:01:05,路口5
1,16813584660,2,0,12:01:06,路口5
1,16813584670,2,0,12:01:07,路口5
1,16813584680,2,0,12:01:08,路口5
1,16813584690,2,1,12:01:09,路口5
1,16813584700,2,0,12:01:10,路口5
1,16813584710,2,0,12:01:11,路口5
1,16813584720,1,0,12:01:12,路口5
1,16813584730,1,0,12:01:13,路口5
1,16813584740,1,0,12:01:14,路口5
1,16813584750,1,0,12:01:15,路口5
1,16813584760,1,0,12:01:16,路口5
1,16813584770,1,0,12:01:17,路口5
1,16813584780,0,0,12:01:18,路口5
1,16813584790,0,0,12:01:19,路口5
1,16813584800,0,0,12:01:20,路口5
1,16813584810,0,0,12:01:21,路口5
1,16813584820,0,0,12:01:22,路口5
1,16813584830,0,0,12:01:23,路口5
1,16813584840,0,0,12:01:24,路口5
1,16813584850,0,0,12:01:25,路口5
1,16813584860,0,0,12:01:26,路口5
1,16813584870,0,0,12:01:27,路口5
1,16813584880,0,0,12:01:28,路口5
1,16813584890,0,0,12:01:29,路口5
1,16813584900,0,0,12:01:30,路口5
1,16813584910,0,0,12:01:31,路口5
1,16813584920,0,0,12:01:32,路口5
1,16813584930,0,0,12:01:33,路口5
1,16813584940,0,0,12:01:34,路口5
1,16813584950,0,0,12:01:35,路口5
1,16813584960,0,0,12:01:36,路口5
1,16813584970,0,0,12:01:37,路口5
1,16813584980,0,0,12:01:38,路口5
1,16813584990,0,0,12:01:39,路口5
1,16813585000,0,0,12:01:40,路口5
1,16813585010,0,0,12:01:41,路口5
1,16813585020,0,0,12:01:42,路口5
1,16813585030,0,0,12:01:43,路口5
1,16813585040,0,0,12:01:44,路口5
1,16813585050,0,0,12:01:45,路口5
1,16813585060,0,0,12:01:46,路口5
1,16813585070,0,0,12:01:47,路口5
1,16813585080,0,0,12:01:48,路口5
1,16813585090,0,0,12:01:49,路口5
1,16813585100,0,0,12:01:50,路口5
1,16813585110,0,0,12:01:51,路口5
1,16813585120,0,0,12:01:52,路口5
1,16813585130,0,0,12:01:53,路口5
1,16813585140,0,0,12:01:54,路口5
1,16813585150,0,0,12:01:55,路口5
1,16813585160,0,0,12:01:56,路口5
1,16813585170,0,0,12:01:57,路口5
1,16813585180,0,0,12:01:58,路口5
1,16813585190,1,0,12:01:59,路口5
1,16813585200,1,0,12:02:00,路口5
1,16813585210,1,0,12:02:01,路口5
1,16813585220,0,0,12:02:02,路口5
1,16813585230,0,0,12:02:03,路口5
1,16813585240,0,0,12:02:04,路口5
1,16813585250,0,0,12:02:05,路口5
1,16813585260,0,0,12:02:06,路口5
1,16813585270,0,0,12:02:07,路口5
1,16813585280,1,0,12:02:08,路口5
