road_sec_id,ms_no,all_car,line_up_car,time,road,turn,time_min
1,16813656000,6,4,14:00:00,路口5,左,14:00
1,16813656010,7,5,14:00:01,路口5,左,14:00
1,16813656020,7,5,14:00:02,路口5,左,14:00
1,16813656030,7,5,14:00:03,路口5,左,14:00
1,16813656040,8,5,14:00:04,路口5,左,14:00
1,16813656050,9,7,14:00:05,路口5,左,14:00
1,16813656060,9,7,14:00:06,路口5,左,14:00
1,16813656070,9,8,14:00:07,路口5,左,14:00
1,16813656080,9,7,14:00:08,路口5,左,14:00
1,16813656090,9,7,14:00:09,路口5,左,14:00
1,16813656100,9,7,14:00:10,路口5,左,14:00
1,16813656110,9,7,14:00:11,路口5,左,14:00
1,16813656120,9,6,14:00:12,路口5,左,14:00
1,16813656130,9,2,14:00:13,路口5,左,14:00
1,16813656140,8,3,14:00:14,路口5,左,14:00
1,16813656150,8,1,14:00:15,路口5,左,14:00
1,16813656160,7,1,14:00:16,路口5,左,14:00
1,16813656170,6,1,14:00:17,路口5,左,14:00
1,16813656180,6,1,14:00:18,路口5,左,14:00
1,16813656190,6,1,14:00:19,路口5,左,14:00
1,16813656200,5,1,14:00:20,路口5,左,14:00
1,16813656210,5,1,14:00:21,路口5,左,14:00
1,16813656220,4,1,14:00:22,路口5,左,14:00
1,16813656230,5,1,14:00:23,路口5,左,14:00
1,16813656240,4,1,14:00:24,路口5,左,14:00
1,16813656250,4,1,14:00:25,路口5,左,14:00
1,16813656260,3,1,14:00:26,路口5,左,14:00
1,16813656270,2,1,14:00:27,路口5,左,14:00
1,16813656280,2,1,14:00:28,路口5,左,14:00
1,16813656290,1,1,14:00:29,路口5,左,14:00
1,16813656300,1,1,14:00:30,路口5,左,14:00
1,16813656310,1,1,14:00:31,路口5,左,14:00
1,16813656320,1,1,14:00:32,路口5,左,14:00
1,16813656330,1,1,14:00:33,路口5,左,14:00
1,16813656340,1,1,14:00:34,路口5,左,14:00
1,16813656350,1,1,14:00:35,路口5,左,14:00
1,16813656360,1,1,14:00:36,路口5,左,14:00
1,16813656370,1,1,14:00:37,路口5,左,14:00
1,16813656380,1,1,14:00:38,路口5,左,14:00
1,16813656390,1,1,14:00:39,路口5,左,14:00
1,16813656400,2,1,14:00:40,路口5,左,14:00
1,16813656410,2,1,14:00:41,路口5,左,14:00
1,16813656420,2,1,14:00:42,路口5,左,14:00
1,16813656430,1,1,14:00:43,路口5,左,14:00
1,16813656440,1,1,14:00:44,路口5,左,14:00
1,16813656450,1,1,14:00:45,路口5,左,14:00
1,16813656460,1,1,14:00:46,路口5,左,14:00
1,16813656470,1,1,14:00:47,路口5,左,14:00
1,16813656480,1,1,14:00:48,路口5,左,14:00
1,16813656490,1,1,14:00:49,路口5,左,14:00
1,16813656500,1,1,14:00:50,路口5,左,14:00
