road_sec_id,ms_no,all_car,line_up_car,time,road
1,16813512000,4,1,10:00:00,路口5
1,16813512010,5,2,10:00:01,路口5
1,16813512020,5,3,10:00:02,路口5
1,16813512030,5,2,10:00:03,路口5
1,16813512040,5,3,10:00:04,路口5
1,16813512050,5,3,10:00:05,路口5
1,16813512060,5,3,10:00:06,路口5
1,16813512070,5,5,10:00:07,路口5
1,16813512080,5,5,10:00:08,路口5
1,16813512090,5,5,10:00:09,路口5
1,16813512100,5,4,10:00:10,路口5
1,16813512110,5,3,10:00:11,路口5
1,16813512120,4,3,10:00:12,路口5
1,16813512130,4,1,10:00:13,路口5
1,16813512140,3,1,10:00:14,路口5
1,16813512150,3,0,10:00:15,路口5
1,16813512160,2,0,10:00:16,路口5
1,16813512170,1,0,10:00:17,路口5
1,16813512180,1,0,10:00:18,路口5
1,16813512190,1,0,10:00:19,路口5
1,16813512200,1,0,10:00:20,路口5
1,16813512210,0,0,10:00:21,路口5
1,16813512220,0,0,10:00:22,路口5
1,16813512230,0,0,10:00:23,路口5
1,16813512240,0,0,10:00:24,路口5
1,16813512250,0,0,10:00:25,路口5
1,16813512260,0,0,10:00:26,路口5
1,16813512270,0,0,10:00:27,路口5
1,16813512280,0,0,10:00:28,路口5
1,16813512290,0,0,10:00:29,路口5
1,16813512300,0,0,10:00:30,路口5
1,16813512310,0,0,10:00:31,路口5
1,16813512320,0,0,10:00:32,路口5
1,16813512330,0,0,10:00:33,路口5
1,16813512340,0,0,10:00:34,路口5
1,16813512350,0,0,10:00:35,路口5
1,16813512360,0,0,10:00:36,路口5
1,16813512370,0,0,10:00:37,路口5
1,16813512380,1,0,10:00:38,路口5
1,16813512390,1,0,10:00:39,路口5
1,16813512400,1,0,10:00:40,路口5
1,16813512410,0,0,10:00:41,路口5
1,16813512420,1,0,10:00:42,路口5
1,16813512430,1,0,10:00:43,路口5
1,16813512440,1,0,10:00:44,路口5
1,16813512450,0,0,10:00:45,路口5
1,16813512460,1,0,10:00:46,路口5
1,16813512470,2,0,10:00:47,路口5
1,16813512480,2,0,10:00:48,路口5
1,16813512490,3,0,10:00:49,路口5
1,16813512500,2,0,10:00:50,路口5
1,16813512510,2,0,10:00:51,路口5
1,16813512520,2,1,10:00:52,路口5
1,16813512530,2,1,10:00:53,路口5
1,16813512540,2,1,10:00:54,路口5
1,16813512550,1,1,10:00:55,路口5
1,16813512560,1,1,10:00:56,路口5
1,16813512570,1,1,10:00:57,路口5
1,16813512580,1,0,10:00:58,路口5
1,16813512590,2,1,10:00:59,路口5
1,16813512600,2,1,10:01:00,路口5
1,16813512610,3,1,10:01:01,路口5
1,16813512620,3,1,10:01:02,路口5
1,16813512630,3,1,10:01:03,路口5
1,16813512640,3,0,10:01:04,路口5
1,16813512650,2,1,10:01:05,路口5
1,16813512660,2,2,10:01:06,路口5
1,16813512670,2,2,10:01:07,路口5
1,16813512680,2,2,10:01:08,路口5
1,16813512690,2,2,10:01:09,路口5
1,16813512700,2,2,10:01:10,路口5
1,16813512710,2,2,10:01:11,路口5
1,16813512720,2,2,10:01:12,路口5
1,16813512730,2,2,10:01:13,路口5
1,16813512740,2,2,10:01:14,路口5
