0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid,max_delay
11,16813692120,23,15:00:12,12.6,路口7,0,左,22,25.681481481481484,15:00,6,38.0
11,16813695120,24,15:05:12,28.166666666666668,路口7,1,左,22,26.40196078431373,15:05,6,28.166666666666668
11,16813698120,22,15:10:12,25.5,路口7,2,左,22,22.729166666666668,15:10,6,28.6875
11,16813701120,16,15:15:12,12.75,路口7,3,左,22,17.36965811965812,15:15,6,31.192307692307693
11,16813704120,20,15:20:12,9.0,路口7,4,左,22,21.50877192982456,15:20,6,34.5
11,16813707120,14,15:25:12,41.0,路口7,5,左,22,28.02930402930403,15:25,6,41.0
11,16813710120,13,15:30:12,35.166666666666664,路口7,6,左,22,35.300925925925924,15:30,6,46.875
11,16813713120,23,15:35:12,18.666666666666668,路口7,7,左,22,27.003968253968253,15:35,6,36.75
11,16813716120,34,15:40:12,20.1,路口7,8,左,22,24.20641025641025,15:40,6,26.26923076923077
11,16813719120,31,15:45:12,20.75,路口7,9,左,22,35.38194444444445,15:45,6,58.333333333333336
11,16813722120,21,15:50:12,11.5,路口7,10,左,22,13.991666666666667,15:50,6,16.875
11,16813725120,23,15:55:12,24.166666666666668,路口7,11,左,22,16.077485380116958,15:55,6,24.166666666666668
20,16813692095,30,15:00:09,26.444444444444443,路口7,0,右,23,25.681481481481484,15:00,6,38.0
20,16813695095,35,15:05:09,25.705882352941178,路口7,1,右,23,26.40196078431373,15:05,6,28.166666666666668
20,16813698095,21,15:10:09,14.0,路口7,2,右,23,22.729166666666668,15:10,6,28.6875
20,16813701095,23,15:15:09,31.192307692307693,路口7,3,右,23,17.36965811965812,15:15,6,31.192307692307693
20,16813704095,31,15:20:09,21.026315789473685,路口7,4,右,23,21.50877192982456,15:20,6,34.5
20,16813707095,36,15:25:09,18.73076923076923,路口7,5,右,23,28.02930402930403,15:25,6,41.0
20,16813710095,26,15:30:09,23.86111111111111,路口7,6,右,23,35.300925925925924,15:30,6,46.875
20,16813713095,30,15:35:09,25.59523809523809,路口7,7,右,23,27.003968253968253,15:35,6,36.75
20,16813716095,22,15:40:09,26.26923076923077,路口7,8,右,23,24.20641025641025,15:40,6,26.26923076923077
20,16813719095,27,15:45:09,27.0625,路口7,9,右,23,35.38194444444445,15:45,6,58.333333333333336
20,16813722095,19,15:50:09,16.875,路口7,10,右,23,13.991666666666667,15:50,6,16.875
20,16813725095,33,15:55:09,20.31578947368421,路口7,11,右,23,16.077485380116958,15:55,6,24.166666666666668
558,16813692095,11,15:00:09,38.0,路口7,0,上,24,25.681481481481484,15:00,6,38.0
558,16813695095,12,15:05:09,25.33333333333333,路口7,1,上,24,26.40196078431373,15:05,6,28.166666666666668
558,16813698095,19,15:10:09,28.6875,路口7,2,上,24,22.729166666666668,15:10,6,28.6875
558,16813701095,16,15:15:09,8.166666666666666,路口7,3,上,24,17.36965811965812,15:15,6,31.192307692307693
558,16813704095,13,15:20:09,34.5,路口7,4,上,24,21.50877192982456,15:20,6,34.5
558,16813707095,13,15:25:09,24.357142857142858,路口7,5,上,24,28.02930402930403,15:25,6,41.0
558,16813710095,17,15:30:09,46.875,路口7,6,上,24,35.300925925925924,15:30,6,46.875
558,16813713095,9,15:35:09,36.75,路口7,7,上,24,27.003968253968253,15:35,6,36.75
558,16813716095,18,15:40:09,26.25,路口7,8,上,24,24.20641025641025,15:40,6,26.26923076923077
558,16813719095,13,15:45:09,58.333333333333336,路口7,9,上,24,35.38194444444445,15:45,6,58.333333333333336
558,16813722095,14,15:50:09,13.6,路口7,10,上,24,13.991666666666667,15:50,6,16.875
558,16813725095,8,15:55:09,3.75,路口7,11,上,24,16.077485380116958,15:55,6,24.166666666666668
