0,1,2,3,4,5,time_id,turn,cross_id,avg_delay,time_min,croid
11,16813656535,31,14:00:53,28.11111111111111,路口7,0,左,22,24.425925925925924,14:00,6
11,16813659535,27,14:05:53,31.285714285714285,路口7,1,左,22,29.337662337662337,14:05,6
11,16813662535,26,14:10:53,27.61111111111111,路口7,2,左,22,26.960006224712107,14:10,6
11,16813665535,19,14:15:53,20.4,路口7,3,左,22,24.64444444444444,14:15,6
11,16813668535,18,14:20:53,50.0,路口7,4,左,22,35.58543417366947,14:20,6
11,16813671535,12,14:25:53,16.0,路口7,5,左,22,21.291666666666668,14:25,6
11,16813674535,36,14:30:53,28.916666666666668,路口7,6,左,22,32.97222222222222,14:30,6
11,16813677535,28,14:35:53,33.666666666666664,路口7,7,左,22,34.72222222222222,14:35,6
11,16813680535,13,14:40:53,48.0,路口7,8,左,22,40.74999999999999,14:40,6
11,16813683535,28,14:45:53,19.25,路口7,9,左,22,30.76111111111111,14:45,6
11,16813686535,16,14:50:53,28.0,路口7,10,左,22,32.823671497584535,14:50,6
11,16813689535,21,14:55:53,22.5,路口7,11,左,22,28.3125,14:55,6
20,16813656000,39,14:00:00,18.916666666666668,路口7,0,右,23,24.425925925925924,14:00,6
20,16813659000,29,14:05:00,18.727272727272727,路口7,1,右,23,29.337662337662337,14:05,6
20,16813662000,28,14:10:00,18.91176470588235,路口7,2,右,23,26.960006224712107,14:10,6
20,16813665000,30,14:15:00,22.45,路口7,3,右,23,24.64444444444444,14:15,6
20,16813668000,30,14:20:00,23.47058823529412,路口7,4,右,23,35.58543417366947,14:20,6
20,16813671000,24,14:25:00,22.5,路口7,5,右,23,21.291666666666668,14:25,6
20,16813674000,35,14:30:00,44.0,路口7,6,右,23,32.97222222222222,14:30,6
20,16813677000,21,14:35:00,41.5,路口7,7,右,23,34.72222222222222,14:35,6
20,16813680000,28,14:40:00,26.58333333333333,路口7,8,右,23,40.74999999999999,14:40,6
20,16813683000,22,14:45:00,20.2,路口7,9,右,23,30.76111111111111,14:45,6
20,16813686000,34,14:50:00,17.304347826086957,路口7,10,右,23,32.823671497584535,14:50,6
20,16813689000,23,14:55:00,24.8125,路口7,11,右,23,28.3125,14:55,6
558,16813656150,12,14:00:15,26.25,路口7,0,上,24,24.425925925925924,14:00,6
558,16813659150,12,14:05:15,38.0,路口7,1,上,24,29.337662337662337,14:05,6
558,16813662150,14,14:10:15,34.357142857142854,路口7,2,上,24,26.960006224712107,14:10,6
558,16813665150,13,14:15:15,31.08333333333333,路口7,3,上,24,24.64444444444444,14:15,6
558,16813668150,15,14:20:15,33.285714285714285,路口7,4,上,24,35.58543417366947,14:20,6
558,16813671150,12,14:25:15,25.375,路口7,5,上,24,21.291666666666668,14:25,6
558,16813674150,7,14:30:15,26.0,路口7,6,上,24,32.97222222222222,14:30,6
558,16813677150,11,14:35:15,29.0,路口7,7,上,24,34.72222222222222,14:35,6
558,16813680150,15,14:40:15,47.66666666666666,路口7,8,上,24,40.74999999999999,14:40,6
558,16813683150,11,14:45:15,52.833333333333336,路口7,9,上,24,30.76111111111111,14:45,6
558,16813686150,8,14:50:15,53.16666666666666,路口7,10,上,24,32.823671497584535,14:50,6
558,16813689150,9,14:55:15,37.625,路口7,11,上,24,28.3125,14:55,6
