id,seq,is_moving,position,shape,orientation,velocity,type,heading,time_meas,ms_no,road_sec_id,fid,turn_type,category,time,road,event_name
202183366,280656007,0,"{""x"":29.638746,""y"":-400.66428,""z"":12.745081}","{""x"":0.47095895,""y"":0.40282163,""z"":0.84140205}",-0.153277,0.0,2,-0.153277,1681343780599675,16813437805,1001,1004,1,1,07:56:20,道路13,行人横穿马路
197867929,280638317,1,"{""x"":29.17135,""y"":-401.142,""z"":12.879662}","{""x"":0.5442127,""y"":0.43672204,""z"":1.6575682}",-0.12951824,1.0396489,2,-0.12951824,1681342011599718,16813420115,1001,1004,1,1,07:26:51,道路13,行人横穿马路
200074862,280646792,1,"{""x"":33.30856,""y"":-396.2553,""z"":13.390738}","{""x"":0.43098906,""y"":0.29760095,""z"":0.5852318}",0.17762789,1.2141726,2,0.17762789,1681342859099606,16813428590,1001,1004,1,1,07:40:59,道路13,行人横穿马路
196468581,280632732,1,"{""x"":43.87365,""y"":-375.76675,""z"":12.90657}","{""x"":0.61754954,""y"":0.61561656,""z"":1.638132}",-1.4227402,0.88855404,2,-1.4227402,1681341453099786,16813414530,1003,1007,0,1,07:17:33,道路13,行人横穿马路
202559069,280657697,1,"{""x"":43.489315,""y"":-377.53445,""z"":12.9348755}","{""x"":0.6373878,""y"":0.6118418,""z"":1.638732}",-0.6639518,1.0800904,2,-0.6639518,1681343949599778,16813439495,1003,1007,0,1,07:59:09,道路13,行人横穿马路
201064713,280650847,1,"{""x"":43.206604,""y"":-377.867,""z"":12.843819}","{""x"":0.6935842,""y"":0.67686224,""z"":1.6278659}",-0.7797805,1.1427978,2,-0.7797805,1681343264599743,16813432645,1003,1007,0,1,07:47:44,道路13,行人横穿马路
198952800,280642537,1,"{""x"":41.29819,""y"":-374.60135,""z"":13.143213}","{""x"":0.74429923,""y"":0.7064763,""z"":1.6681998}",-1.4600788,1.2573937,2,-1.4600788,1681342433599729,16813424335,1003,1007,0,1,07:33:53,道路13,行人横穿马路
198944222,280642477,1,"{""x"":42.88615,""y"":-371.0393,""z"":12.990967}","{""x"":0.68021023,""y"":0.6777391,""z"":1.6855475}",-0.96788263,1.3747628,2,-0.96788263,1681342427599714,16813424275,1003,1007,0,1,07:33:47,道路13,行人横穿马路
200719088,280649277,1,"{""x"":48.514317,""y"":-357.93765,""z"":13.146751}","{""x"":0.64232534,""y"":0.6062522,""z"":1.6998566}",3.1254303,1.1140753,2,3.1254303,1681343107599740,16813431075,1003,1007,0,1,07:45:07,道路13,行人横穿马路
202336945,280656782,1,"{""x"":76.04177,""y"":-299.83383,""z"":13.016775}","{""x"":0.6629248,""y"":0.6119985,""z"":1.6765186}",0.6333449999999999,1.2808398,2,0.6333449999999999,1681343858099772,16813438580,1005,1010,0,1,07:57:38,道路13,行人横穿马路
200173938,280647167,1,"{""x"":88.98649,""y"":-275.16437,""z"":13.109705}","{""x"":0.65189886,""y"":0.63309056,""z"":1.6844678}",-0.011067857,1.4062599,2,-0.011067857,1681342896599789,16813428965,1007,1012,1,1,07:41:36,道路13,行人横穿马路
198085363,280639152,1,"{""x"":87.58216,""y"":-278.2911,""z"":13.014693}","{""x"":0.5694341,""y"":0.5670141,""z"":1.6039493}",-2.6490881,1.7804126,2,-2.6490881,1681342095099830,16813420950,1007,1012,1,1,07:28:15,道路13,行人横穿马路
196015757,280630747,1,"{""x"":88.07196,""y"":-282.63458,""z"":12.87816}","{""x"":0.6288985,""y"":0.61773133,""z"":1.5956496}",-1.0409515,1.6288843,2,-1.0409515,1681341254599703,16813412545,1007,1013,1,1,07:14:14,道路13,行人横穿马路
198315955,280640187,1,"{""x"":84.099815,""y"":-287.2086,""z"":12.984514}","{""x"":0.63861746,""y"":0.6170834,""z"":1.6390321}",-1.3105483,1.4009346,2,-1.3105483,1681342198599786,16813421985,1007,1013,1,1,07:29:58,道路13,行人横穿马路
200853612,280649907,1,"{""x"":101.869965,""y"":-253.26463,""z"":12.691572}","{""x"":0.67192197,""y"":0.6401585,""z"":1.6362834}",0.14885938,1.7082022,2,0.14885938,1681343170599650,16813431705,1009,1017,0,1,07:46:10,道路13,行人横穿马路
195549652,280628712,1,"{""x"":95.385544,""y"":-267.10355,""z"":12.900535}","{""x"":0.63375443,""y"":0.600196,""z"":1.6067909}",-1.499633,1.1320156,2,-1.499633,1681341051099814,16813410510,1009,1017,0,1,07:10:51,道路13,行人横穿马路
194571262,280623972,1,"{""x"":98.22265,""y"":-259.90048,""z"":12.761399}","{""x"":0.67086285,""y"":0.64016837,""z"":1.6281145}",-0.95922446,1.4186308,2,-0.95922446,1681340577099712,16813405770,1009,1017,0,1,07:02:57,道路13,行人横穿马路
195561779,280628712,1,"{""x"":93.32776,""y"":-262.6427,""z"":12.908651}","{""x"":0.67850554,""y"":0.65617627,""z"":1.6497209}",-1.4322262,1.086464,2,-1.4322262,1681341051099814,16813410510,1009,1016,0,1,07:10:51,道路13,行人横穿马路
202526135,280657472,1,"{""x"":103.734695,""y"":-252.84364,""z"":12.805731}","{""x"":0.6565515,""y"":0.60229224,""z"":1.6871431}",2.6943357,2.2403295,2,2.798675,1681343927099778,16813439270,1009,1017,0,1,07:58:47,道路13,行人横穿马路
197721029,280637727,0,"{""x"":-324.09232,""y"":-177.87883,""z"":12.482178}","{""x"":1.6839044,""y"":0.88970625,""z"":1.4707031}",-1.2796067,0.0,2,-1.2796067,1681341952599662,16813419525,105,112,0,1,07:25:52,道路11,行人横穿马路
200749648,280649527,1,"{""x"":-331.09802,""y"":-161.56728,""z"":12.096313}","{""x"":0.62339133,""y"":0.6050133,""z"":1.5986328}",-2.7244267,1.6908207,2,-2.7244267,1681343132599648,16813431325,106,115,0,1,07:45:32,道路11,行人横穿马路
196557557,280633042,1,"{""x"":-323.33438,""y"":-161.89915,""z"":12.302734}","{""x"":0.9671365,""y"":0.6976564,""z"":1.5976562}",2.8583503,1.2170107,2,2.8583503,1681341484099651,16813414840,107,116,0,1,07:18:04,道路11,行人横穿马路
198857930,280642267,1,"{""x"":-328.33408,""y"":-155.9216,""z"":12.245728}","{""x"":0.6552001,""y"":0.65238214,""z"":1.6787109}",-2.5724955,1.2849883,2,-2.5724955,1681342406599842,16813424065,108,119,0,1,07:33:26,道路11,行人横穿马路
