id,seq,is_moving,position,shape,orientation,velocity,type,heading,time_meas,ms_no,road_sec_id,fid,turn_type,category,time,road
255250185,280879832,0,"{""x"":-7.6358967,""y"":-109.29098,""z"":13.125977}","{""x"":8.744023,""y"":2.8133314,""z"":2.329691}",2.632976,0.0,4,2.632976,1681366163099751,16813661630,0,2539,1,3,14:09:23,道路3
256284158,280880757,1,"{""x"":319.0488,""y"":-324.84555,""z"":13.113733}","{""x"":5.393696,""y"":1.9926649,""z"":1.6411123}",2.5443914,8.091362,1,2.5443914,1681366255599760,16813662555,0,2133,1,3,14:10:55,道路5
255811143,280880087,1,"{""x"":274.73376,""y"":-324.99515,""z"":13.467942}","{""x"":9.377774,""y"":2.9434702,""z"":2.6754892}",0.24032852,2.694203,4,0.24032852,1681366188599650,16813661885,0,2137,1,3,14:09:48,道路4
256235953,280880727,1,"{""x"":322.31104,""y"":-327.4105,""z"":13.020867}","{""x"":5.7072334,""y"":2.010827,""z"":1.7827704}",2.5761857,8.2142,1,2.5761857,1681366252599682,16813662525,0,2133,1,3,14:10:52,道路5
258413218,280890742,1,"{""x"":321.7855,""y"":-327.8821,""z"":12.917796}","{""x"":5.00753,""y"":1.8776796,""z"":1.4336332}",2.5814729,7.431449,1,2.5814729,1681367254099628,16813672540,0,2133,1,3,14:27:34,道路5
262601578,280908787,1,"{""x"":314.6293,""y"":-323.6606,""z"":12.88616}","{""x"":5.091409,""y"":1.9130876,""z"":1.430312}",2.6061578,10.192041,1,2.6061578,1681369058599603,16813690585,0,2133,1,3,14:57:38,道路5
262459430,280908717,1,"{""x"":332.56546,""y"":-334.3601,""z"":12.923511}","{""x"":4.9408617,""y"":1.9205353,""z"":1.4581664}",2.5628529,7.0033455,1,2.5628529,1681369051599709,16813690515,0,2133,1,3,14:57:31,道路5
262610354,280908812,1,"{""x"":320.85715,""y"":-326.79312,""z"":13.092922}","{""x"":5.214043,""y"":1.8693473,""z"":1.9848598}",2.5860562,9.681135,1,2.5860562,1681369061099691,16813690610,0,2133,1,3,14:57:41,道路5
262493062,280908752,1,"{""x"":328.00302,""y"":-331.33093,""z"":12.7886}","{""x"":5.1842904,""y"":1.950414,""z"":1.444172}",2.5597022,8.623773,1,2.5597022,1681369055099676,16813690550,0,2133,1,3,14:57:35,道路5
257101813,280886027,1,"{""x"":114.28966,""y"":-223.41716,""z"":12.969434}","{""x"":4.322969,""y"":1.9465039,""z"":1.5359063}",-2.5687072,4.634701,1,-2.5687072,1681366782599698,16813667825,0,2542,1,3,14:19:42,道路3
